General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)
,,378,20.84105493,104.725623,0.01801526,0.1282865,0.979266,1.001758,2.598881,0.0007,0,0,-1,338.691,341.849,1041.504,0,0
,,379,20.84231727,104.302061,0.0179042,0.12828475,0.991557,1.002215,2.593205,0.0005,0,0,-1,338.632,341.878,1041.496,0,0
,,380,20.84277712,102.597796,0.01790325,0.12819868,0.982688,1.002349,2.556292,0.0009,0,0,-1,338.606,341.8,1041.506,0,0
,,381,20.84346911,104.120581,0.01789515,0.12824214,0.981557,1.002252,2.556932,0.0024,0,0,-1,338.637,341.846,1041.496,0,0
,,382,20.84310612,101.29327,0.01789985,0.12817468,0.988223,1.002169,2.573211,0.0016,0,0,-1,338.542,341.782,1041.48,0,0
,,383,20.84327093,105.866503,0.01789801,0.12717806,0.987599,1.001773,2.528939,0.0009,0,0,-1,338.602,341.782,1041.487,0,0
,,384,20.84322577,104.370438,0.01779189,0.12800317,0.991207,1.002519,2.472062,0.002,0,0,-1,338.545,341.793,1041.461,0,0
,,385,20.8423394,103.644337,0.01778477,0.12819365,0.984341,1.00326,2.462372,0.0004,0,0,-1,338.546,341.739,1041.485,0,0
,,386,20.84121535,106.028496,0.01778717,0.12714065,0.983606,1.00374,2.497367,0.0009,0,0,-1,338.539,341.765,1041.443,0,0
,,387,20.84246737,102.804158,0.01778656,0.12718066,0.989892,1.003802,2.465372,-0.0001,0,0,-1,338.494,341.701,1041.462,0,0
,,388,20.84474009,104.882544,0.01778774,0.12709698,0.990601,1.004008,2.479422,0.0008,0,0,-1,338.535,341.718,1041.445,0,0
,,389,20.84425999,104.078544,0.01778698,0.12709323,0.991856,1.00445,2.496306,0.0005,0,0,-1,338.423,341.656,1041.479,0,0
,,390,20.84447079,102.433635,0.01778519,0.12626937,0.987601,1.004967,2.485457,0.0009,0,0,-1,338.451,341.604,1041.505,0,0
,,391,20.84261317,102.780525,0.01771002,0.12630201,0.987874,1.005052,2.442096,0.0023,0,0,-1,338.37,341.6,1041.492,0,0
,,392,20.84241671,101.624688,0.01769893,0.12626236,0.991637,1.005518,2.41414,0.0028,0,0,-1,338.351,341.51,1041.467,0,0
,,393,20.84226004,103.860218,0.01769948,0.12624319,0.994188,1.00613,2.464992,0.0004,0,0,-1,338.345,341.551,1041.459,0,0
,,394,20.84324542,108.452989,0.01770367,0.12631168,0.995095,1.006185,2.412652,0.0009,0,0,-1,338.254,341.456,1041.5,0,0
,,395,20.84543317,105.913251,0.0177016,0.12633783,0.991509,1.006544,2.371417,0.0025,0,0,-1,338.312,341.455,1041.505,0,0
,,396,20.84509688,101.105206,0.01770016,0.12624611,0.986811,1.006597,2.353757,0.0003,0,0,-1,338.189,341.438,1041.551,0,0
,,397,20.84442558,104.941659,0.01778457,0.12630655,0.996535,1.006669,2.310769,0.0004,0,0,-1,338.216,341.365,1041.527,0,0
,,398,20.84441754,102.98462,0.01770712,0.12636285,0.999036,1.007795,2.309966,-0.0006,0,0,-1,338.171,341.383,1041.494,0,0
,,399,20.84528449,106.63546,0.01769971,0.12621083,0.99728,1.008675,2.334174,0.0001,0,0,-1,338.104,341.271,1041.548,0,0
,,400,20.84583783,107.522533,0.01769952,0.12624276,0.992643,1.008711,2.330213,0.0007,0,0,-1,338.064,341.245,1041.498,0,0
,,401,20.84591854,110.41291,0.0176239,0.12547951,0.983886,1.009005,2.272291,0.0006,0,0,-1,337.971,341.161,1041.429,0,0
,,402,20.84678008,109.622578,0.01761868,0.1253541,0.993104,1.009548,2.257431,0.002,0,0,-1,338.01,341.116,1041.49,0,0
,,403,20.84871736,104.155095,0.0176172,0.12540245,0.999858,1.009808,2.257966,0.0015,0,0,-1,337.906,341.086,1041.468,0,0
,,404,20.8501612,102.711711,0.01751412,0.12539598,0.995658,1.010077,2.257045,0.0007,0,0,-1,337.878,340.981,1041.781,0,0
,,405,20.85118106,106.61154,0.01740023,0.12438998,0.996266,1.009721,2.284778,-0.0006,0,0,-1,337.833,340.988,1041.501,0,0
,,406,20.85074285,105.085049,0.01739284,0.12354414,0.993185,1.010384,2.266802,0.0001,0,0,-1,337.739,340.884,1041.507,0,0
,,407,20.8511413,103.758016,0.017391,0.1235059,1.00022,1.010577,2.244795,-0.0003,0,0,-1,337.742,340.847,1041.781,0,0
,,408,20.84893477,106.972003,0.01731639,0.12343088,1.008441,1.01055,2.270725,0.001,0,0,-1,337.622,340.78,1041.522,0,0
,,409,20.84884986,103.037836,0.01720599,0.12343657,0.99819,1.011168,2.30262,0.0008,0,0,-1,337.624,340.739,1041.254,0,0
,,410,20.84885073,106.402313,0.01709605,0.12343866,0.996012,1.011324,2.296352,-0.0001,0,0,-1,337.576,340.719,1041.751,0,0
,,411,20.84772299,105.46696,0.01708776,0.12340672,0.990364,1.010896,2.181509,-0.0007,0,0,-1,337.545,340.637,1041.538,0,0
,,412,20.84815615,104.939024,0.01700478,0.12241923,0.990464,1.011564,2.110736,-0.0006,0,0,-1,337.534,340.655,1041.52,0,0
,,413,20.84866482,104.619429,0.01700624,0.12235205,0.997326,1.01178,2.161065,0.0016,0,0,-1,337.428,340.557,1041.737,0,0
,,414,20.84879109,104.328461,0.0170038,0.12229435,0.997967,1.011875,2.178287,-0.0003,0,0,-1,337.473,340.54,1041.377,0,0
,,415,20.84908478,103.187143,0.01700314,0.1223789,0.999277,1.01203,2.243371,-0.0002,0,0,-1,337.394,340.531,1041.505,0,0
,,416,20.84811343,104.051606,0.01700506,0.12235623,0.996879,1.011686,2.240199,0.0024,0,0,-1,337.402,340.475,1041.72,0,0
,,417,20.84826678,102.727368,0.0170818,0.12241789,0.996307,1.012249,2.166278,0.002,0,0,-1,337.368,340.5,1041.513,0,0
,,418,20.84894436,104.592693,0.0171972,0.12199477,1.00324,1.012166,2.073552,-0.0006,0,0,-1,337.322,340.398,1041.526,0,0
,,419,20.85199876,106.464848,0.01719594,0.12124774,0.998656,1.012443,2.07,-0.0003,0,0,-1,337.338,340.414,1041.505,0,0
,,420,20.85355322,105.898296,0.01713347,0.12126509,0.997779,1.01291,2.092044,0.0019,0,0,-1,337.228,340.368,1041.488,0,0
,,421,20.85329737,108.390981,0.01708973,0.12122785,0.996735,1.012935,2.104554,0,0,0,-1,337.284,340.332,1041.501,0,0
,,422,20.85186748,103.720522,0.01715119,0.12117632,0.993604,1.012452,2.080804,0.0011,0,0,-1,337.216,340.344,1041.464,0,0
,,423,20.85130328,103.197681,0.01719782,0.12122601,1.003043,1.012546,2.039747,0,0,0,-1,337.194,340.248,1041.446,0,0
,,424,20.85289224,101.725185,0.01712536,0.12123804,1.002838,1.012726,2.070605,0.0005,0,0,-1,337.179,340.272,1041.406,0,0
,,425,20.85397628,106.838226,0.01708474,0.1212299,0.998184,1.012255,2.158657,-0.0004,0,0,-1,337.099,340.189,1041.383,0,0
,,426,20.85443608,104.63561,0.01708696,0.12058723,1.000397,1.011859,2.146405,0.0021,0,0,-1,337.136,340.184,1041.383,0,0
,,427,20.85477893,99.884494,0.01702688,0.12038137,0.996722,1.012131,2.095802,0.0036,0,0,-1,337.024,340.137,1041.34,0,0
,,428,20.85527999,104.885858,0.0170004,0.12038691,1.002318,1.012578,2.091136,0.0037,0,0,-1,337.053,340.087,1041.343,0,0
,,429,20.85595972,102.530328,0.01699787,0.11943391,1.006979,1.012757,2.121681,0.0028,0,0,-1,337.04,340.134,1041.315,0,0
,,430,20.85647993,103.263084,0.01685601,0.11929845,0.995485,1.012313,2.034239,0.0018,0,0,-1,337.013,340.055,1041.341,0,0
,,431,20.85694401,103.748513,0.01680363,0.11926737,0.999762,1.011891,1.965139,0.0004,0,0,-1,337.037,340.108,1041.329,0,0
,,432,20.8573494,105.670724,0.01672068,0.11849457,0.996903,1.012228,1.976396,0.0007,0,0,-1,336.946,340.069,1041.3,0,0
,,433,20.85837773,102.804964,0.01654124,0.11756711,1.000091,1.012405,1.978924,-0.0002,0,0,-1,337.003,340.029,1041.328,0,0
,,434,20.85887463,107.396691,0.01640964,0.11736668,1.004963,1.012437,1.956763,0.0007,0,0,-1,336.904,340.02,1041.333,0,0
,,435,20.8586425,105.859985,0.01631838,0.11670381,0.996824,1.011689,1.987879,-0.0005,0,0,-1,336.893,339.938,1041.366,0,0
,,436,20.85880666,104.575743,0.01629833,0.11651582,1.00359,1.011313,1.989,0.001,0,0,-1,336.88,339.981,1041.375,0,0
,,437,20.85894926,103.61044,0.01629658,0.11562406,1.006309,1.011003,1.968821,-0.0003,0,0,-1,336.817,339.895,1041.407,0,0
,,438,20.85918284,108.279127,0.01623103,0.11537652,1.006455,1.011355,1.94673,0.0003,0,0,-1,336.847,339.915,1041.428,0,0
,,439,20.85934273,107.536546,0.01612648,0.11533873,1.006557,1.011099,1.961319,0.0005,0,0,-1,336.768,339.903,1041.429,0,0
,,440,20.8605655,106.536884,0.01604167,0.11452716,0.994135,1.011091,1.953344,0.0012,0,0,-1,336.812,339.85,1041.473,0,0
,,441,20.86130342,106.089122,0.01594463,0.11425083,0.996412,1.010558,1.906639,0.0033,0,0,-1,336.768,339.887,1041.469,0,0
,,442,20.86101403,104.493915,0.01591172,0.11351081,1.000656,1.010457,1.909835,0.0041,0,0,-1,336.762,339.825,1041.456,0,0
,,443,20.86091601,105.074559,0.01590492,0.11336989,1.000589,1.010557,1.86122,0.0031,0,0,-1,336.779,339.873,1041.452,0,0
,,444,20.85893491,107.887924,0.01590955,0.11335009,1.001886,1.010521,1.828254,0.0004,0,0,-1,336.71,339.815,1041.469,0,0
,,445,20.85778313,104.808425,0.01591074,0.11345444,0.994231,1.009676,1.820212,0.0004,0,0,-1,336.746,339.808,1041.474,0,0
,,446,20.8572781,105.787481,0.0159035,0.11342391,1.000738,1.00908,1.816174,-0.0005,0,0,-1,336.666,339.81,1041.506,0,0
,,447,20.85813713,104.652334,0.01589844,0.11339997,1.005597,1.009252,1.82753,-0.0006,0,0,-1,336.698,339.756,1041.523,0,0
,,448,20.85996526,104.286354,0.01591219,0.11342084,1.00311,1.008988,1.814478,0.002,0,0,-1,336.684,339.818,1041.499,0,0
,,449,20.86102134,107.855842,0.01582915,0.11342556,1.002386,1.008613,1.836218,-0.0005,0,0,-1,336.639,339.744,1041.486,0,0
,,450,20.86191309,104.974365,0.01588887,0.1133991,0.99817,1.008292,1.881908,0.0012,0,0,-1,336.674,339.804,1041.486,0,0
,,451,20.86208097,104.794328,0.01581808,0.11331921,0.995883,1.007793,1.824731,0.0009,0,0,-1,336.608,339.758,1041.464,0,0
,,452,20.86103886,106.078467,0.01579565,0.11333964,1.004626,1.007935,1.761469,0.0013,0,0,-1,336.67,339.773,1041.492,0,0
,,453,20.86099079,107.379003,0.01580027,0.11338554,1.001071,1.008007,1.731984,0.0009,0,0,-1,336.603,339.783,1041.46,0,0
,,454,20.86028244,104.594243,0.01580208,0.1134012,1.000588,1.007746,1.75802,0.0001,0,0,-1,336.589,339.698,1041.483,0,0
,,455,20.86056253,102.193732,0.01579232,0.11338232,0.99819,1.007171,1.750401,-0.0004,0,0,-1,336.578,339.74,1041.476,0,0
,,456,20.86094731,101.832633,0.01580087,0.11341815,0.997479,1.006936,1.718295,0.0007,0,0,-1,336.521,339.684,1041.49,0,0
,,457,20.86165984,104.994532,0.01579689,0.11339904,1.004608,1.007347,1.727624,0.003,0,0,-1,336.603,339.711,1041.526,0,0
,,458,20.86183509,99.114563,0.01579326,0.1133718,1.000716,1.007383,1.757503,0.0021,0,0,-1,336.518,339.716,1041.543,0,0
,,459,20.86160361,104.648553,0.01579505,0.1133875,0.996164,1.007028,1.738929,0.0014,0,0,-1,336.566,339.682,1041.601,0,0
,,460,20.86123781,103.977235,0.01574112,0.11348303,0.998072,1.006063,1.693023,0.0018,0,0,-1,336.502,339.69,1041.551,0,0
,,461,20.86220281,107.009951,0.01563557,0.11248197,0.997151,1.006197,1.671783,0.0042,0,0,-1,336.487,339.608,1041.615,0,0
,,462,20.86275585,106.301428,0.01551696,0.111365,1.003375,1.006028,1.674867,0.0015,0,0,-1,336.49,339.658,1041.558,0,0
,,463,20.86385988,105.38432,0.01548586,0.11118589,1.002714,1.005204,1.705638,0.0001,0,0,-1,336.408,339.571,1041.595,0,0
,,464,20.86606582,107.18065,0.01548722,0.11052138,0.99347,1.00504,1.75509,0.0039,0,0,-1,336.468,339.567,1041.587,0,0
,,465,20.86852095,101.95821,0.01541664,0.11033311,0.998117,1.004534,1.74541,0.0017,0,0,-1,336.38,339.571,1041.469,0,0
,,466,20.87051034,106.352049,0.01540385,0.11033746,0.998761,1.003885,1.665616,0.0028,0,0,-1,336.419,339.535,1041.572,0,0
,,467,20.87091809,105.038933,0.01529928,0.11027266,1.002413,1.004339,1.652402,0.0037,0,0,-1,336.415,339.609,1041.671,0,0
,,468,20.87132023,109.059679,0.01528277,0.10966655,1.000304,1.004332,1.663578,0.0014,0,0,-1,336.355,339.504,1041.528,0,0
,,469,20.87161171,101.930212,0.01524853,0.1094669,0.993992,1.004052,1.64779,0.0014,0,0,-1,336.367,339.525,1041.492,0,0
,,470,20.87009325,103.547198,0.01519945,0.10863523,1.000938,1.003707,1.591448,0.0015,0,0,-1,336.285,339.488,1041.618,0,0
,,471,20.86938521,104.949031,0.01510908,0.10838131,0.997163,1.003279,1.632024,0.0028,0,0,-1,336.338,339.466,1041.642,0,0
,,472,20.8692618,101.990046,0.01506956,0.10750753,0.999047,1.003075,1.695553,0.0018,0,0,-1,336.284,339.507,1041.619,0,0
,,473,20.86910413,105.528597,0.01501925,0.10718672,0.99744,1.002327,1.651592,-0.0005,0,0,-1,336.314,339.458,1041.464,0,0
,,474,20.86953057,102.643275,0.01499084,0.10717103,0.992723,1.001755,1.5795,0.0015,0,0,-1,336.329,339.518,1041.442,0,0
,,475,20.86975593,103.288148,0.01494817,0.10661958,0.994436,1.001192,1.592282,0.002,0,0,-1,336.257,339.466,1041.229,0,0
,,476,20.87062584,104.029555,0.01490685,0.10638041,0.999625,1.000786,1.585297,0.0011,0,0,-1,336.318,339.474,1041.415,0,0
,,477,20.87031371,102.308563,0.01496161,0.10637392,0.996085,1.001026,1.577372,0.0007,0,0,-1,336.243,339.471,1041.188,0,0
,,478,20.8697995,100.291582,0.01491639,0.10546453,0.994397,1.000478,1.586578,0.0024,0,0,-1,336.305,339.454,1041.407,0,0
,,479,20.87079229,104.096781,0.01481877,0.10530341,0.987599,0.999698,1.595665,0.002,0,0,-1,336.301,339.517,1041.576,0,0
,,480,20.87103417,106.41992,0.01477433,0.1053238,0.992466,0.998812,1.538046,-0.0001,0,0,-1,336.285,339.469,1041.418,0,0
,,481,20.87150817,105.088418,0.01472636,0.10533163,0.996295,0.998186,1.470006,0.0014,0,0,-1,336.337,339.535,1041.406,0,0
,,482,20.87208831,106.818441,0.01477993,0.10537646,0.994548,0.998077,1.501554,0.0009,0,0,-1,336.282,339.486,1041.408,0,0
,,483,20.87146075,107.749989,0.01477329,0.10525411,0.994387,0.997451,1.544529,0.0034,0,0,-1,336.324,339.475,1041.424,0,0
,,484,20.87181613,105.349639,0.01471294,0.10525272,0.986937,0.996738,1.577562,0.0001,0,0,-1,336.264,339.507,1041.396,0,0
,,485,20.8728841,104.861368,0.01469069,0.10529372,0.989372,0.996133,1.559784,-0.0008,0,0,-1,336.284,339.456,1041.435,0,0
,,486,20.87223878,105.246249,0.01470105,0.10537936,0.995223,0.995466,1.473041,0.0004,0,0,-1,336.284,339.521,1041.424,0,0
,,487,20.87313553,102.087868,0.01464001,0.1053018,0.992601,0.994809,1.413682,0.001,0,0,-1,336.231,339.461,1041.481,0,0
,,488,20.87328162,103.076757,0.01452319,0.10531716,0.988707,0.994157,1.454016,0.0014,0,0,-1,336.286,339.495,1041.488,0,0
,,489,20.8731184,106.003093,0.0144815,0.10534268,0.984,0.993526,1.503992,0.0007,0,0,-1,336.194,339.461,1041.481,0,0
,,490,20.87339301,104.083417,0.01447606,0.10450781,0.986046,0.993215,1.456794,0.0017,0,0,-1,336.244,339.453,1041.521,0,0
,,491,20.87384711,98.725947,0.01447554,0.1042223,0.99284,0.992945,1.418693,-0.0004,0,0,-1,336.194,339.499,1041.509,0,0
,,492,20.87411718,104.765097,0.01441696,0.10415589,0.985548,0.992608,1.460234,0.0006,0,0,-1,336.202,339.41,1041.562,0,0
,,493,20.87359469,106.207594,0.01433008,0.10339021,0.984172,0.991903,1.441718,0.0013,0,0,-1,336.213,339.456,1041.551,0,0
,,494,20.8738749,102.967855,0.01422779,0.1033247,0.984472,0.990899,1.416182,-0.0005,0,0,-1,336.139,339.397,1041.563,0,0
,,495,20.87327626,104.674931,0.01411454,0.10335819,0.981874,0.990158,1.362319,0.0039,0,0,-1,336.198,339.395,1041.566,0,0
,,496,20.87235552,105.23995,0.01408925,0.1032764,0.992451,0.990068,1.357112,0.0018,0,0,-1,336.114,339.39,1041.616,0,0
,,497,20.87290324,105.194977,0.01417326,0.10331489,0.986664,0.989595,1.41972,-0.0002,0,0,-1,336.157,339.358,1041.648,0,0
,,498,20.87366122,105.5392,0.01419901,0.10328235,0.980975,0.988545,1.441109,-0.0005,0,0,-1,336.137,339.403,1041.621,0,0
,,499,20.87375899,100.401775,0.01419676,0.10329055,0.980385,0.987028,1.39593,0.0029,0,0,-1,336.117,339.366,1041.584,0,0
,,500,20.87406759,105.922054,0.01419355,0.10243539,0.981646,0.986035,1.296651,0.0008,0,0,-1,336.167,339.407,1041.608,0,0
,,501,20.87531228,106.153309,0.01419983,0.10218074,0.986543,0.985688,1.293951,0.0015,0,0,-1,336.114,339.376,1041.598,0,0
,,502,20.87557224,105.485594,0.01413676,0.10212748,0.983358,0.984332,1.364653,0.001,0,0,-1,336.156,339.366,1041.627,0,0
,,503,20.8770054,108.48426,0.01404404,0.1016081,0.977446,0.983325,1.384317,0.001,0,0,-1,336.106,339.4,1041.602,0,0
,,504,20.87748266,106.161779,0.01400569,0.10139662,0.977978,0.982741,1.351265,-0.0004,0,0,-1,336.117,339.342,1041.622,0,0
,,505,20.87786227,99.627926,0.01392967,0.10136287,0.978951,0.98164,1.320412,0.0001,0,0,-1,336.111,339.388,1041.592,0,0
,,506,20.87833201,104.620994,0.01375876,0.10139107,0.979778,0.980929,1.337217,0.0008,0,0,-1,336.049,339.315,1041.616,0,0
,,507,20.87923648,104.803687,0.01369798,0.1007381,0.977395,0.980368,1.26757,0.0007,0,0,-1,336.098,339.336,1041.62,0,0
,,508,20.87869605,100.507401,0.01361511,0.10053465,0.972236,0.978905,1.244936,-0.0004,0,0,-1,335.991,339.276,1041.587,0,0
,,509,20.87856195,106.181972,0.01357876,0.10055879,0.975454,0.977768,1.280436,0.0011,0,0,-1,335.978,339.205,1041.589,0,0
,,510,20.87829455,109.421325,0.0135794,0.10054524,0.977086,0.977609,1.293566,0.0021,0,0,-1,335.923,339.23,1041.55,0,0
,,511,20.87901019,107.134933,0.01358033,0.10061027,0.97756,0.977146,1.196646,0,0,0,-1,335.896,339.148,1041.552,0,0
,,512,20.88001925,103.14561,0.01351973,0.10048051,0.974929,0.975717,1.149813,0.0008,0,0,-1,335.958,339.216,1041.54,0,0
,,513,20.88030732,103.680618,0.01343263,0.10056157,0.968597,0.97509,1.226069,0.0001,0,0,-1,335.906,339.167,1041.524,0,0
,,514,20.88036364,102.883012,0.01324588,0.09972132,0.975888,0.974145,1.276723,0.0018,0,0,-1,335.955,339.184,1041.529,0,0
,,515,20.88134425,101.336149,0.01313128,0.09938703,0.975003,0.973561,1.260783,0.001,0,0,-1,335.898,339.192,1041.49,0,0
,,516,20.88086622,108.391381,0.01310874,0.0994004,0.974905,0.972748,1.247458,0.0003,0,0,-1,335.934,339.158,1041.522,0,0
,,517,20.87957149,105.01748,0.01310775,0.09935811,0.975652,0.972391,1.219319,0.0009,0,0,-1,335.942,339.212,1041.467,0,0
,,518,20.87948896,103.480317,0.01304156,0.09861411,0.967117,0.971399,1.189236,0.0026,0,0,-1,335.899,339.147,1041.463,0,0
,,519,20.88011441,106.242212,0.01305615,0.09828914,0.968991,0.970992,1.188,0.0002,0,0,-1,335.936,339.194,1041.447,0,0
,,520,20.88195523,104.098008,0.01310739,0.09829282,0.973404,0.970961,1.204438,0.0005,0,0,-1,335.857,339.161,1041.417,0,0
,,521,20.88218507,104.171116,0.01310675,0.09835253,0.971169,0.971301,1.198298,0.0011,0,0,-1,335.925,339.156,1041.417,0,0
,,522,20.88257587,106.90153,0.01310722,0.09832718,0.971961,0.970837,1.154805,0.0007,0,0,-1,335.869,339.192,1041.372,0,0
,,523,20.88223503,102.854873,0.01315935,0.09831196,0.965707,0.970219,1.160773,0.0002,0,0,-1,335.875,339.115,1041.238,0,0
,,524,20.88229327,106.792385,0.0131855,0.09745375,0.96737,0.969356,1.21778,0.0033,0,0,-1,335.9,339.176,1041.363,0,0
,,525,20.88270404,103.845793,0.01312785,0.09747884,0.971551,0.969259,1.234517,-0.0003,0,0,-1,335.846,339.126,1041.372,0,0
,,526,20.8823938,104.575255,0.01302408,0.09744297,0.969394,0.969343,1.23883,0.0011,0,0,-1,335.9,339.156,1041.558,0,0
,,527,20.88254999,102.505489,0.01299078,0.09736052,0.967228,0.969023,1.198604,0.0009,0,0,-1,335.803,339.121,1041.359,0,0
,,528,20.88183068,106.100171,0.01299112,0.09745239,0.96894,0.968824,1.104091,0.002,0,0,-1,335.832,339.062,1041.2,0,0
,,529,20.88250535,106.898768,0.01299398,0.09744102,0.970319,0.96836,1.130711,0.0006,0,0,-1,335.773,339.079,1041.343,0,0
,,530,20.88228719,98.69714,0.01307167,0.09754102,0.97478,0.968692,1.157996,0.0001,0,0,-1,335.709,338.969,1041.407,0,0
,,531,20.8827573,104.064992,0.01316675,0.09738447,0.972419,0.969278,1.142678,-0.0001,0,0,-1,335.735,339.002,1041.582,0,0
,,532,20.88236231,102.575494,0.01311895,0.09753906,0.968231,0.969842,1.034797,-0.0004,0,0,-1,335.67,338.947,1041.407,0,0
,,533,20.88226782,106.079366,0.01310692,0.09739749,0.969161,0.970269,1.018579,0,0,0,-1,335.727,338.933,1041.451,0,0
,,534,20.88223633,109.31716,0.01310252,0.09747402,0.970229,0.970745,1.086146,-0.0001,0,0,-1,335.669,338.959,1041.432,0,0
,,535,20.88142334,103.810601,0.01310055,0.09653723,0.977355,0.97239,1.114111,0.0002,0,0,-1,335.665,338.902,1041.456,0,0
,,536,20.88209319,105.364602,0.01304092,0.09643276,0.976737,0.974117,1.111178,0.0004,0,0,-1,335.684,338.976,1041.441,0,0
,,537,20.88296288,101.877395,0.01306184,0.09643836,0.974054,0.976607,1.104281,0.0008,0,0,-1,335.639,338.884,1041.467,0,0
,,538,20.88322465,106.017397,0.01310275,0.0963158,0.97851,0.979257,1.103034,0.0011,0,0,-1,335.702,338.924,1041.313,0,0
,,539,20.88338325,103.551583,0.01310141,0.09640457,0.980336,0.981797,1.103956,0.0019,0,0,-1,335.614,338.899,1041.35,0,0
,,540,20.88470939,104.685629,0.01302826,0.09641566,0.988031,0.984082,1.105922,0.002,0,0,-1,335.667,338.877,1041.471,0,0
,,541,20.88570991,104.629817,0.01299176,0.09510445,0.988417,0.986158,1.105025,0.0039,0,0,-1,335.632,338.923,1041.483,0,0
,,542,20.88708974,106.486583,0.01285323,0.09541272,0.989131,0.988679,1.053281,0,0,0,-1,335.64,338.872,1041.512,0,0
,,543,20.8865082,105.331853,0.01279744,0.09500344,0.991273,0.991752,1.017337,0.0027,0,0,-1,335.668,338.933,1041.515,0,0
,,544,20.88584142,106.251886,0.01273798,0.09555989,0.993113,0.994319,1.015032,0.0017,0,0,-1,335.623,338.91,1041.54,0,0
,,545,20.88537709,109.109608,0.01263246,0.09494445,0.997533,0.996649,1.027459,0.001,0,0,-1,335.685,338.932,1041.564,0,0
,,546,20.885257,105.734997,0.01251471,0.09553417,1.000404,0.998701,0.983711,-0.0004,0,0,-1,335.606,338.927,1041.53,0,0
,,547,20.88587113,106.413639,0.0124236,0.09548291,0.998034,1.001065,0.953933,0,0,0,-1,335.624,338.853,1041.573,0,0
,,548,20.88579763,108.83088,0.01240169,0.09550514,1.000927,1.003698,0.990378,0.0026,0,0,-1,335.605,338.895,1041.535,0,0
,,549,20.88681027,106.030224,0.01231461,0.0942068,1.003614,1.006437,1.079704,0.0033,0,0,-1,335.555,338.804,1041.47,0,0
,,550,20.88731565,104.768188,0.01220408,0.09389198,1.010817,1.008499,1.059162,0.0025,0,0,-1,335.586,338.831,1041.465,0,0
,,551,20.88803872,104.549543,0.01218102,0.09382055,1.011371,1.010439,0.952111,0.0014,0,0,-1,335.493,338.781,1041.478,0,0
,,552,20.88798747,109.290685,0.01218149,0.09321428,1.006029,1.012123,0.93169,0.0013,0,0,-1,335.536,338.724,1041.491,0,0
,,553,20.88810843,105.11442,0.01206006,0.09401996,1.008623,1.014087,1.006021,0.0005,0,0,-1,335.445,338.721,1041.518,0,0
,,554,20.88832896,100.741694,0.01198536,0.0940768,1.012105,1.015956,1.001265,0.001,0,0,-1,335.441,338.649,1041.541,0,0
,,555,20.88832159,106.69749,0.01197831,0.09326698,1.015714,1.01752,0.912047,0.0021,0,0,-1,335.453,338.697,1041.508,0,0
,,556,20.88786901,105.329476,0.0119837,0.09415113,1.022337,1.019172,0.916647,0.0015,0,0,-1,335.404,338.638,1041.495,0,0
,,557,20.88804116,103.710187,0.01198367,0.09318043,1.0214,1.020858,0.971141,-0.0006,0,0,-1,335.463,338.678,1041.505,0,0
,,558,20.88785474,105.189345,0.01198366,0.09306054,1.023538,1.022794,0.94332,0.0003,0,0,-1,335.392,338.651,1041.483,0,0
,,559,20.88774554,104.079353,0.01192317,0.09398258,1.026075,1.024773,0.925666,0.0018,0,0,-1,335.416,338.616,1041.521,0,0
,,560,20.88708452,102.021129,0.01196157,0.09306889,1.026605,1.02661,0.909531,0.0016,0,0,-1,335.346,338.608,1041.499,0,0
,,561,20.88618492,105.088359,0.01198257,0.09303493,1.033926,1.028758,0.954404,0.0011,0,0,-1,335.305,338.524,1041.535,0,0
,,562,20.8858918,101.437714,0.01198381,0.09401694,1.034557,1.030438,0.978307,0.0013,0,0,-1,335.352,338.579,1041.522,0,0
,,563,20.88588814,108.854855,0.01198384,0.09407887,1.03399,1.031993,0.907931,0.001,0,0,-1,335.284,338.557,1041.513,0,0
,,564,20.88591369,106.712887,0.01198497,0.09316344,1.033153,1.033776,0.885704,0.0014,0,0,-1,335.357,338.568,1041.512,0,0
,,565,20.88678968,101.785607,0.01198242,0.09299402,1.035274,1.035325,0.912681,0.001,0,0,-1,335.309,338.59,1041.499,0,0
,,566,20.88768218,108.104785,0.01198242,0.0937649,1.041422,1.037094,0.931258,0.001,0,0,-1,335.36,338.566,1041.498,0,0
,,567,20.8882998,104.977973,0.01193586,0.09400864,1.044804,1.038077,0.909832,0.001,0,0,-1,335.364,338.621,1041.504,0,0
,,568,20.88750024,108.981148,0.01190278,0.09406279,1.041081,1.039964,0.832719,0.0018,0,0,-1,335.298,338.557,1041.503,0,0
,,569,20.88716902,103.967565,0.01194615,0.09233501,1.04178,1.041085,0.829959,0.0012,0,0,-1,335.375,338.624,1041.476,0,0
,,570,20.8870617,101.925542,0.01198471,0.09272849,1.043237,1.043082,0.849218,0.0013,0,0,-1,335.32,338.637,1041.457,0,0
,,571,20.88749573,102.988334,0.0119825,0.09247823,1.045258,1.044343,0.792167,0.0018,0,0,-1,335.386,338.616,1041.491,0,0
,,572,20.88731618,105.45134,0.01198523,0.09212285,1.051964,1.046163,0.765209,0.0007,0,0,-1,335.343,338.668,1041.438,0,0
