Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g),Oxygen (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),APT (kPa),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Soot MFM (g/s),Spare TC (K),HFM (kW/m²)
t peak EHC (s),48,10,373.010525919443,17.4286949018352,71.2825519054416,0.214020916666667,21.4020916666667,0.00814691415954232,0.695165222424745,3.88448909185535,21.594033405106,0.731674515396361,20.5611168369529,20.8507427553048,0.0152559571011419,1.52559571011419,0.0531646640741622,5.31646640741622,0.00174361003642989,0.148779898138131,0.254186194853067,2.52741435114204,388.448909185535,2.367461,19.88498633,85.189218,0.00897748,0.50040419,0.926032,1.006586,0,-1,336.289,341.026,1041.94,0,0,0
t peak MLR (s),4,11,362.679833179365,12.7342727000283,63.2043848252573,0.284806083333333,28.4806083333333,0.0069854755530918,0.614934059013087,4.25233427140475,22.2728093637956,0.832689178091955,21.2849922219035,21.6179022919719,0.0180009932915743,1.80009932915743,0.0697931392705202,6.97931392705202,0.00198950593249683,0.175136960855786,0.251527211349616,2.78027105424338,386.575842854977,2.13166,19.92826206,90.960462,0.00986462,0.56446424,0.915633,1.00681,0,-1,337.519,342.798,1041.806,0,0,0
t peak SEA (s),27,12,343.803834782023,13.0864375869415,70.5753074901424,0.262717666666667,26.2717666666667,0.0079675884954948,0.725296569960677,4.60557610538544,21.5070858955996,0.884234992018473,20.627338459945,20.9688377811963,0.0185413801080927,1.85413801080927,0.0880643259703538,8.80643259703538,0.00209322625849657,0.190548222501406,0.242047903247275,3.02705861154183,383.79800878212,1.818964,19.93176348,85.119473,0.01069214,0.63004604,0.910837,1.007439,0,-1,338.736,344.344,1041.684,0,0,0
t peak COY (s),32,13,341.147324516399,19.255366287543,130.128175372363,0.17717,17.717,0.0132274712166671,1.22612117538099,4.94805168503466,22.297101834122,1.05594215215782,21.454105064499,21.8334013692028,0.0230548088307216,2.30548088307216,0.108862420439761,10.8862420439761,0.00234351107545691,0.21723188864225,0.244297824749621,3.27023147554028,380.619360387281,1.62238,19.95872285,91.783155,0.01149626,0.68814476,0.893213,1.007475,0,-1,339.83,345.838,1041.503,0,0,0
t peak CO2Y (s),32,14,318.17349616525,18.0310154860478,111.197250382174,0.176459,17.6459,0.0138060135457215,1.3099583871231,5.27771209537548,21.5872903614787,0.925372055354787,20.82265570667,21.204179974578,0.0196217556051881,1.96217556051881,0.130200702657716,13.0200702657716,0.00243619534426447,0.231153947033355,0.232054186304555,3.50840748106736,376.979435383963,1.445833,19.97745087,86.245891,0.01229757,0.75166938,0.906697,1.007574,0,-1,340.673,346.915,1041.378,0,0,0
,,15,298.996612257075,19.6135375781976,155.031325757943,0.152444,15.2444,0.0175618581308921,1.65543620814988,5.58629714958664,21.7457249522787,1.10138813024248,21.0505331454547,21.4580081035018,0.0236335954238439,2.36335954238439,0.151828378172232,15.1828378172232,0.00267719990090571,0.252361317315201,0.223274901380785,3.73607202491003,372.419809972443,1.272652,20.02108228,87.82965,0.01335855,0.8107164,0.888645,1.007529,0,-1,341.892,348.51,1041.223,0,0,0
Test Results (between 4 and 61 s),,16,288.214969129572,21.8161907893757,231.468901914857,0.132110583333333,13.2110583333333,0.021210356966492,1.93963376016954,5.87990294027996,21.2315252354413,1.45392529394489,20.6128266370325,21.0323678822091,0.0305794916554979,3.05794916554979,0.178934921711903,17.8934921711903,0.00280211263155149,0.256246147509024,0.21720193321136,3.95631044220611,367.493933767498,1.138648,20.0244647,83.969759,0.01427522,0.84125477,0.85374,1.007648,0,-1,342.891,349.87,1041.081,0,0,0
mean HRR (kW/m²),131.284382948367,17,247.342595426946,15.2538747148914,179.067206666434,0.162150666666667,16.2150666666667,0.0182327001854272,1.59157253633831,6.14768172255822,21.5323731784039,1.35647115441387,20.9647769292863,21.4054437093036,0.0290358669391001,2.90358669391001,0.208742601009202,20.8742601009202,0.00295644449020048,0.258074547815615,0.192113206737896,4.16096801218074,361.628336621072,0.994227999999999,20.14286507,86.613643,0.01482568,0.83574547,0.863623,1.008051,0,-1,343.873,351.101,1041.059,0,0,0
mean EHC (MJ/kg),14.4397889994719,18,248.741556041769,10.6084279357688,158.154552070911,0.234475416666667,23.4475416666667,0.0130459853497476,1.09714470776729,6.39572379829258,21.9101383709469,1.69661771908869,21.3871140259197,21.8572245694072,0.0370833544945569,3.70833544945569,0.24180221172603,24.180221172603,0.00305896285070929,0.257253462497365,0.192889369464837,4.3534693002821,355.317988794032,0.803767999999999,20.15358236,89.908648,0.01506472,0.81967964,0.830792,1.008071,0,-1,344.752,352.33,1042.47,0,0,0
mean MLR (g/s),0.0914857419590643,19,204.954733986843,7.91510560742419,147.874285951999,0.25894125,25.894125,0.0118658807312716,0.953193162477505,6.62257194330689,21.8498641780236,1.75171377922352,21.3799364088517,21.8590233755204,0.0382907524472682,3.82907524472682,0.279489265196942,27.9489265196942,0.00307256598890638,0.246821028983378,0.164247140901918,4.53203755546548,348.556418068784,0.539419999999999,20.27003507,89.631221,0.01516892,0.79038931,0.825116,1.007492,0,-1,345.587,353.331,1042.67,0,0,0
mean SEA (m²/kg),158.77934104223,20,204.436789711653,12.0221104520802,232.458995164291,0.170050666666667,17.0050666666667,0.0183036514060415,1.41170403357972,6.82726770515613,21.9691856944744,1.79373259410986,21.5404828668124,22.0377369682395,0.0395298071003511,3.95298071003511,0.318399544970752,31.8399544970752,0.00311254812403162,0.240061212046254,0.162936836469046,4.69562954415096,341.363385257807,0.313888999999999,20.27912899,90.79743,0.01527813,0.76610203,0.820609,1.0068,0,-1,346.291,354.285,1042.67,0,0,0
mean COY (kg/kg),0.0404817897284056,21,184.953095524941,11.7240099219749,278.25316314878,0.157755833333333,15.7755833333333,0.0196889687856591,1.47068881772885,7.02196264777443,21.9071081079254,1.99304761121742,21.5154066049334,22.0245915767956,0.0438960596301717,4.38960596301717,0.360112478336014,36.0112478336014,0.00310604967825564,0.232009740014829,0.149709100934606,4.85195251285279,334.379173703544,0.182490999999999,20.33187965,90.435464,0.01528897,0.7439526,0.802771,1.00755,0,-1,346.868,355.077,1042.484,0,0,0
mean CO2Y (kg/kg),1.21985233965985,22,167.004292635241,9.10097697486076,233.333778079299,0.1835015,18.35015,0.0170534971467757,1.2245309627566,7.19794134185452,22.216580246737,1.9126368059756,21.8640071073656,22.3864238858345,0.0428170982782185,4.28170982782185,0.403469057290209,40.3469057290209,0.00312934230667907,0.224703268462281,0.137564664522142,4.99558939558116,327.179151902478,-0.0110560000000006,20.38997404,93.198974,0.01519316,0.7126005,0.810105,1.007477,0,-1,347.578,355.883,1042.191,0,0,0
Total heat release (MJ/m²),7.48320982805694,23,124.568681045432,9.57560765847367,274.088908578489,0.130089583333333,13.0089583333333,0.0236110305514536,1.61192006597279,7.34372782869486,21.8279816443649,1.61810158580582,21.5094489235867,22.0357684746392,0.0356561119132637,3.56561119132637,0.44270566238595,44.270566238595,0.0030715491265092,0.209694009749039,0.109207329775768,5.11897539273012,319.292514291081,-0.167070000000001,20.4975848,90.083868,0.01517868,0.67919809,0.838028,1.00779,0,-1,348.029,356.545,1041.826,0,0,0
Total oxygen consumed (g),5.65483579201295,24,123.301375958718,10.0436503707245,358.037316283671,0.1227655,12.27655,0.024962577416047,1.6176884368781,7.46766285719693,21.7784790650094,1.99664144379872,21.4886639346879,22.0142831797566,0.0439546301522231,4.39546301522231,0.482511033418693,48.2511033418693,0.00306454329776972,0.198596329797559,0.106760851533592,5.2269594833848,311.152619049872,-0.280581000000001,20.50672327,89.792719,0.01517849,0.64710001,0.803061,1.008327,0,-1,348.483,357.007,1041.478,0,0,0
Mass lost (g),5.182354,25,87.3014287903606,7.36050604747665,344.373724819507,0.118607916666667,11.8607916666667,0.0269010580546448,1.6101200928891,7.57296425957147,22.3832636273806,1.80293134973023,22.1043497555164,22.6550223677087,0.0408454500555816,4.08454500555816,0.524911073522596,52.4911073522596,0.00319067845199047,0.190972989800717,0.0836062002034924,5.32214300925334,302.918570382859,-0.412634000000001,20.61234477,94.930401,0.01536805,0.60847116,0.820682,1.007946,0,-1,348.782,357.471,1041.095,0,0,0
Average specific MLR (g/s·m²),16.5835328,26,70.3512980377079,14.9602445561893,815.489343946958,0.0470255,4.70255,0.0676125976031358,3.79041176571402,7.65179062298551,22.2488976535991,1.70166087356627,21.9879109028684,22.5360967860816,0.0383487941437777,3.83487941437777,0.564508195622275,56.4508195622275,0.00317951620858626,0.178246008488585,0.0713161991889972,5.39960420894958,294.299639345596,-0.502382000000001,20.66030141,93.863475,0.01540519,0.57421672,0.830499,1.008295,0,-1,349.04,357.742,1040.767,0,0,0
Total smoke release (m²/m²),82.2850753167568,27,59.2346571928142,43.9268737911586,2911.69052177782,0.0134848333333334,1.34848333333334,0.241944208733998,12.5582973694121,7.71658360060077,22.7193637021748,1.70507260618273,22.4672675849057,23.0275598012937,0.0392636614044204,3.92636614044204,0.603314423396374,60.3314423396374,0.00326257733074317,0.169346546976961,0.0632160086537962,5.46687031287098,285.799392614843,-0.518183000000001,20.6985803,97.937854,0.01547723,0.53752003,0.830139,1.00825,0,-1,349.264,357.974,1040.388,0,0,0
Total smoke production (m²),0.822850753167568,28,60.5288735283061,5.75978623100057,316.497187780485,0.10508875,10.508875,0.0308224392239928,1.45625315742048,7.77646536596133,22.3951954601902,1.46496918343644,22.1479011258092,22.7037498251986,0.0332602938423665,3.32602938423665,0.639576401019768,63.9576401019768,0.00323909161000037,0.153035823996872,0.061527062274218,5.52924184833499,277.73090592719,-0.560667000000001,20.7017609,95.168143,0.01558373,0.49668989,0.853325,1.008427,0,-1,349.283,358.049,1040.153,0,0,0
MARHE (kW/m²),390.570309202828,29,41.8110092411573,2.78138201444035,156.859916347274,0.150324583333333,15.0324583333333,0.0222494123694489,0.957057223342369,7.82763530734606,22.6944582333564,1.02467477699667,22.4538834352163,23.0120835370988,0.0235799015666054,2.35799015666054,0.667996498724254,66.7996498724254,0.00334463364384892,0.143869228325099,0.0487550891237359,5.58438292403396,269.918458874002,-0.717096000000001,20.75597909,97.772213,0.0158674,0.46417799,0.897125,1.008287,0,-1,349.439,358.126,1039.983,0,0,0
,,30,43.6787906319399,5.20713465134577,203.666185004289,0.0838825833333334,8.38825833333334,0.0409406267353027,1.54481507578991,7.87038020728261,22.726742460401,0.741397929999208,22.4827367090681,23.0430178511864,0.0170840457358044,1.70840457358044,0.688328472375458,68.8328472375458,0.00343420553384292,0.129583079329537,0.0477638443562686,5.63264239077397,262.34600690942,-0.832621000000001,20.76020313,98.037116,0.01625329,0.42221652,0.926175,1.007858,0,-1,349.391,358.098,1039.836,0,0,0
Test Averages,,31,40.5912739293268,7.53109311143253,152.967053091975,0.05389825,5.389825,0.0661859364586051,2.22576112286447,7.91251523956324,23.0310384339133,0.353267059300605,22.7783531828855,23.3383109244243,0.00824465646931457,0.824465646931456,0.700992823478018,70.0992823478018,0.00356730614973001,0.11996462944043,0.0444743809348942,5.67876150341955,255.242427082685,-0.889920000000001,20.7756443,100.656078,0.01664443,0.38977429,0.96804,1.007821,0,-1,349.308,357.895,1039.857,0,0,0
HRR(60) (kW/m²),126.055916154655,32,35.0299403400718,0,1698.15433415292,0.0029004166666666,0.29004166666666,1.25053619889077,36.6716314428042,7.95032584669794,22.7291529595094,0.21394807248643,22.4698047945734,23.0212643475049,0.00492535513334926,0.492535513334926,0.70757782927935,70.757782927935,0.00362707603353268,0.106363011030564,0.0390386765828336,5.72051803217841,248.447682709311,-0.936668000000001,20.79496919,97.991118,0.01712907,0.35494482,0.98291,1.007178,0,-1,349.153,357.722,1039.816,0,0,0
HRR(120) (kW/m²),72.4279242438878,33,35.44023284186,0,0,-0.0276846666666667,-2.76846666666667,0,0,7.98556093328891,22.8650759475358,0.222656528514817,22.5884450222037,23.1356925237734,0.00515131298212958,0.515131298212958,0.712616163337089,71.2616163337089,0.00379999865797757,0.0949089848910714,0.0376192775396719,5.75884700923966,241.986694948149,-0.902693000000001,20.80151216,99.097602,0.01781299,0.320147,0.981728,1.006966,0,-1,348.91,357.363,1039.856,0,0,0
HRR(180) (kW/m²),51.0833224537598,34,37.6328448718603,22.4008362456942,265.674093359373,0.0167997500000001,1.67997500000001,0.235638097821375,5.2175418208544,8.02209747214577,23.1050296164565,0.191083096613695,22.8117575530143,23.3576827516949,0.00446325834991415,0.446325834991415,0.717423449003111,71.7423449003111,0.00395866113387467,0.0876533982048992,0.0379203583788348,5.79661682719892,235.944043298405,-0.900000000000001,20.80187926,101.127539,0.01834459,0.29664383,0.985085,1.006779,0,-1,348.7,357.045,1039.925,0,0,0
HRR(240) (kW/m²),,35,37.8998600816102,13.0073937919874,167.76353424377,0.0291371666666666,2.91371666666666,0.143391903532096,2.70387789061741,8.0598638246225,23.3527924131971,0.207270739279327,23.0357457607988,23.5834255951694,0.00488815405784977,0.488815405784977,0.722099155206993,72.2099155206993,0.00417803379186525,0.0787833407452344,0.0368246557757823,5.83398933427623,230.281823560643,-0.928792000000001,20.80770218,103.21558,0.01912798,0.26899829,0.983219,1.006728,0,-1,348.388,356.671,1040.001,0,0,0
HRR(300) (kW/m²),,36,35.7391172971387,0,0,-0.01518125,-1.518125,0,0,8.09668331331188,23.4724665169078,0.193303468518149,23.1377118515925,23.6781629059695,0.00457707101786167,0.457707101786167,0.726831767744849,72.6831767744849,0.00435842385625664,0.0709916510662762,0.0343935204288356,5.86959842237854,224.907869814219,-0.943863000000001,20.81780471,104.203738,0.01982833,0.24602052,0.984642,1.006581,0,-1,348.146,356.278,1040.175,0,0,0
HRR(360) (kW/m²),,37,34.2868209408788,0,0,-0.04033025,-4.033025,0,0,8.13169628243088,23.1589799346577,0.111708861042359,22.8080408458334,23.3372740012069,0.00260698029850829,0.260698029850829,0.730423793403034,73.0423793403034,0.0044580765285767,0.0637110227921308,0.0324394573246168,5.90301491125526,219.775575200835,-0.903951000000001,20.8236466,101.347157,0.02053317,0.22802556,0.993895,1.006633,0,-1,347.831,355.902,1040.316,0,0,0
EHC(60) (MJ/kg),14.6429309293426,38,36.2658665378314,37.6123901035383,391.881131237758,0.00964199999999993,0.964199999999993,0.489575986708496,6.18667434825782,8.16697262617024,23.7394890346167,0.158154334481786,23.3605966993166,23.8913329803781,0.00377851786739443,0.377851786739443,0.733616542485985,73.3616542485985,0.00472049166384328,0.0596519140659015,0.0331375039967781,5.93580339191596,214.920332267638,-0.883447000000001,20.82408541,106.404369,0.02118944,0.21234573,0.988781,1.00677,0,-1,347.546,355.442,1040.524,0,0,0
EHC(120) (MJ/kg),15.5338643860753,39,36.8170765947009,4.5298318519753,50.9249999931519,0.0812769166666668,8.12769166666668,0.0602586529790073,0.646575175828074,8.20351409773651,23.5416479915442,0.174851302801525,23.149849265666,23.6716965465888,0.00413902698069341,0.413902698069341,0.737575314910029,73.7575314910029,0.00489763751662037,0.0525516366845137,0.0324660225070705,5.96860515516788,210.346515326577,-0.929427000000001,20.82560534,104.565686,0.02214032,0.19388668,0.987084,1.006957,0,-1,347.305,355.134,1040.697,0,0,0
EHC(180) (MJ/kg),15.5110282534861,40,36.5502537580625,3.5559593126551,51.1402210943377,0.102785916666667,10.2785916666667,0.0486988493174662,0.470417904589747,8.24019776291289,23.4217009502107,0.22344645681852,23.0112078678104,23.5246267878248,0.00525649450371751,0.525649450371751,0.742273075652234,74.2273075652234,0.00500555586770765,0.0483523355396698,0.0317078052625535,6.00069206905269,206.004944072822,-1.031967,20.82789622,103.409874,0.02272693,0.18283979,0.981624,1.00695,0,-1,346.993,354.735,1040.906,0,0,0
EHC(240) (MJ/kg),,41,34.5284850300272,5.50245241928529,94.3749471091684,0.0627510833333332,6.27510833333332,0.0814345449495174,0.719127936604707,8.27573713230693,23.3886522447732,0.252343573563058,22.9655601058145,23.4685198715649,0.00592213017062634,0.592213017062634,0.747862387989406,74.7862387989406,0.00511010591633924,0.0451260570772099,0.0300232691765309,6.03155760627224,201.847247129437,-1.116788,20.83424218,103.059113,0.02322038,0.17395373,0.978724,1.007288,0,-1,346.794,354.389,1041.068,0,0,0
EHC(300) (MJ/kg),,42,33.7454389561349,0,0,-0.00702300000000009,-0.702300000000009,0,0,8.30987409430001,23.3361922714914,0.193347297269177,22.8919143412462,23.3912351748132,0.00452263210083783,0.452263210083783,0.753084769125138,75.3084769125138,0.00517241047485955,0.0423623010607125,0.0291494582813395,6.06114397000117,197.854145102381,-1.148904,20.83737021,102.498207,0.02354724,0.16644509,0.985224,1.007181,0,-1,346.459,354.016,1041.308,0,0,0
EHC(360) (MJ/kg),,43,34.8720519691135,0,0,-0.0489401666666666,-4.89401666666666,0,0,8.34418283976264,23.8247315244812,0.144316719769078,23.3545582403828,23.8535391200844,0.00344246452069396,0.344246452069396,0.757067317435904,75.7067317435904,0.00535099562425888,0.0409606414274959,0.0296968119272435,6.09056710510546,194.05076371541,-1.11191,20.83760912,106.758837,0.02385236,0.1601236,0.990705,1.007139,0,-1,346.213,353.61,1041.474,0,0,0
MLR(60) (g/s),0.0865060194444444,44,34.4213874273574,27.6578826963265,319.094903578827,0.0124454166666667,1.24454166666667,0.42982563442238,3.08558079755627,8.37882955946087,23.5775796410231,0.168365933074218,23.0930576839027,23.587129288784,0.00397126903124833,0.397126903124833,0.760774184211876,76.0774184211876,0.00534935911440087,0.0384013386842535,0.029031585336606,6.11993130373739,190.427944533202,-1.077219,20.83898024,104.468371,0.02408863,0.15416603,0.988436,1.007591,0,-1,345.925,353.326,1041.592,0,0,0
MLR(120) (g/s),0.046898053125,45,33.5607043083726,7.49842579001552,88.0209890514497,0.0447570000000001,4.47570000000001,0.120497637646721,0.831097203455936,8.41282060532874,23.7381889493957,0.166062908104987,23.2346388071834,23.7232712104807,0.00393955540697575,0.393955540697575,0.764729596430988,76.4729596430988,0.00539311276815431,0.0371974175350774,0.0283401962641572,6.14861719453777,186.951569007305,-1.13059,20.84237056,105.824852,0.02412049,0.15010313,0.98841,1.0073,0,-1,345.691,352.961,1041.719,0,0,0
MLR(180) (g/s),0.0329718013888889,46,33.3374020693951,50.142742076251,843.830856975122,0.00664849999999993,0.664849999999993,0.793287996811918,5.36151401550757,8.44626965851762,23.3106088701553,0.2410096902899,22.804710577332,23.2779414215701,0.00561020945259904,0.561020945259904,0.769504478860775,76.9504478860775,0.00527417524680398,0.0356460259321017,0.027920376573819,6.17674748095676,183.614557793861,-1.148999,20.84201856,101.995813,0.02402381,0.14761482,0.979788,1.007081,0,-1,345.518,352.688,1041.594,0,0,0
MLR(240) (g/s),,47,33.9795371028033,0,0,-0.00538299999999995,-0.538299999999995,0,0,8.47992812810372,23.5193794052232,0.183016538190717,22.9887061139127,23.4641108569047,0.00429432034075391,0.429432034075391,0.774456743757452,77.4456743757451,0.00525725996813874,0.0348563180099846,0.0281868596807714,6.20480109908405,180.424002725611,-1.149066,20.84195534,103.739595,0.02374177,0.14451181,0.986337,1.007132,0,-1,345.214,352.353,1041.626,0,0,0
MLR(300) (g/s),,48,34.2079049695241,62.487800589764,619.628410638749,0.00547433333333349,0.547433333333349,0.948072433538593,6.23644825972707,8.51402184913988,23.5367547964787,0.144584741019047,22.9956931870356,23.4606531694329,0.00339205246264015,0.339205246264015,0.778299930159148,77.8299930159148,0.00519006452533492,0.0341403965898335,0.0281913737948395,6.23299021582186,177.375455190414,-1.145245,20.84201806,103.847788,0.0234295,0.14243804,0.990839,1.007306,0,-1,345.064,352.041,1041.689,0,0,0
MLR(360) (g/s),,49,33.0933562315405,8.65664822752648,110.319577675867,0.0382288333333333,3.82288333333333,0.131788061254934,0.864199314135811,8.54767247974042,23.2308237692655,0.18225438304012,22.6809429633833,23.1401224926704,0.00421738874837445,0.421738874837445,0.782104650764656,78.2104650764656,0.00503810382903801,0.0330373315468789,0.0272819575507125,6.26072688149463,174.442295504906,-1.165154,20.84413367,101.095047,0.02305338,0.14057029,0.987123,1.007847,0,-1,344.823,351.804,1041.887,0,0,0
SEA(60) (m²/kg),161.409649398428,50,32.2954006564689,10.1073421122979,103.077384989034,0.0319524166666667,3.19524166666667,0.157898691416856,1.01993469671546,8.58036685818442,23.6810514726696,0.139760679551625,23.1065671580523,23.5657952197023,0.00329357155408003,0.329357155408003,0.785860130915883,78.5860130915883,0.00504524477927282,0.0325893784022427,0.0267298252415702,6.28773277289078,171.607337163688,-1.212011,20.84826497,104.98822,0.02265821,0.13754604,0.991512,1.007436,0,-1,344.615,351.464,1042.151,0,0,0
SEA(120) (m²/kg),181.272219738912,51,31.5387633491394,27.0133516191424,349.809432579533,0.01167525,1.167525,0.426694178670037,2.74511787795218,8.61228394018722,23.807988726864,0.172483875674662,23.2188979367095,23.6782282503184,0.0040841125777242,0.40841125777242,0.789548972981785,78.9548972981785,0.00498176120951736,0.0320499375045613,0.0261606016361557,6.31417798632964,168.868312552691,-1.224448,20.85097377,106.064115,0.02226503,0.13557203,0.987171,1.006774,0,-1,344.444,351.258,1042.137,0,0,0
SEA(180) (m²/kg),195.392727902528,52,28.5447237525663,0,0,-0.00132016666666666,-0.132016666666666,0,0,8.64232568373808,23.4424769352434,0.178065058042928,22.847031179829,23.2939332661415,0.00414783557908357,0.414783557908357,0.793664947060189,79.3664947060189,0.00481028517208448,0.0308256587441141,0.0240761542207942,6.33929636425811,166.198570841117,-1.236168,20.85747127,102.763156,0.02184602,0.13351642,0.986207,1.006431,0,-1,344.212,350.945,1041.893,0,0,0
SEA(240) (m²/kg),,53,28.4166152592617,0,0,-0.0349359999999999,-3.49359999999999,0,0,8.67080635324399,23.3981850191107,0.116564743878405,22.7953181090159,23.235877117816,0.00270848406502831,0.270848406502831,0.797093106882245,79.7093106882245,0.00471060947309833,0.0304404138873904,0.0238999648029716,6.36328442377,163.600119872528,-1.218307,20.85797687,102.336837,0.02144569,0.13259668,0.992445,1.005721,0,-1,344.083,350.733,1041.86,0,0,0
