General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)
,,183,20.88138582,105.722521,0.01392169,0.10849076,0.985947,1.00361,-0.685319,-0.0007,0,0,-1,339.121,343.927,1041.462,0,0
,,184,20.88150958,104.899882,0.01361889,0.10731894,0.984092,1.003271,-0.670958,-0.0015,0,0,-1,339.066,343.796,1041.469,0,0
,,185,20.88060878,103.828705,0.01343855,0.10652416,0.987289,1.003294,-0.710318,-0.0029,0,0,-1,338.924,343.7,1041.45,0,0
,,186,20.8831022,107.195045,0.01322149,0.10643489,0.990224,1.003314,-0.733311,0.0001,0,0,-1,338.89,343.546,1041.464,0,0
,,187,20.88231135,103.456477,0.01292603,0.10636084,0.993031,1.003298,-0.671062,0,0,0,-1,338.817,343.501,1041.454,0,0
,,188,20.88223192,106.753983,0.01281459,0.10548693,0.98992,1.00318,-0.620303,0.0002,0,0,-1,338.731,343.336,1041.469,0,0
,,189,20.88371591,108.9115,0.01262367,0.1043158,0.985295,1.002571,-0.617937,-0.0004,0,0,-1,338.72,343.288,1041.474,0,0
,,190,20.88691235,104.837007,0.012431,0.10335217,0.987187,1.00242,-0.614271,-0.0006,0,0,-1,338.561,343.171,1041.503,0,0
,,191,20.88780127,110.390198,0.012135,0.10234809,0.992057,1.002274,-0.641683,0.0038,0,0,-1,338.525,343.042,1041.505,0,0
,,192,20.88827081,104.857678,0.01200056,0.10145346,0.994441,1.002589,-0.713378,0.0003,0,0,-1,338.405,342.96,1041.485,0,0
,,193,20.89009476,105.516458,0.01175378,0.1006171,0.991079,1.002479,-0.779578,0.0008,0,0,-1,338.339,342.797,1041.452,0,0
,,194,20.89025716,107.008047,0.01161397,0.10057384,0.986312,1.002284,-0.701636,0.0005,0,0,-1,338.314,342.79,1041.426,0,0
,,195,20.89118866,105.31784,0.0114307,0.0995575,0.987071,1.001501,-0.64585,0.0014,0,0,-1,338.207,342.655,1041.662,0,0
,,196,20.89126016,103.522812,0.01123319,0.09944816,0.987478,1.001387,-0.683037,-0.0015,0,0,-1,338.198,342.574,1041.713,0,0
,,197,20.89178746,106.805346,0.01120025,0.09846514,0.986742,1.001337,-0.69257,0.0002,0,0,-1,338.099,342.497,1041.577,0,0
,,198,20.89305549,103.414953,0.01103124,0.0981869,0.993861,1.000939,-0.669757,-0.0009,0,0,-1,338.095,342.418,1041.601,0,0
,,199,20.89202457,103.596644,0.01100835,0.09833334,0.986666,1.001258,-0.727728,0.0016,0,0,-1,338.033,342.387,1041.578,0,0
,,200,20.89192534,105.423518,0.01082804,0.09746233,0.981957,1.001255,-0.771406,0.0026,0,0,-1,337.951,342.236,1041.592,0,0
,,201,20.89367706,107.612597,0.01060867,0.09637058,0.982295,1.001021,-0.776786,-0.0007,0,0,-1,337.92,342.194,1041.586,0,0
,,202,20.89381152,104.794285,0.0104081,0.09529548,0.982084,1.000651,-0.733121,0.0013,0,0,-1,337.792,342.085,1041.561,0,0
,,203,20.89390994,106.222504,0.01021094,0.09519684,0.989964,1.00055,-0.73,0.001,0,0,-1,337.824,342.018,1041.565,0,0
,,204,20.89391795,105.515197,0.01001654,0.09439646,0.987424,1.000904,-0.759746,-0.0012,0,0,-1,337.737,341.981,1041.546,0,0
,,205,20.89466172,104.157882,0.00981481,0.09436122,0.98509,1.000882,-0.741763,0.0025,0,0,-1,337.723,341.892,1041.397,0,0
,,206,20.89608571,102.430084,0.00959877,0.09351732,0.982405,1.000483,-0.736245,0.0015,0,0,-1,337.69,341.886,1041.325,0,0
,,207,20.89776915,106.030128,0.00942361,0.09248409,0.984581,1.000043,-0.764709,0.0017,0,0,-1,337.585,341.743,1041.32,0,0
,,208,20.89874609,105.708195,0.00931008,0.0924089,0.991893,0.999476,-0.827386,0.0007,0,0,-1,337.568,341.68,1041.469,0,0
,,209,20.89882509,104.52212,0.00911655,0.09145347,0.991551,0.999495,-0.849754,-0.0017,0,0,-1,337.46,341.606,1041.484,0,0
,,210,20.90022817,101.870251,0.00900291,0.09122593,0.989111,0.999368,-0.822021,-0.0007,0,0,-1,337.435,341.491,1041.5,0,0
,,211,20.90288829,107.183882,0.00891469,0.09075022,0.989181,0.99933,-0.778039,0.0008,0,0,-1,337.324,341.414,1041.466,0,0
,,212,20.90282034,104.718567,0.00880034,0.08972856,0.98362,0.999145,-0.79615,-0.0002,0,0,-1,337.241,341.262,1041.489,0,0
,,213,20.90279407,107.454959,0.00861216,0.08898618,0.987989,0.999093,-0.80078,0.001,0,0,-1,337.207,341.23,1041.498,0,0
,,214,20.90406319,107.479692,0.0085152,0.08876787,0.990148,0.999045,-0.746909,0.0011,0,0,-1,337.1,341.128,1041.511,0,0
,,215,20.90413222,102.059892,0.0083085,0.08737544,0.989217,0.998911,-0.777145,0.0009,0,0,-1,337.149,341.085,1041.521,0,0
,,216,20.90474786,104.824741,0.00810583,0.08706372,0.98715,0.998486,-0.805946,-0.0007,0,0,-1,337.063,341.078,1041.498,0,0
,,217,20.90479675,103.119956,0.00798367,0.08608974,0.983904,0.998122,-0.811723,-0.0001,0,0,-1,337.099,341.033,1041.522,0,0
,,218,20.90590025,102.83955,0.00789658,0.08521048,0.982038,0.997699,-0.858831,-0.0025,0,0,-1,337.109,341.092,1041.508,0,0
,,219,20.90668187,101.537506,0.00780651,0.08481406,0.982879,0.997681,-0.817961,0.001,0,0,-1,337.088,341.004,1041.53,0,0
,,220,20.90683393,108.25423,0.00769043,0.08428679,0.983485,0.997803,-0.773294,0.0003,0,0,-1,337.11,341.021,1041.537,0,0
,,221,20.90684218,103.944884,0.00757942,0.08388752,0.987817,0.99783,-0.787665,-0.0003,0,0,-1,336.991,340.923,1041.544,0,0
,,222,20.90721979,103.965162,0.00748734,0.08348709,0.979002,0.997944,-0.8448,0.0005,0,0,-1,336.998,340.861,1041.553,0,0
,,223,20.90724821,102.416588,0.0073506,0.08299027,0.982901,0.998296,-0.870411,0.0004,0,0,-1,336.905,340.814,1041.51,0,0
,,224,20.90753816,105.997945,0.0072021,0.08236805,0.986312,0.998172,-0.842028,-0.0007,0,0,-1,336.842,340.694,1041.544,0,0
,,225,20.9114657,104.444773,0.00711547,0.08145378,0.988535,0.998169,-0.880183,-0.0002,0,0,-1,336.796,340.661,1041.524,0,0
,,226,20.91351795,107.167962,0.00696889,0.08058846,0.99209,0.998193,-0.886747,-0.0001,0,0,-1,336.71,340.518,1041.529,0,0
,,227,20.91367295,103.255202,0.00675088,0.0803906,0.985731,0.998164,-0.811135,0.0021,0,0,-1,336.689,340.459,1041.54,0,0
,,228,20.9154251,106.056426,0.00655187,0.07943448,0.979561,0.998174,-0.808783,0.001,0,0,-1,336.596,340.415,1041.489,0,0
,,229,20.91556146,105.463222,0.00640927,0.07920176,0.986589,0.998091,-1.002785,-0.0004,0,0,-1,336.629,340.36,1041.485,0,0
,,230,20.91570314,107.892967,0.00638142,0.07832879,0.980975,0.997874,-1.051692,0.0002,0,0,-1,336.595,340.392,1041.445,0,0
,,231,20.91432334,107.812962,0.00625297,0.07747615,0.98688,0.99783,-0.954291,-0.0008,0,0,-1,336.549,340.273,1041.465,0,0
,,232,20.91420781,108.031275,0.00612525,0.07727239,0.98907,0.997664,-0.913568,-0.0016,0,0,-1,336.497,340.226,1041.535,0,0
,,233,20.91444495,106.213335,0.0060128,0.07728515,0.98525,0.997283,-0.926838,-0.0001,0,0,-1,336.367,340.105,1041.536,0,0
,,234,20.91504307,105.110109,0.00592585,0.07661247,0.983675,0.997182,-0.904954,-0.0012,0,0,-1,336.363,340.033,1041.552,0,0
,,235,20.91531885,106.249357,0.00581234,0.07640454,0.980312,0.997027,-0.925774,0.0028,0,0,-1,336.256,339.977,1041.544,0,0
,,236,20.91534099,103.839725,0.00579098,0.07644401,0.985007,0.997029,-0.983828,0.0006,0,0,-1,336.242,339.868,1041.599,0,0
,,237,20.9168952,104.559102,0.00570116,0.07562905,0.988588,0.997352,-0.981443,0.0012,0,0,-1,336.231,339.905,1041.591,0,0
,,238,20.91862334,104.637624,0.00560767,0.0752771,0.989005,0.997453,-0.987481,0.0001,0,0,-1,336.176,339.817,1041.613,0,0
,,239,20.91906387,105.806584,0.00551778,0.07472562,0.986854,0.996916,-0.991722,0.0008,0,0,-1,336.219,339.842,1041.638,0,0
,,240,20.91924028,99.902845,0.00543106,0.07370794,0.982382,0.996641,-0.938484,-0.0012,0,0,-1,336.148,339.817,1041.624,0,0
,,241,20.91987913,104.086199,0.0052656,0.07340175,0.980997,0.996697,-0.891375,0.0004,0,0,-1,336.21,339.792,1041.643,0,0
,,242,20.9199287,104.632855,0.00512804,0.07253031,0.982779,0.995962,-0.944888,-0.0002,0,0,-1,336.172,339.817,1041.597,0,0
,,243,20.91973848,107.812165,0.00509519,0.07231476,0.985276,0.995718,-0.96119,-0.0013,0,0,-1,336.181,339.759,1041.606,0,0
,,244,20.91903821,104.299995,0.00500712,0.0722409,0.986323,0.995844,-0.950932,0.0006,0,0,-1,336.187,339.789,1041.583,0,0
,,245,20.91989821,108.715179,0.00497866,0.07225751,0.982289,0.995859,-0.950927,0.0007,0,0,-1,336.098,339.707,1041.588,0,0
,,246,20.91997097,111.819148,0.0049752,0.07218583,0.977469,0.996318,-0.97991,-0.0003,0,0,-1,336.115,339.683,1041.569,0,0
,,247,20.92062069,107.028931,0.00497707,0.07213932,0.981162,0.99634,-0.95299,0.0011,0,0,-1,336.025,339.646,1041.547,0,0
,,248,20.92102915,101.205357,0.00497868,0.07227258,0.982608,0.996533,-0.944513,0,0,0,-1,336.051,339.593,1041.538,0,0
,,249,20.92192274,105.581479,0.00491275,0.07151118,0.987324,0.99678,-0.971478,-0.0014,0,0,-1,336.045,339.647,1041.51,0,0
,,250,20.92200212,103.163799,0.00480602,0.07143887,0.986043,0.996825,-0.972142,0.0004,0,0,-1,336.006,339.581,1041.467,0,0
,,251,20.92169665,106.466249,0.00469075,0.07143566,0.978907,0.996411,-0.941125,-0.0013,0,0,-1,336.063,339.642,1041.496,0,0
,,252,20.92187032,105.214232,0.00462197,0.07043067,0.982261,0.996351,-0.932519,-0.0018,0,0,-1,336.005,339.599,1041.489,0,0
,,253,20.92367133,106.926702,0.00443467,0.07037651,0.984718,0.996198,-0.970465,-0.0002,0,0,-1,336.072,339.607,1041.491,0,0
,,254,20.9238354,103.384263,0.00432355,0.07027566,0.987589,0.995976,-1.001104,-0.0014,0,0,-1,335.995,339.604,1041.474,0,0
,,255,20.92523432,109.519978,0.00429821,0.07028105,0.990308,0.995835,-1.088762,-0.001,0,0,-1,336.007,339.524,1041.536,0,0
,,256,20.92539753,107.294243,0.00423715,0.07022168,0.98697,0.995442,-1.135211,-0.001,0,0,-1,335.984,339.543,1041.55,0,0
,,257,20.92428788,105.06003,0.00420556,0.07026751,0.981828,0.995075,-1.075825,0.0005,0,0,-1,335.906,339.434,1041.578,0,0
,,258,20.92418516,104.336051,0.00420099,0.07028295,0.985322,0.994837,-0.991725,-0.0009,0,0,-1,335.922,339.436,1041.592,0,0
,,259,20.92541597,103.720201,0.00417755,0.06947605,0.982798,0.994985,-1.009094,-0.0013,0,0,-1,335.848,339.411,1041.59,0,0
,,260,20.92630414,103.830344,0.00411391,0.06914258,0.987861,0.994695,-1.038362,-0.0026,0,0,-1,335.905,339.383,1041.62,0,0
,,261,20.92723859,104.00708,0.00408734,0.06907053,0.985831,0.994757,-1.015364,-0.001,0,0,-1,335.883,339.424,1041.583,0,0
,,262,20.92731776,103.015771,0.00400927,0.06834435,0.983004,0.994923,-1.005499,-0.0015,0,0,-1,335.862,339.37,1041.6,0,0
,,263,20.92774079,107.228727,0.00399421,0.06821634,0.983301,0.995023,-1.094914,0.0008,0,0,-1,335.879,339.416,1041.572,0,0
,,264,20.92739349,104.524051,0.00389839,0.0675743,0.983607,0.994596,-1.052626,-0.0012,0,0,-1,335.828,339.357,1041.568,0,0
,,265,20.92742267,107.260061,0.0038101,0.06752368,0.983964,0.994316,-0.941036,-0.0011,0,0,-1,335.902,339.395,1041.544,0,0
,,266,20.92638252,103.794989,0.00379824,0.06745273,0.986155,0.994168,-0.971253,0.001,0,0,-1,335.84,339.395,1041.529,0,0
,,267,20.92628279,103.30444,0.00379867,0.06745826,0.984438,0.994075,-1.037328,0.0002,0,0,-1,335.868,339.367,1041.53,0,0
,,268,20.92731558,100.845065,0.00369659,0.06635711,0.986561,0.99416,-1.044873,-0.0007,0,0,-1,335.876,339.424,1041.514,0,0
,,269,20.92805367,97.754666,0.00378965,0.06535863,0.980102,0.993833,-1.018067,-0.0001,0,0,-1,335.884,339.407,1041.504,0,0
,,270,20.92847236,102.194682,0.00379943,0.06522612,0.980998,0.993406,-0.987992,0.0012,0,0,-1,335.969,339.463,1041.534,0,0
,,271,20.92831998,108.38173,0.00370077,0.06527126,0.985814,0.993467,-0.978609,0.0007,0,0,-1,335.873,339.431,1041.523,0,0
,,272,20.92773586,108.009593,0.00361507,0.06522828,0.983891,0.993515,-1.038255,0.0014,0,0,-1,335.913,339.401,1041.556,0,0
,,273,20.92768157,102.513605,0.00360685,0.06450422,0.983152,0.993446,-1.074742,0.0002,0,0,-1,335.849,339.411,1041.532,0,0
,,274,20.92931628,103.273921,0.00360185,0.06436729,0.978188,0.993108,-1.115484,0.0025,0,0,-1,335.878,339.346,1041.534,0,0
,,275,20.92983232,103.363938,0.00359501,0.0634204,0.981113,0.993322,-1.090136,-0.0003,0,0,-1,335.863,339.389,1041.511,0,0
,,276,20.92930826,100.089567,0.00360921,0.06334754,0.988271,0.993491,-1.080539,0.0004,0,0,-1,335.82,339.349,1041.513,0,0
,,277,20.92989903,107.946285,0.00351112,0.06322753,0.987265,0.993573,-1.144663,-0.0013,0,0,-1,335.896,339.386,1041.531,0,0
,,278,20.93125052,106.961269,0.00348795,0.06222217,0.987233,0.993485,-1.134464,0.001,0,0,-1,335.824,339.382,1041.526,0,0
,,279,20.931373,103.902492,0.00339305,0.06213404,0.983205,0.993363,-1.095697,-0.0002,0,0,-1,335.848,339.336,1041.568,0,0
,,280,20.93303486,105.4667,0.00330734,0.06212006,0.985208,0.993544,-1.176573,0.0004,0,0,-1,335.818,339.384,1041.548,0,0
,,281,20.93318254,105.909923,0.00319746,0.06226337,0.98781,0.993883,-1.160062,-0.0013,0,0,-1,335.815,339.324,1041.569,0,0
,,282,20.93312159,104.450604,0.0031821,0.06142613,0.989151,0.994276,-1.052372,-0.0001,0,0,-1,335.826,339.361,1041.56,0,0
,,283,20.93311676,104.973675,0.00308301,0.06141079,0.987903,0.994628,-1.020685,-0.0008,0,0,-1,335.733,339.278,1041.62,0,0
,,284,20.93175626,100.999729,0.00307151,0.06126107,0.982262,0.994438,-1.138086,0.0011,0,0,-1,335.778,339.268,1041.644,0,0
,,285,20.93306318,109.26934,0.00299408,0.06058322,0.979432,0.994239,-1.163646,0.0028,0,0,-1,335.734,339.29,1041.62,0,0
,,286,20.93410455,105.759264,0.00298725,0.06050216,0.981943,0.994241,-1.181522,0.0011,0,0,-1,335.793,339.268,1041.576,0,0
,,287,20.9341881,107.572041,0.00291359,0.06046793,0.984269,0.99423,-1.16895,-0.0004,0,0,-1,335.808,339.332,1041.538,0,0
,,288,20.9340693,109.526749,0.00290302,0.06042078,0.98529,0.994216,-1.096489,0.001,0,0,-1,335.779,339.291,1041.532,0,0
,,289,20.93406018,102.942692,0.00280132,0.06047361,0.987484,0.994179,-1.082606,-0.0002,0,0,-1,335.839,339.332,1041.51,0,0
,,290,20.93387267,107.256675,0.00279339,0.06050299,0.981248,0.993644,-1.15889,0.0023,0,0,-1,335.775,339.305,1041.503,0,0
,,291,20.93465397,104.025575,0.00269046,0.05957574,0.986846,0.993741,-1.147283,0.0033,0,0,-1,335.794,339.284,1041.538,0,0
,,292,20.93525138,105.406383,0.00261028,0.05939457,0.98853,0.993909,-1.06882,0.0016,0,0,-1,335.754,339.298,1041.506,0,0
,,293,20.93529879,104.452017,0.00249604,0.05932138,0.986612,0.994024,-1.021679,-0.0006,0,0,-1,335.773,339.237,1041.54,0,0
,,294,20.93581422,105.041013,0.00258461,0.0583723,0.988808,0.994018,-1.0803,0.0008,0,0,-1,335.778,339.286,1041.524,0,0
,,295,20.93585374,104.029618,0.0024983,0.05822241,0.981645,0.993393,-1.164197,0.0018,0,0,-1,335.738,339.236,1041.546,0,0
,,296,20.93675846,101.277878,0.0024817,0.058249,0.98218,0.993443,-1.223124,0.0025,0,0,-1,335.789,339.259,1041.567,0,0
,,297,20.93682446,105.163696,0.00247729,0.05820451,0.985947,0.994099,-1.227,-0.0001,0,0,-1,335.701,339.219,1041.555,0,0
,,298,20.93776872,105.937917,0.00257807,0.05746386,0.987052,0.994307,-1.210318,0.0013,0,0,-1,335.728,339.179,1041.593,0,0
,,299,20.93872759,101.44339,0.00249509,0.05741815,0.988639,0.994679,-1.187018,-0.0007,0,0,-1,335.697,339.224,1041.573,0,0
,,300,20.93880876,107.517524,0.00238477,0.05737697,0.987461,0.995002,-1.189603,-0.0001,0,0,-1,335.674,339.167,1041.615,0,0
,,301,20.94000381,104.37127,0.00237057,0.05734267,0.982643,0.995096,-1.21959,0.0016,0,0,-1,335.737,339.226,1041.591,0,0
,,302,20.94010113,100.939759,0.00237035,0.05643798,0.985898,0.995173,-1.217352,-0.0002,0,0,-1,335.689,339.218,1041.598,0,0
,,303,20.94010032,103.832849,0.00237076,0.05628828,0.984003,0.994994,-1.141215,-0.0021,0,0,-1,335.765,339.242,1041.611,0,0
,,304,20.94016108,104.49901,0.0022973,0.0562685,0.99018,0.994997,-1.129545,-0.002,0,0,-1,335.728,339.251,1041.59,0,0
