General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)
Non-scrubbed?,Yes,11,20.94919738,104.394197,0.00057887,0.04735457,0.996164,0.998649,6.376,-0.0007,0,0,-1,331.767,335.04,1041.518,0,0
Substrate used? {Y/N},No,12,20.94917334,102.491709,0.0005448,0.0472883,0.995584,0.998714,6.376,0.0011,0,0,-1,331.779,335.006,1041.469,0,0
Substrate,none,13,20.94899246,103.628952,0.00049153,0.04731633,0.996758,0.998885,6.376,-0.0006,0,0,-1,331.827,335.071,1041.432,0,0
Additional specimen preparation details,Conditioned in dessicator. 70mm insulation thickness. Al foil pan,14,20.9480748,102.824904,0.0004451,0.04740821,0.998215,0.999472,6.376,-0.0002,0,0,-1,331.767,335.038,1041.418,0,0
,,15,20.94939251,104.596456,0.00038289,0.04731115,0.996001,0.999965,6.376,-0.0009,0,0,-1,331.81,335.034,1041.415,0,0
Specimen,,16,20.94949931,102.172657,0.00037845,0.04729882,0.999174,1.000131,6.376,-0.0008,0,0,-1,331.718,335.026,1041.454,0,0
Sample description,Douglas-Fir-Leaf6-FCD2024Hamins_q50_R3,17,20.95116196,106.264123,0.00043594,0.04726794,0.99137,1.000132,6.376,0.0011,0,0,-1,331.773,334.998,1041.462,0,0
Material name/ID,Douglas-Fir-Leaf6,18,20.95129518,104.913812,0.00048466,0.04733909,0.994698,1.000037,6.376,0.0011,0,0,-1,331.758,335.064,1041.282,0,0
Specimen number,,19,20.95036748,100.472018,0.00048517,0.0472626,0.9979,0.999993,6.376,-0.0015,0,0,-1,331.768,335,1041.311,0,0
E (MJ/kg),13.1,20,20.95087917,104.803698,0.00049201,0.04734947,0.998728,1.000325,6.376,0.0002,0,0,-1,331.808,335.052,1041.304,0,0
Initial mass (g),5.35,21,20.95092803,106.641532,0.00053823,0.04734293,1.001691,1.000966,6.376,0.0002,0,0,-1,331.724,335,1041.432,0,0
Thickness (mm),22,22,20.95065826,103.974963,0.00057415,0.0473776,0.996185,1.001008,6.376,-0.0002,0,0,-1,331.77,334.984,1041.482,0,0
Surface area (cm²),100,23,20.95062597,106.941333,0.00057751,0.04734513,0.994959,1.000908,6.376,-0.0001,0,0,-1,331.731,334.996,1041.465,0,0
Sponsor,,24,20.95095978,104.789821,0.00057218,0.04736178,0.996599,1.000713,6.376,0.0022,0,0,-1,331.773,334.973,1041.513,0,0
Manufacturer,,25,20.95099095,108.013873,0.00057258,0.04733866,0.994825,1.0006,6.376,0.0003,0,0,-1,331.814,335.09,1041.367,0,0
Test start time (s),93,26,20.95024322,104.89229,0.00057392,0.04732022,1.00264,1.000893,6.376,-0.0008,0,0,-1,331.817,335.054,1041.387,0,0
Time to ignition (s),4,27,20.95018227,107.302121,0.00057564,0.04742053,1.002228,1.001006,6.376,0.0007,0,0,-1,331.891,335.118,1041.412,0,0
Time to flameout (s),48,28,20.94913772,103.464183,0.00057972,0.04736156,0.997986,1.001111,6.376,0.0006,0,0,-1,331.806,335.098,1041.404,0,0
End of test criterion,ASTM E 1354,29,20.94908837,103.698545,0.00061747,0.04734117,0.999217,1.001123,6.376,0.0002,0,0,-1,331.827,335.025,1041.46,0,0
User EOT time (s),,30,20.95078017,105.033881,0.00068358,0.04738403,0.996937,1.001128,6.376,0.0001,0,0,-1,331.725,335.011,1041.536,0,0
MLR EOT mass (g/m²),150,31,20.95091198,106.261937,0.0006875,0.04738044,1.001148,1.001618,6.376,0,0,0,-1,331.687,334.918,1041.568,0,0
MLR EOT time period (s),60,32,20.95149192,109.135827,0.00068682,0.04734116,1.001672,1.001997,6.376,0,0,0,-1,331.692,334.932,1041.561,0,0
Truncate graphs at EOT?,No,33,20.95236313,109.729292,0.0006868,0.04729354,1.000469,1.002397,6.376,-0.0011,0,0,-1,331.579,334.821,1041.576,0,0
Smooth data?,No,34,20.95257857,111.780364,0.00069109,0.04737355,1.00117,1.002347,6.376,-0.0016,0,0,-1,331.573,334.771,1041.597,0,0
Correct O2 for pressure?,No,35,20.95259212,107.269001,0.00068647,0.04733189,0.999848,1.002423,6.376,-0.0022,0,0,-1,331.474,334.732,1041.605,0,0
,,36,20.95274473,110.457503,0.00068781,0.04735607,1.001085,1.002536,6.376,-0.001,0,0,-1,331.511,334.673,1041.619,0,0
Specifications: apparatus,,37,20.95275663,103.304518,0.00068745,0.0473429,1.004271,1.002678,6.376,0.0004,0,0,-1,331.501,334.729,1041.626,0,0
C-factor (SI units),0.042904,38,20.95274937,105.323422,0.00068933,0.04731282,1.00487,1.003158,6.376,-0.0012,0,0,-1,331.478,334.648,1041.646,0,0
OD correction factor,1,39,20.95203554,107.979493,0.00068986,0.04730499,1.005632,1.003051,6.376,-0.0014,0,0,-1,331.51,334.691,1041.654,0,0
Duct diameter (m),0.114,40,20.95223173,107.904345,0.00068725,0.04650371,0.998111,1.002839,6.376,0.0002,0,0,-1,331.428,334.642,1041.634,0,0
O2 delay time (s),13,41,20.95225065,105.192357,0.00068683,0.04623775,0.997948,1.002617,6.376,-0.0015,0,0,-1,331.461,334.597,1041.648,0,0
CO2 delay time (s),13,42,20.95127805,103.701108,0.00068572,0.04624506,1.002122,1.0026,6.376,-0.0001,0,0,-1,331.399,334.609,1041.58,0,0
CO delay time (s),13,43,20.95120116,104.067324,0.00068566,0.04624238,1.001481,1.002949,6.376,-0.0007,0,0,-1,331.409,334.548,1041.55,0,0
,,44,20.95159222,103.832595,0.0006868,0.04618182,1.003935,1.003278,6.376,-0.0005,0,0,-1,331.437,334.604,1041.504,0,0
Laboratory,,45,20.95119167,108.024191,0.000687,0.04622201,1.002704,1.003607,6.376,0.0006,0,0,-1,331.382,334.56,1041.484,0,0
Laboratory name,Cone Lab,46,20.95058442,106.589202,0.00068577,0.04552251,0.997983,1.003806,6.376,-0.0007,0,0,-1,331.465,334.604,1041.468,0,0
Operator,Ickchan Kim,47,20.95053228,104.204393,0.00069227,0.04540081,0.998385,1.003502,6.376,-0.003,0,0,-1,331.426,334.646,1041.424,0,0
Filename,C:\CC5\DATA\24110042.CSV,48,20.95074802,104.88863,0.0006028,0.04539454,0.996296,1.003399,6.376,-0.0016,0,0,-1,331.523,334.665,1041.443,0,0
Report name,FCD2024Hamins,49,20.95076483,105.926811,0.00057384,0.04542364,1.003385,1.003638,6.376,0,0,0,-1,331.542,334.76,1041.414,0,0
,,50,20.94951624,105.596326,0.00066256,0.04536436,1.0022,1.004003,6.376,0.0004,0,0,-1,331.544,334.72,1041.46,0,0
,,51,20.94888321,105.39529,0.00059708,0.04536492,0.998926,1.004291,6.376,-0.001,0,0,-1,331.582,334.765,1041.486,0,0
Pre-test conditions,,52,20.94884142,106.081181,0.00057707,0.04539068,1.000956,1.004314,6.376,-0.0013,0,0,-1,331.49,334.7,1041.506,0,0
Ambient temperature (°C),18.6,53,20.94904822,108.111789,0.0005782,0.04616117,0.999971,1.004249,6.376,0.0002,0,0,-1,331.54,334.715,1041.56,0,0
Barometric pressure (Pa),98080,54,20.95023018,105.912694,0.00057181,0.04619599,1.000091,1.004383,6.376,0.0031,0,0,-1,331.518,334.748,1041.554,0,0
Relative humidity (%),32,55,20.94953118,102.962943,0.00057317,0.04618137,1.0053,1.004482,6.376,0.0021,0,0,-1,331.591,334.744,1041.598,0,0
,,56,20.9494596,105.852656,0.00050756,0.04624855,1.006751,1.004793,6.376,0.0001,0,0,-1,331.643,334.846,1041.581,0,0
,,57,20.94943024,106.792574,0.00049581,0.04617733,1.005583,1.005117,6.376,0.0002,0,0,-1,331.624,334.816,1041.601,0,0
Conditioning,,58,20.9494274,107.342066,0.0004933,0.04620184,1.004183,1.005238,6.376,-0.0008,0,0,-1,331.692,334.862,1041.603,0,0
Conditioned? {Y/N},No,59,20.94912717,106.146367,0.0005464,0.04620122,0.998929,1.005241,6.376,0.0006,0,0,-1,331.604,334.833,1041.593,0,0
Conditioning temperature (°C),N/A,60,20.94948238,109.3236,0.00057198,0.04620674,1.00541,1.005293,6.376,0.0011,0,0,-1,331.631,334.781,1041.631,0,0
Conditioning RH (%),N/A,61,20.95038022,105.46724,0.00057862,0.04698242,1.005016,1.005432,6.376,0.0011,0,0,-1,331.569,334.809,1041.61,0,0
,,62,20.95045995,106.208612,0.00057789,0.04723732,1.005999,1.005668,6.376,-0.0012,0,0,-1,331.575,334.739,1041.616,0,0
Data collected,,63,20.95064176,105.054238,0.00057771,0.04733861,1.00469,1.005713,6.376,-0.0009,0,0,-1,331.591,334.776,1041.57,0,0
CO/CO2 data collected?,Yes,64,20.95065639,109.077626,0.00057609,0.04728485,1.001014,1.005678,6.376,-0.0009,0,0,-1,331.508,334.691,1041.575,0,0
Mass data collected?,Yes (2 dp),65,20.95062902,109.1524,0.00057165,0.04734778,1.004166,1.005841,6.376,-0.0009,0,0,-1,331.532,334.668,1041.598,0,0
Smoke data collected?,Yes,66,20.95120699,104.991995,0.00057386,0.04730931,1.003436,1.005749,6.376,-0.0026,0,0,-1,331.409,334.619,1041.676,0,0
Soot mass data collected?,No,67,20.95185103,104.0972,0.00057687,0.04724561,1.006536,1.005681,6.376,0.0005,0,0,-1,331.423,334.553,1041.769,0,0
Soot mass ratio (1:x),N/A,68,20.95190529,104.072248,0.00057555,0.0473247,1.009068,1.005945,6.376,0.0007,0,0,-1,331.389,334.567,1041.86,0,0
Soot mass (g),N/A,69,20.95249555,105.225443,0.00066638,0.04726161,1.00319,1.005743,6.376,0.0008,0,0,-1,331.35,334.502,1042.014,0,0
,,70,20.95247174,106.505528,0.00068439,0.04730439,1.002769,1.005437,6.376,-0.0019,0,0,-1,331.391,334.538,1042.11,0,0
Comments,,71,20.95157356,105.619864,0.00068666,0.04732413,1.004606,1.005017,6.376,0.0002,0,0,-1,331.337,334.519,1042.335,0,0
Pre-test comments,,72,20.95149128,102.282715,0.00068514,0.04732288,1.001742,1.00529,6.376,-0.0005,0,0,-1,331.433,334.545,1042.519,0,0
After-test comments,,73,20.94902796,98.643503,0.00068595,0.04652455,1.01015,1.005333,6.376,0.0003,0,0,-1,331.408,334.617,1042.752,0,0
,,74,20.94883321,105.127975,0.00059602,0.04623139,1.006397,1.005413,6.376,-0.002,0,0,-1,331.433,334.582,1042.999,0,0
,,75,20.95044635,102.915754,0.00057915,0.0462222,1.006468,1.005656,6.376,0.001,0,0,-1,331.467,334.676,1043.227,0,0
,,76,20.95070904,107.056156,0.00057531,0.04623021,1.004513,1.0056,6.376,0.0005,0,0,-1,331.48,334.646,1043.403,0,0
,,77,20.94959945,104.339499,0.00067315,0.04616746,1.000947,1.005612,6.376,0.0004,0,0,-1,331.506,334.639,1043.612,0,0
,,78,20.94951428,108.905974,0.00059202,0.04619089,1.007678,1.005542,6.376,-0.0013,0,0,-1,331.337,334.509,1043.709,0,0
,,79,20.94936775,106.701978,0.00057503,0.04719473,1.007117,1.006393,6.376,-0.0013,0,0,-1,331.267,334.346,1043.839,0,0
,,80,20.95153059,110.023856,0.00066737,0.04726368,1.005261,1.0067,6.376,-0.0018,0,0,-1,331.099,334.239,1043.873,0,0
,,81,20.95406788,105.705197,0.00068706,0.04732817,1.005443,1.006319,6.376,-0.0002,0,0,-1,330.945,333.982,1043.846,0,0
,,82,20.95416668,107.977804,0.00068343,0.04730846,1.004777,1.006781,6.376,-0.0008,0,0,-1,330.838,333.865,1043.884,0,0
,,83,20.95415597,110.023138,0.00068174,0.04734286,1.009632,1.006861,6.376,-0.0002,0,0,-1,330.638,333.653,1043.859,0,0
,,84,20.95197567,106.002228,0.00058811,0.04727197,1.010552,1.007101,6.376,0,0,0,-1,330.59,333.539,1043.791,0,0
Events,,85,20.95158281,107.449502,0.00050221,0.04727833,1.008577,1.007389,6.376,0.0012,0,0,-1,330.455,333.438,1043.731,0,0
Number of events,0,86,20.94943224,110.410168,0.00056117,0.04827973,1.006047,1.007188,6.376,0.0025,0,0,-1,330.427,333.302,1043.464,0,0
,,87,20.94923409,102.671842,0.00066894,0.04840643,1.002054,1.007547,6.376,-0.0014,0,0,-1,330.351,333.27,1043.319,0,0
,,88,20.94837765,105.718173,0.00058845,0.04844954,1.005642,1.007629,6.376,-0.0003,0,0,-1,330.286,333.176,1043.15,0,0
,,89,20.94719497,108.628673,0.0006721,0.04922244,1.011285,1.007626,6.376,0.0001,0,0,-1,330.359,333.21,1042.971,0,0
,,90,20.94640317,107.919162,0.00068262,0.04929518,1.009307,1.007893,6.376,0.0007,0,0,-1,330.27,333.164,1042.788,0,0
,,91,20.9463408,108.735975,0.00068595,0.04929704,1.008361,1.007954,6.376,0.0003,0,0,-1,330.33,333.144,1042.748,0,0
,,92,20.94287153,105.172557,0.00068669,0.05017841,1.006016,1.007377,6.376,-0.0006,0,0,-1,330.299,333.204,1042.295,0,0
,,93,20.94254488,106.668013,0.00068927,0.05036629,1.009242,1.0079,6.376,-0.0008,0,0,-1,330.348,333.189,1042.29,0,0
,,94,20.9424371,108.25041,0.00068406,0.05035341,1.011343,1.007907,6.388203,0.0003,0,0,-1,330.413,333.273,1042.142,0,0
,,95,20.94113002,104.552788,0.00068787,0.0511625,1.007734,1.007927,5.96933,0.0005,0,0,-1,330.402,333.269,1042.038,0,0
,,96,20.94065893,103.617408,0.00059297,0.05121413,1.005997,1.00794,5.254479,0.0001,0,0,-1,330.462,333.317,1041.879,0,0
,,97,20.94062715,102.964843,0.00057452,0.05118633,1.005899,1.007523,4.783376,0.0003,0,0,-1,330.431,333.331,1041.689,0,0
,,98,20.94103869,108.126657,0.00057495,0.05125339,0.999286,1.006954,4.528196,0.0021,0,0,-1,330.518,333.357,1041.567,0,0
,,99,20.94114536,96.095961,0.00057002,0.05222182,0.97799,1.006754,4.385269,0.0021,0,0,-1,330.609,333.657,1041.614,0,0
,,100,20.94054907,86.432909,0.00067132,0.05234793,0.948691,1.006642,4.201803,0.0007,0,0,-1,331.433,334.813,1041.879,0,0
,,101,20.94049333,83.006686,0.00068474,0.05232614,0.953328,1.007059,3.964897,0.0004,0,0,-1,333.11,336.921,1041.928,0,0
,,102,20.92048698,87.970932,0.00068561,0.05236539,0.918182,1.006754,3.618683,-0.001,0,0,-1,334.77,339.053,1042,0,0
,,103,20.89808045,85.189218,0.00068453,0.05142182,0.926032,1.006586,3.393461,-0.0002,0,0,-1,336.289,341.026,1041.94,0,0
,,104,20.85170081,90.960462,0.0006886,0.05122761,0.915633,1.00681,3.15766,0.001,0,0,-1,337.519,342.798,1041.806,0,0
,,105,20.84828678,85.119473,0.00068463,0.05402084,0.910837,1.007439,2.844964,0.0005,0,0,-1,338.736,344.344,1041.684,0,0
,,106,20.44606934,91.783155,0.00113011,0.07121829,0.893213,1.007475,2.64838,-0.0011,0,0,-1,339.83,345.838,1041.503,0,0
,,107,20.41064309,86.245891,0.00169931,0.08935873,0.906697,1.007574,2.471833,0.0001,0,0,-1,340.673,346.915,1041.378,0,0
,,108,19.95505301,87.82965,0.00301566,0.12733075,0.888645,1.007529,2.298652,0.0013,0,0,-1,341.892,348.51,1041.223,0,0
,,109,19.90943061,83.969759,0.00390771,0.1695492,0.85374,1.007648,2.164648,0.0047,0,0,-1,342.891,349.87,1041.081,0,0
,,110,19.8576177,86.613643,0.00452806,0.20899971,0.863623,1.008051,2.020228,0.0003,0,0,-1,343.873,351.101,1041.059,0,0
,,111,19.85229939,89.908648,0.00509226,0.24916553,0.830792,1.008071,1.829768,0.001,0,0,-1,344.752,352.33,1042.47,0,0
,,112,19.85227383,89.631221,0.00579135,0.29610526,0.825116,1.007492,1.56542,0.0014,0,0,-1,345.587,353.331,1042.67,0,0
,,113,19.86578242,90.79743,0.00656698,0.35287395,0.820609,1.0068,1.339889,-0.0024,0,0,-1,346.291,354.285,1042.67,0,0
,,114,19.87499188,90.435464,0.00736989,0.40697293,0.802771,1.00755,1.208491,-0.0015,0,0,-1,346.868,355.077,1042.484,0,0
,,115,19.88168313,93.198974,0.00809505,0.46060701,0.810105,1.007477,1.014944,-0.0017,0,0,-1,347.578,355.883,1042.191,0,0
,,116,19.88498633,90.083868,0.00897748,0.50040419,0.838028,1.00779,0.85893,-0.0025,0,0,-1,348.029,356.545,1041.826,0,0
,,117,19.92826206,89.792719,0.00986462,0.56446424,0.803061,1.008327,0.745419,-0.0024,0,0,-1,348.483,357.007,1041.478,0,0
,,118,19.93176348,94.930401,0.01069214,0.63004604,0.820682,1.007946,0.613366,0.0004,0,0,-1,348.782,357.471,1041.095,0,0
,,119,19.95872285,93.863475,0.01149626,0.68814476,0.830499,1.008295,0.523618,-0.0005,0,0,-1,349.04,357.742,1040.767,0,0
,,120,19.97745087,97.937854,0.01229757,0.75166938,0.830139,1.00825,0.507817,0.0009,0,0,-1,349.264,357.974,1040.388,0,0
,,121,20.02108228,95.168143,0.01335855,0.8107164,0.853325,1.008427,0.465333,-0.0018,0,0,-1,349.283,358.049,1040.153,0,0
,,122,20.0244647,97.772213,0.01427522,0.84125477,0.897125,1.008287,0.308904,0.0001,0,0,-1,349.439,358.126,1039.983,0,0
,,123,20.14286507,98.037116,0.01482568,0.83574547,0.926175,1.007858,0.193379,0.003,0,0,-1,349.391,358.098,1039.836,0,0
,,124,20.15358236,100.656078,0.01506472,0.81967964,0.96804,1.007821,0.13608,0.0021,0,0,-1,349.308,357.895,1039.857,0,0
,,125,20.27003507,97.991118,0.01516892,0.79038931,0.98291,1.007178,0.089332,-0.0017,0,0,-1,349.153,357.722,1039.816,0,0
,,126,20.27912899,99.097602,0.01527813,0.76610203,0.981728,1.006966,0.123307,-0.0011,0,0,-1,348.91,357.363,1039.856,0,0
,,127,20.33187965,101.127539,0.01528897,0.7439526,0.985085,1.006779,0.126,-0.0016,0,0,-1,348.7,357.045,1039.925,0,0
,,128,20.38997404,103.21558,0.01519316,0.7126005,0.983219,1.006728,0.097208,-0.0012,0,0,-1,348.388,356.671,1040.001,0,0
,,129,20.4975848,104.203738,0.01517868,0.67919809,0.984642,1.006581,0.082137,0.0029,0,0,-1,348.146,356.278,1040.175,0,0
,,130,20.50672327,101.347157,0.01517849,0.64710001,0.993895,1.006633,0.122049,-0.0008,0,0,-1,347.831,355.902,1040.316,0,0
,,131,20.61234477,106.404369,0.01536805,0.60847116,0.988781,1.00677,0.142553,-0.0001,0,0,-1,347.546,355.442,1040.524,0,0
,,132,20.66030141,104.565686,0.01540519,0.57421672,0.987084,1.006957,0.096573,0.0021,0,0,-1,347.305,355.134,1040.697,0,0
,,133,20.6985803,103.409874,0.01547723,0.53752003,0.981624,1.00695,-0.005967,-0.001,0,0,-1,346.993,354.735,1040.906,0,0
,,134,20.7017609,103.059113,0.01558373,0.49668989,0.978724,1.007288,-0.090788,-0.001,0,0,-1,346.794,354.389,1041.068,0,0
,,135,20.75597909,102.498207,0.0158674,0.46417799,0.985224,1.007181,-0.122904,-0.0016,0,0,-1,346.459,354.016,1041.308,0,0
,,136,20.76020313,106.758837,0.01625329,0.42221652,0.990705,1.007139,-0.08591,-0.0015,0,0,-1,346.213,353.61,1041.474,0,0
,,137,20.7756443,104.468371,0.01664443,0.38977429,0.988436,1.007591,-0.051219,0.0023,0,0,-1,345.925,353.326,1041.592,0,0
,,138,20.79496919,105.824852,0.01712907,0.35494482,0.98841,1.0073,-0.10459,0.0011,0,0,-1,345.691,352.961,1041.719,0,0
,,139,20.80151216,101.995813,0.01781299,0.320147,0.979788,1.007081,-0.122999,0.0001,0,0,-1,345.518,352.688,1041.594,0,0
,,140,20.80187926,103.739595,0.01834459,0.29664383,0.986337,1.007132,-0.123066,0.0009,0,0,-1,345.214,352.353,1041.626,0,0
,,141,20.80770218,103.847788,0.01912798,0.26899829,0.990839,1.007306,-0.119245,-0.0016,0,0,-1,345.064,352.041,1041.689,0,0
,,142,20.81780471,101.095047,0.01982833,0.24602052,0.987123,1.007847,-0.139154,0,0,0,-1,344.823,351.804,1041.887,0,0
,,143,20.8236466,104.98822,0.02053317,0.22802556,0.991512,1.007436,-0.186011,-0.0011,0,0,-1,344.615,351.464,1042.151,0,0
,,144,20.82408541,106.064115,0.02118944,0.21234573,0.987171,1.006774,-0.198448,0.0024,0,0,-1,344.444,351.258,1042.137,0,0
,,145,20.82560534,102.763156,0.02214032,0.19388668,0.986207,1.006431,-0.210168,-0.0007,0,0,-1,344.212,350.945,1041.893,0,0
,,146,20.82789622,102.336837,0.02272693,0.18283979,0.992445,1.005721,-0.192307,0.0007,0,0,-1,344.083,350.733,1041.86,0,0
,,147,20.83424218,106.306556,0.02322038,0.17395373,0.988141,1.005907,-0.152725,0.0007,0,0,-1,343.843,350.482,1041.59,0,0
,,148,20.83737021,105.267089,0.02354724,0.16644509,0.992683,1.006622,-0.158136,0.0003,0,0,-1,343.714,350.204,1041.716,0,0
,,149,20.83760912,103.96515,0.02385236,0.1601236,0.9918,1.006654,-0.209159,0.0003,0,0,-1,343.533,350.042,1041.636,0,0
,,150,20.83898024,105.936926,0.02408863,0.15416603,0.986569,1.00639,-0.263523,-0.0008,0,0,-1,343.371,349.771,1041.383,0,0
,,151,20.84237056,103.750972,0.02412049,0.15010313,0.990676,1.005603,-0.324474,0.0002,0,0,-1,343.266,349.626,1041.685,0,0
,,152,20.84201856,108.520085,0.02402381,0.14761482,0.987324,1.005693,-0.391215,0.0031,0,0,-1,343.059,349.378,1041.44,0,0
,,153,20.84195534,104.106777,0.02374177,0.14451181,0.990537,1.00521,-0.411892,-0.0008,0,0,-1,342.959,349.146,1041.214,0,0
,,154,20.84201806,106.874995,0.0234295,0.14243804,0.992448,1.004949,-0.398978,-0.0015,0,0,-1,342.73,348.923,1041.316,0,0
,,155,20.84413367,109.646691,0.02305338,0.14057029,0.98515,1.004663,-0.432389,0.0014,0,0,-1,342.6,348.66,1041.305,0,0
,,156,20.84826497,108.318593,0.02265821,0.13754604,0.987295,1.004329,-0.416383,0.0002,0,0,-1,342.415,348.486,1041.262,0,0
,,157,20.85097377,107.28296,0.02226503,0.13557203,0.986693,1.004582,-0.381816,-0.0005,0,0,-1,342.201,348.191,1041.253,0,0
,,158,20.85747127,105.952926,0.02184602,0.13351642,0.991687,1.004899,-0.385479,0.0005,0,0,-1,342.111,348.01,1041.251,0,0
,,159,20.85797687,100.478064,0.02144569,0.13259668,0.995135,1.004951,-0.464254,-0.0029,0,0,-1,341.894,347.785,1041.261,0,0
,,160,20.86005627,105.995157,0.02098365,0.13152558,0.988857,1.005018,-0.479367,-0.0005,0,0,-1,341.818,347.583,1041.29,0,0
,,161,20.85726311,104.758961,0.02048497,0.12959686,0.986963,1.005254,-0.465374,-0.0016,0,0,-1,341.644,347.429,1041.292,0,0
,,162,20.85655608,102.892887,0.02023899,0.12845907,0.987458,1.005268,-0.496997,0.0019,0,0,-1,341.502,347.182,1041.351,0,0
,,163,20.85651681,107.862384,0.02003144,0.12722077,0.989743,1.005634,-0.528129,0.0003,0,0,-1,341.38,347.037,1041.355,0,0
,,164,20.85856969,104.145751,0.01974531,0.1263587,0.991752,1.005359,-0.437959,0.0002,0,0,-1,341.171,346.777,1041.371,0,0
,,165,20.85872491,105.45677,0.01942775,0.12551828,0.987506,1.005458,-0.399255,0.0018,0,0,-1,341.094,346.591,1041.406,0,0
,,166,20.86283126,107.144526,0.01924654,0.12445001,0.986693,1.005863,-0.489757,0.0003,0,0,-1,340.869,346.383,1041.394,0,0
,,167,20.86319617,103.920294,0.01885237,0.12358647,0.985832,1.005728,-0.489561,0.0005,0,0,-1,340.768,346.145,1041.442,0,0
,,168,20.86753007,108.052953,0.01853199,0.12240052,0.98425,1.005198,-0.451849,-0.0002,0,0,-1,340.61,346.005,1041.429,0,0
,,169,20.86786238,106.246858,0.01834563,0.12125664,0.988707,1.005574,-0.419125,0.0009,0,0,-1,340.449,345.769,1041.453,0,0
,,170,20.86939537,102.832567,0.01785512,0.11954532,0.99215,1.005336,-0.447038,0,0,0,-1,340.398,345.668,1041.455,0,0
,,171,20.86938606,104.430307,0.01755037,0.11832704,0.989614,1.005057,-0.474651,-0.0001,0,0,-1,340.225,345.497,1041.471,0,0
,,172,20.86937603,101.713896,0.01733711,0.11739248,0.988525,1.004934,-0.477,-0.0011,0,0,-1,340.202,345.373,1041.481,0,0
,,173,20.8693599,104.715799,0.01704438,0.11654694,0.979782,1.004907,-0.521382,-0.0009,0,0,-1,340.049,345.263,1041.469,0,0
,,174,20.86965642,104.741325,0.0167347,0.11649556,0.988914,1.004729,-0.574025,-0.0008,0,0,-1,339.979,345.063,1041.55,0,0
,,175,20.86968057,103.555299,0.01652419,0.11555069,0.991783,1.00434,-0.558458,0.0002,0,0,-1,339.875,344.984,1041.532,0,0
,,176,20.86941799,106.733039,0.01640431,0.11535095,0.994979,1.004793,-0.581863,-0.0003,0,0,-1,339.734,344.786,1041.551,0,0
,,177,20.87457121,102.375729,0.01608467,0.11438684,0.992588,1.004796,-0.595107,0.0009,0,0,-1,339.699,344.695,1041.535,0,0
,,178,20.87498753,99.644712,0.01567276,0.11346971,0.984933,1.004613,-0.585763,-0.0011,0,0,-1,339.555,344.565,1041.443,0,0
,,179,20.87673232,105.52432,0.01524789,0.1113852,0.977565,1.004095,-0.637345,-0.0027,0,0,-1,339.559,344.43,1041.47,0,0
,,180,20.87759432,105.625861,0.01494927,0.1112205,0.988787,1.003906,-0.640074,-0.0016,0,0,-1,339.428,344.36,1041.436,0,0
,,181,20.87963808,105.359306,0.01447956,0.10970925,0.9889,1.003734,-0.640916,-0.0024,0,0,-1,339.345,344.183,1041.445,0,0
,,182,20.87982042,106.78764,0.0142371,0.10937408,0.990779,1.003847,-0.698012,-0.0002,0,0,-1,339.299,344.111,1041.459,0,0
