Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g),Oxygen (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),APT (kPa),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Soot MFM (g/s),Spare TC (K),HFM (kW/m²)
t peak EHC (s),35,10,5.63166878035295,21.0891013775067,1122.93658037835,0.00267041666666727,0.267041666666727,0.0560185455829069,0.260921419965691,0.0115467297171066,24.847574884512,0.128278039614002,23.1764772172745,23.3766322659438,0.0029987085598527,0.29987085598527,0.0109680639206878,1.09680639206878,0.000149592857767055,0.00069676890856687,0.00366622699917318,0.00896195444409887,1.15467297171066,22.273079,20.9354427,110.493211,0.00129717,0.050532,0.958717,0.97284,0,-1,329.43,332.275,1040.638,0,0,0
t peak MLR (s),33,11,8.37966621267977,5.90425718551037,331.006752021939,0.014192583333335,1.4192583333335,0.0147726116084813,0.066395913975675,0.018552397213623,24.1340810790984,0.206840223214719,22.5204669907123,22.7124146307419,0.0046978409119679,0.46978409119679,0.0148163386565981,1.48163386565981,0.000209661521304361,0.000942329542092706,0.00540324301700802,0.0134966894521895,1.68658156487482,22.280865,20.9285333,104.282713,0.00157294,0.05125617,0.950252,0.972925,0,-1,329.569,332.378,1040.391,0,0,0
t peak SEA (s),183,12,17.1971293180988,2.19094504329732,95.7852256468833,0.0784918333333341,7.84918333333341,0.00399530602227946,0.026570432788806,0.0313407949790123,24.7231177982683,0.323096568916226,23.067460451251,23.2696929976386,0.00751835796727097,0.751835796727097,0.0209244380962175,2.09244380962175,0.000313598894416425,0.00208556198205351,0.0110055026737787,0.0217010622975828,2.61173291491769,22.233214,20.90850577,109.422639,0.00198625,0.05423812,0.937986,0.973179,0,-1,329.531,332.42,1040.143,0,0,0
t peak COY (s),173,13,39.3823215715264,11.8861919158321,312.884562161844,0.033132833333332,3.3132833333332,0.0115522726354549,0.108180931560813,0.0596305204238249,24.6086039874486,0.44750218754951,22.9696733636386,23.1658131269671,0.0103667520506809,1.03667520506809,0.0298669931051934,2.98669931051934,0.000382759523851738,0.00358434077524901,0.0248286996017211,0.0396181634353327,4.58696310952499,22.149222,20.8574749,108.454096,0.00228296,0.05827212,0.924799,0.973202,0,-1,329.661,332.476,1039.986,0,0,0
t peak CO2Y (s),173,14,90.9760272048878,77.7672583706438,892.082538775302,0.0116984999999987,1.16984999999987,0.0419394031285519,0.733529850165424,0.124809694812032,24.0429048693031,0.460909138510333,22.444100449058,22.6422665725205,0.0104360275798617,1.04360275798617,0.0402683829204648,4.02683829204648,0.00049062810749931,0.00858119895215928,0.057282210355884,0.0806736184141352,8.91497820085943,22.161837,20.73314971,103.536458,0.00278472,0.07217511,0.923046,0.972843,0,-1,329.697,332.608,1039.821,0,0,0
,,15,149.379778127068,22.8602570408594,210.031020458004,0.0653447499999989,6.53447499999989,0.00907342274378858,0.219236431237309,0.24498759747801,24.441557493833,0.596257164906569,22.8193576477332,23.0176261717937,0.013724424524073,1.3724424524073,0.0523486089724321,5.23486089724321,0.000592900540837169,0.0143259497900939,0.0941797165383858,0.15640458186127,16.332506498534,22.107443,20.60002604,107.012979,0.00318298,0.08726012,0.908899,0.972828,0,-1,329.742,332.607,1039.753,0,0,0
Test Results (between 18 and 206 s),,16,199.424911447478,24.4421230509378,225.455815676079,0.0815906666666694,8.15906666666694,0.00960903174553666,0.277080084025356,0.419389942265282,24.4447347033589,0.798770018007831,22.8289684003333,23.029269865145,0.018395090304889,1.8395090304889,0.0684083663869131,6.84083663869131,0.000784007306139526,0.0226071487756856,0.126475342543095,0.26673211140201,26.2118713915801,22.039364,20.48048788,107.071966,0.00399105,0.10954988,0.888262,0.972944,0,-1,329.838,332.732,1039.689,0,0,0
mean HRR (kW/m²),144.394975283125,17,232.642316148474,36.5392431420458,279.275151359848,0.0636691666666659,6.36691666666659,0.0152714805444738,0.499545603930453,0.635423556063259,24.5645846990107,0.768261205649499,22.9402704934935,23.1447534081277,0.0177812161577885,1.77812161577885,0.0864965196182519,8.64965196182519,0.000972322440032847,0.0318056523142483,0.148545633441303,0.404242599394209,37.3778562390152,21.953575,20.40145011,108.121515,0.00476757,0.13389646,0.891955,0.973597,0,-1,329.829,332.769,1039.686,0,0,0
mean EHC (MJ/kg),15.2313238229038,18,244.048107537024,46.6992065322055,351.740261088782,0.0522595833333312,5.22595833333312,0.0207331113561803,0.708275620853131,0.873768767906008,24.43952279755,0.798104058160143,22.8310207861904,23.0318331276653,0.0183817994860569,1.83817994860569,0.104578027440175,10.4578027440175,0.00108350376067754,0.0370141888309412,0.156465905420068,0.556748368824895,48.5427093281115,21.909981,20.36931597,107.058761,0.00525892,0.14835799,0.88867,0.973317,0,-1,329.938,332.84,1039.783,0,0,0
mean MLR (g/s),0.0948761433953901,19,252.657171421868,26.5927158223169,52.0751868593934,0.0950099166666668,9.50099166666668,0.012965809136928,0.523073713196065,1.12212140738545,24.0464353946414,0.21823682766809,22.4648259429514,22.6710551870596,0.00494765916391207,0.494765916391207,0.116242756765159,11.6242756765159,0.00123188044561544,0.0496971899012821,0.163787984864267,0.716875313967063,59.0590214413397,21.836409,20.33228207,103.647284,0.0059719,0.18469827,0.949424,0.973341,0,-1,329.953,332.982,1040.012,0,0,0
mean SEA (m²/kg),205.361184450459,20,250.633291096956,26.2732793048836,118.140130592806,0.0953947500000005,9.53947500000005,0.0132928984591212,0.625019116030535,1.37376663864487,23.3540318740179,0.511070570215412,21.8463974906877,22.0516478147391,0.0112699482228682,1.12699482228682,0.124351560458549,12.4351560458549,0.00126807272528325,0.0596235423189542,0.164053153652527,0.88079588322546,68.6883319322433,21.729151,20.31297581,97.891698,0.0062892,0.21670273,0.918228,0.973315,0,-1,330.383,333.487,1040.3,0,0,0
mean COY (kg/kg),0.0211577329790842,21,244.630069244946,28.7331899487242,148.024090023566,0.0851384999999999,8.51384999999999,0.0153599286047555,0.793082845244843,1.62139831881582,22.5045843245051,0.591395483850544,21.0976007732318,21.3098498933689,0.0126025489884714,1.26025489884714,0.136287809064219,13.6287809064219,0.00130772128151597,0.067521883819878,0.161549057045577,1.04359698857451,77.2094437531341,21.647054,20.29904784,91.097871,0.0066833,0.24614183,0.909903,0.973363,0,-1,331.102,334.433,1040.551,0,0,0
mean CO2Y (kg/kg),1.28783082162827,22,254.843322723429,16.5924243885034,100.529273791331,0.153590166666666,15.3590166666666,0.00935311722709943,0.533254482551131,1.8711350148,23.2310609956959,0.699846614613729,21.8356862574486,22.0624170983688,0.0154403079164895,1.54403079164895,0.150309237516699,15.0309237516699,0.00143654683376306,0.0819026448507748,0.170046075818112,1.20939455500636,85.0515915818184,21.539878,20.2862604,97.328505,0.00706881,0.28070583,0.899743,0.974468,0,-1,331.969,335.416,1040.889,0,0,0
Total heat release (MJ/m²),27.1462553532276,23,250.364641179969,12.0782127049788,66.2766405395594,0.207286166666666,20.7286166666666,0.00712695211098076,0.449419455448948,2.1237389967517,22.7745342277574,0.633042296621371,21.4661637054701,21.7019160177962,0.0137382307569899,1.37382307569899,0.164898506853439,16.4898506853439,0.00147731858310211,0.0931584361454331,0.16896412610003,1.37889965596543,92.3364781196393,21.343887,20.27727953,93.801137,0.0073821,0.3178821,0.906933,0.974803,0,-1,332.893,336.549,1041.157,0,0,0
Total oxygen consumed (g),20.2938025174047,24,245.194600962104,13.3314086619148,68.7115589212114,0.183922500000001,18.3922500000001,0.00841820322165448,0.572685220655255,2.37151861782274,22.4911687678081,0.587810130814036,21.2473477288412,21.4994622127135,0.0126376016956866,1.26376016956866,0.178086423079777,17.8086423079777,0.00154829698203476,0.105329697495967,0.167589285146165,1.54717636158853,98.8132757426142,21.146897,20.274352,91.689776,0.00779293,0.35688752,0.911934,0.975137,0,-1,333.651,337.61,1041.445,0,0,0
Mass lost (g),17.82265,25,242.99145990836,24.2241118045213,141.258162587996,0.100309750000001,10.0309750000001,0.0162930786572513,1.20590493965541,2.61561164825797,22.8139175897569,0.647770061028891,21.6090914502497,21.8743838703428,0.0141695709746614,1.41695709746614,0.191490009414951,19.1490009414951,0.00163435464683922,0.1209640230206,0.168549728654687,1.71524586848895,104.624465930319,20.99064,20.28008287,94.588979,0.00808228,0.39762718,0.905967,0.975401,0,-1,334.531,338.638,1041.733,0,0,0
Average specific MLR (g/s·m²),13.9785490196078,26,235.490837247925,20.6890319482643,111.332455849448,0.113824000000001,11.3824000000001,0.0145642532265651,1.16040095252143,2.85485279683611,22.5552784456019,0.584119083436567,21.4119445948379,21.6947294035529,0.0126723054546076,1.26723054546076,0.204910947629586,20.4910947629586,0.00165776155926056,0.1320814780198,0.165554928552592,1.88229819709259,109.802030647543,20.920972,20.28443279,92.66345,0.00827453,0.43406632,0.912344,0.975165,0,-1,335.28,339.708,1041.976,0,0,0
Total smoke release (m²/m²),366.008051404597,27,231.08226492311,10.5910957961111,66.3831155996431,0.218185416666667,21.8185416666667,0.00782778097695263,0.672989941855312,3.08813934792163,22.5649364104011,0.665574496915575,21.4687112084686,21.7613923067381,0.0144838277367397,1.44838277367397,0.218489014225259,21.8489014225259,0.00170790765403182,0.146836590876177,0.165022597837999,2.04758696028789,114.375531404505,20.740204,20.28685245,92.948899,0.00850107,0.47693457,0.904625,0.975935,0,-1,336.025,340.606,1042.214,0,0,0
Total smoke production (m²),3.66008051404597,28,228.428070329938,10.202771709991,52.1552667791673,0.223888249999999,22.3888249999999,0.00778770036580454,0.715015388487,3.31789451554815,22.5422319374571,0.535478410526066,21.4958089277874,21.806577404305,0.0116769514074709,1.16769514074709,0.231569403797365,23.1569403797365,0.00174357460642433,0.160083544051424,0.165353996931249,2.21277525767251,118.496232698148,20.509297,20.28485508,92.972577,0.00867256,0.51603947,0.918196,0.975993,0,-1,336.788,341.657,1042.314,0,0,0
MARHE (kW/m²),198.011905164321,29,223.399789403736,14.8998338320415,95.9902823650566,0.149934416666664,14.9934416666664,0.0113770420988883,1.09888776397254,3.54380844541499,22.0510902068823,0.67286218375657,21.0725445713754,21.3895911220952,0.0143922469920731,1.43922469920731,0.244604002997137,24.4604002997137,0.0017058101704889,0.164761095873357,0.162930260875842,2.37691738657606,122.200291221207,20.315465,20.28001589,89.15613,0.00867361,0.54040872,0.903971,0.97604,0,-1,337.51,342.588,1042.436,0,0,0
,,30,229.396529765879,30.5808693060267,214.4608797499,0.0750130833333345,7.50130833333345,0.0238959402665654,2.3847644476801,3.7702066049998,22.8437324761185,0.723952569779603,21.8803330451857,22.2215826229018,0.0160873718444195,1.60873718444195,0.259843812415383,25.9843812415383,0.00179250815854426,0.178888534244201,0.168752496648046,2.542758765338,125.673553499993,20.209719,20.28015223,95.901446,0.0087885,0.56404645,0.89912,0.976473,0,-1,338.288,343.564,1042.508,0,0,0
Test Averages,,31,225.891884778243,29.9873733592952,227.571823335413,0.0753290000000029,7.53290000000029,0.0240834145022551,2.4060753385383,3.99785081227186,22.578916386094,0.778895881927836,21.6582664908193,22.0090493194086,0.017142757880034,1.7142757880034,0.27645887727761,27.645887727761,0.00181417953104044,0.181247249176758,0.166946134253532,2.71060808078879,128.962929428125,20.142793,20.27955131,93.827674,0.00898291,0.57696575,0.893279,0.976225,0,-1,338.782,344.269,1042.521,0,0,0
HRR(60) (kW/m²),234.593849953648,32,228.741706724256,12.0572552856887,75.7219106259418,0.189712916666665,18.9712916666665,0.00948225302919973,0.970510459902029,4.22516760802311,22.3928664330572,0.656279222133089,21.5316663521448,21.8891959945469,0.0143654245204199,1.43654245204199,0.292212968477837,29.2212968477837,0.0017989058787408,0.18411837000352,0.169138316504587,2.87865030616785,132.036487750722,20.028078,20.26512997,92.510599,0.00898141,0.58979288,0.905933,0.976311,0,-1,339.6,345.239,1042.633,0,0,0
HRR(120) (kW/m²),197.179183010869,33,235.974356022931,7.66956267170079,37.6462275830888,0.307676416666664,30.7676416666664,0.00590656500358285,0.608536857641,4.4575256393967,22.5920000175403,0.523185089789657,21.7616495642478,22.1391179332716,0.0115828564037825,1.15828564037825,0.305187108939938,30.5187108939938,0.0018173107551111,0.187232439768575,0.17408630847988,3.05026261866008,135.076534527173,19.766285,20.25133224,94.330178,0.00899243,0.59409467,0.920032,0.976575,0,-1,340.202,346.103,1042.602,0,0,0
HRR(180) (kW/m²),148.938467186333,34,235.03640656759,12.6502517495057,57.4087609407814,0.185795833333336,18.5795833333336,0.00959205910458713,1.00238410042456,4.69303102069196,22.2907077140056,0.487289591120246,21.5083525683582,21.8890548330935,0.0106663085796268,1.06663085796268,0.316311691431643,31.6311691431643,0.00178216461471938,0.186238789258468,0.173353557031392,3.22398255141572,138.030324137999,19.47421,20.24488035,91.988845,0.00894182,0.59853305,0.923972,0.976752,0,-1,340.787,346.819,1042.601,0,0,0
HRR(240) (kW/m²),121.701327402047,35,238.635456219086,76.6456062092404,497.66855175712,0.0311349166666668,3.11349166666668,0.0571900294383029,6.06690627385331,4.9298669520853,22.4003058868415,0.702678193065241,21.6564713743725,22.051159463177,0.0154948688865787,1.54948688865787,0.329392280164745,32.9392280164745,0.00178060680072578,0.188892621260901,0.175975401576749,3.39864703071979,140.853341488151,19.403966,20.23773027,93.077735,0.00889418,0.60363958,0.901822,0.977035,0,-1,341.455,347.678,1042.603,0,0,0
HRR(300) (kW/m²),104.338300745176,36,243.868454777281,28.1250920933108,163.58582918906,0.0867084999999988,8.67084999999988,0.0206304294856243,2.22211627596731,5.17111890758348,22.6750311115677,0.634144929212444,21.9560367782714,22.3675712235925,0.0141842818702394,1.41842818702394,0.344231855543154,34.4231855543154,0.00178883359505423,0.192676369114709,0.179776808680709,3.57652313584852,143.642191877319,19.359076,20.23117107,95.522571,0.00883211,0.6078976,0.9091,0.977255,0,-1,341.984,348.394,1042.538,0,0,0
HRR(360) (kW/m²),91.8016408981937,37,238.87052733005,14.1486389014182,69.2334720193232,0.168829333333334,16.8829333333334,0.0102676563782974,1.12079355741197,5.41248839863715,22.0996685757875,0.535034898488773,21.438339108456,21.8465018980806,0.0116886409253743,1.16886409253743,0.357168316940961,35.7168316940961,0.0017334815812437,0.189222829102158,0.176162331882212,3.75449270612998,146.283470233436,19.218832,20.22729151,90.903595,0.0087855,0.61217232,0.919235,0.977048,0,-1,342.614,349.137,1042.467,0,0,0
EHC(60) (MJ/kg),14.9805665765803,38,241.687428132414,12.060100454456,69.6496349125005,0.200402500000002,20.0402500000001,0.00864856690388665,0.957734875247849,5.65276737636838,22.2937718467337,0.63198479027547,21.6583844569386,22.085912786712,0.0139579609605525,1.39579609605525,0.369991617883925,36.9991617883925,0.00173319442895616,0.191932463336858,0.178304805232436,3.9317262746873,148.757036220221,19.03364,20.22487488,92.643248,0.00871355,0.61526502,0.910032,0.978016,0,-1,343.117,349.89,1042.38,0,0,0
EHC(120) (MJ/kg),14.5283824951989,39,241.133525184273,11.2479531167653,53.5252527805079,0.214379916666668,21.4379916666668,0.00796761042292045,0.892755763148034,5.89417785302672,22.0764121629287,0.523529858818753,21.4880992575155,21.9180225107661,0.0114747392306476,1.14747392306476,0.382707967979525,38.2707967979525,0.00170809565849816,0.191388906107363,0.177878573470434,4.10981796403874,151.132765462224,18.82643,20.21949484,91.018706,0.00867514,0.61922307,0.921977,0.978678,0,-1,343.771,350.649,1042.42,0,0,0
EHC(180) (MJ/kg),15.0824960656734,40,252.628100342786,16.3803391016207,91.8100950603799,0.154226416666668,15.4226416666668,0.0115002487398891,1.2996761979965,6.14105866579025,22.9204787537596,0.620851383906127,22.3466636046512,22.8066528351807,0.0141595419749885,1.41595419749885,0.395525108582343,39.5525108582343,0.00177364215392846,0.200444402843959,0.18634927016556,4.29193188585674,153.526466644756,18.62469,20.21290112,98.274431,0.00867622,0.62421319,0.912207,0.97911,0,-1,344.341,351.429,1042.415,0,0,0
EHC(240) (MJ/kg),15.7633069730184,41,248.714067719373,31.4086781785228,227.130700689276,0.0791864166666659,7.91864166666659,0.0219313546971722,2.49948027324201,6.39172974982133,22.4434196418866,0.804018777400807,21.9112872897723,22.3697092755917,0.0179856663025728,1.79856663025728,0.411597712721123,41.1597712721123,0.00173666539111471,0.197924886367054,0.183549616453581,4.47688132916631,155.895847556618,18.519791,20.20854973,94.354167,0.00867594,0.62905869,0.893061,0.978786,0,-1,344.809,352.023,1042.454,0,0,0
EHC(300) (MJ/kg),16.2774878051034,42,252.380302745165,18.3744860162817,128.496959406345,0.137353666666665,13.7353666666665,0.0128917767018962,1.47676240208057,6.6422769350536,22.881366070006,0.772333365232744,22.3767499319649,22.8522155386364,0.017649528529979,1.7649528529979,0.429415310137399,42.9415310137399,0.00177073279985333,0.202838730721238,0.186549858588111,4.66193106668715,158.14945083461,18.431245,20.21084972,98.238816,0.00867675,0.63208345,0.8968,0.97934,0,-1,345.394,352.733,1042.65,0,0,0
EHC(360) (MJ/kg),16.6912731895357,43,246.274459712982,9.52713518502176,75.9968856985905,0.258497916666666,25.8497916666666,0.0068182708035733,0.778672003760198,6.89160431628268,22.5603775560444,0.870337294757655,22.0908825053404,22.5717509114792,0.0196450366262404,1.96450366262404,0.448062592715509,44.8062592715509,0.00176250879799286,0.20128509073867,0.182537906456659,4.84647494920954,160.269867820527,18.229107,20.21644637,95.62327,0.00875291,0.63585191,0.887357,0.979915,0,-1,345.833,353.361,1042.706,0,0,0
MLR(60) (g/s),0.156492326388889,44,250.79746655925,9.77205325170497,73.6892086803077,0.256647666666667,25.6647666666667,0.00705920535304188,0.807961652840353,7.14014027941879,23.0975023334778,0.817161002027743,22.648547482616,23.1437420770014,0.0189121634663141,1.89121634663141,0.467341192761786,46.7341192761786,0.00181172858237904,0.20736147295762,0.186244757337858,5.0308662811068,162.275915441336,17.947462,20.21895073,100.371297,0.0087854,0.63951069,0.893158,0.98036,0,-1,346.318,353.89,1042.778,0,0,0
MLR(120) (g/s),0.135716150347222,45,243.491187955895,20.4935624281664,191.244640373198,0.1188135,11.88135,0.0149864915558079,1.70665664626124,7.38728460667636,22.4532658734278,1.00818883292969,22.0432165145323,22.5378860951594,0.022722445078981,2.2722445078981,0.488158497034434,48.8158497034434,0.00178059751446599,0.202773849440559,0.18104154958778,5.21450943456961,164.161880148364,17.751502,20.21898484,94.963923,0.00887475,0.64301649,0.874729,0.98127,0,-1,346.733,354.514,1042.676,0,0,0
MLR(180) (g/s),0.0987674291666666,46,231.64826315727,42.381788987288,372.157577601976,0.0546575000000002,5.46575000000002,0.0322416138633128,3.59721946051425,7.62485433223295,21.6745783459405,0.933502297383357,21.3090046978415,21.7902011112316,0.0203412027977801,2.03412027977801,0.509690320972814,50.9690320972814,0.00176224600973403,0.196615022663059,0.172800524766165,5.39143047174659,165.757702874629,17.690177,20.22718001,88.617192,0.0090818,0.64566853,0.882747,0.981869,0,-1,347.226,355.067,1042.582,0,0,0
MLR(240) (g/s),0.0771512690972222,47,233.610212755752,14.2205640956042,112.536640855563,0.164276333333334,16.4276333333334,0.0111533827107926,1.23374203251598,7.85748357018946,22.3018515550513,0.822803596778937,21.96162771048,22.4684320751325,0.0184871067254022,1.84871067254022,0.529104475734405,52.9104475734405,0.00183223681599241,0.202674617380941,0.174922587848989,5.56529202805416,167.180501493393,17.596589,20.23886408,93.97441,0.00916985,0.64675876,0.894197,0.982132,0,-1,347.795,355.821,1042.328,0,0,0
MLR(300) (g/s),0.0641022784722222,48,229.231962926552,8.85774569577778,76.0538215217791,0.258792666666667,25.8792666666667,0.00719765625709797,0.777521201681613,8.08890465803061,22.0957607016742,0.882661943334396,21.7862706104816,22.2986517436782,0.0196821712818119,1.96821712818119,0.548189114738013,54.8189114738013,0.0018627006565244,0.201216785173056,0.172010079652009,5.73875836180466,168.518847042304,17.364048,20.24417325,92.362571,0.00939165,0.64799504,0.888644,0.982716,0,-1,348.236,356.426,1042.058,0,0,0
MLR(360) (g/s),0.054997982175926,49,232.978257744451,10.5679402913615,70.2257785898148,0.220457583333333,22.0457583333333,0.00859061038328206,0.919491405537839,8.32000976836611,22.2224906903864,0.689112033887924,21.9460835465015,22.4663112444358,0.0154818054356123,1.54818054356123,0.565771103096725,56.5771103096725,0.0018938652044566,0.202708853160641,0.174562184432254,5.9120444938468,169.796117721757,17.113786,20.23779671,93.573726,0.00948695,0.64899598,0.908758,0.983028,0,-1,348.79,357.058,1041.86,0,0,0
SEA(60) (m²/kg),132.245767663181,50,233.853489569171,15.1544086824688,162.850734465193,0.154313833333333,15.4313833333333,0.0125661401031191,1.31623889352549,8.55342564202292,22.2655200517231,1.11450335849035,22.0125338339808,22.5482686122297,0.0251301210964726,2.51301210964726,0.586077066362767,58.6077066362767,0.00193912924951603,0.203113869242343,0.1751812217366,6.08691619693122,171.068512840458,16.933265,20.23665426,94.038792,0.00968013,0.64903296,0.866453,0.983838,0,-1,349.17,357.668,1041.646,0,0,0
SEA(120) (m²/kg),181.076724684486,51,227.212117529494,18.0550616262591,164.805487727394,0.125843999999999,12.5843999999999,0.0159357096096076,1.59587865351064,8.78395844557226,22.0172925736895,0.92881186493227,21.797049796403,22.3293678522059,0.0207397817975661,2.07397817975661,0.609012017809787,60.9012017809787,0.00200541344011145,0.200831753272392,0.170758820441458,6.25988621802025,172.234479324946,16.795816,20.24680596,92.080102,0.01009296,0.64898006,0.885011,0.983861,0,-1,349.65,358.189,1041.51,0,0,0
SEA(180) (m²/kg),202.79411476822,52,217.348950314685,17.5409432137717,163.910773060666,0.123909500000001,12.3909500000001,0.0159680281321896,1.56015883412856,9.00623897949435,21.2610500206533,0.940349318944009,21.0728126202859,21.5984650867494,0.0203101019345607,2.03101019345607,0.62953695967585,62.953695967585,0.00197859038184556,0.193318501057455,0.163542792867679,6.42703702467482,173.196903451814,16.672054,20.2525569,85.962963,0.01029751,0.64707595,0.884411,0.984488,0,-1,350.056,358.788,1041.309,0,0,0
