General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)
,,184,20.088848,88.65044,0.01030599,0.75258199,0.883051,1.009037,12.58329,0,0,0,-1,361.012,372.92,1041.85,0,0
,,185,20.0850936,89.995661,0.01020388,0.74951728,0.865845,1.009539,12.45288,-0.0003,0,0,-1,361.364,373.369,1041.778,0,0
,,186,20.08096044,92.953044,0.0102913,0.74833269,0.864053,1.010159,12.221768,-0.0004,0,0,-1,361.588,373.679,1041.716,0,0
,,187,20.0807599,90.513227,0.01037551,0.74813328,0.869489,1.010224,11.985038,0.0001,0,0,-1,361.878,373.987,1041.697,0,0
,,188,20.09188461,89.713577,0.01048474,0.74986002,0.860073,1.010083,11.766061,0,0,0,-1,362.077,374.282,1041.658,0,0
,,189,20.09287922,91.859371,0.01067009,0.75184961,0.874742,1.009856,11.574539,-0.0004,0,0,-1,362.355,374.518,1041.65,0,0
,,190,20.10080979,86.603731,0.01079576,0.753798,0.875723,1.009955,11.489464,-0.0001,0,0,-1,362.584,374.843,1041.58,0,0
,,191,20.11218122,89.237788,0.01098636,0.75599955,0.883259,1.009686,11.391726,-0.0003,0,0,-1,362.779,375.032,1041.541,0,0
,,192,20.1362765,87.903939,0.01110471,0.75521141,0.87299,1.009664,11.214456,0.0011,0,0,-1,363.075,375.343,1041.489,0,0
,,193,20.13825235,90.748136,0.01126475,0.75334387,0.886012,1.009702,11.022101,-0.0016,0,0,-1,363.235,375.594,1041.459,0,0
,,194,20.15929204,91.630046,0.01138405,0.74959741,0.871977,1.009627,10.884089,-0.0008,0,0,-1,363.517,375.855,1041.46,0,0
,,195,20.1608354,86.659783,0.01139378,0.74636068,0.889432,1.009767,10.742928,0.0006,0,0,-1,363.732,376.182,1041.428,0,0
,,196,20.17123581,92.037239,0.01147372,0.7405281,0.87565,1.010133,10.588035,-0.0002,0,0,-1,363.965,376.425,1041.354,0,0
,,197,20.17740502,87.412444,0.01148039,0.73294133,0.879205,1.010144,10.395445,0.0026,0,0,-1,364.241,376.762,1041.33,0,0
,,198,20.18191495,93.671904,0.01158158,0.72859388,0.858543,1.009952,10.216079,0.0003,0,0,-1,364.381,376.915,1041.374,0,0
,,199,20.1822633,95.42452,0.01159455,0.72446478,0.87296,1.009951,10.052244,0.0005,0,0,-1,364.583,377.115,1041.468,0,0
,,200,20.18438726,94.342712,0.01159193,0.71881722,0.876036,1.010419,9.922283,-0.0014,0,0,-1,364.661,377.298,1041.524,0,0
,,201,20.18694208,95.123781,0.01159314,0.71379703,0.866128,1.010187,9.794715,0.0012,0,0,-1,364.879,377.451,1041.627,0,0
,,202,20.18715814,90.742392,0.01159543,0.70874849,0.862812,1.010241,9.634862,0.0001,0,0,-1,365.05,377.716,1041.654,0,0
,,203,20.18686166,89.72716,0.011693,0.70458121,0.842885,1.010354,9.516342,0.0009,0,0,-1,365.189,377.835,1041.718,0,0
,,204,20.18747765,91.319067,0.0116798,0.70066593,0.870647,1.010135,9.378052,0.0004,0,0,-1,365.368,378.032,1041.827,0,0
,,205,20.19737784,92.240334,0.01157077,0.69380663,0.852956,1.009864,9.160034,0.002,0,0,-1,365.421,378.093,1041.981,0,0
,,206,20.20719289,93.091949,0.01146236,0.68759785,0.862025,1.009891,9.034258,0.0005,0,0,-1,365.583,378.167,1042.122,0,0
,,207,20.21040432,95.465211,0.01140169,0.68144734,0.858231,1.010146,8.921309,0.001,0,0,-1,365.608,378.25,1042.176,0,0
,,208,20.21068468,88.844719,0.01129464,0.6776521,0.862522,1.010462,8.786072,0.0001,0,0,-1,365.687,378.248,1042.195,0,0
,,209,20.21742256,91.596445,0.01112953,0.67441675,0.868219,1.010443,8.630338,-0.0001,0,0,-1,365.767,378.361,1042.144,0,0
,,210,20.2180306,95.182527,0.01100962,0.67048355,0.85942,1.010536,8.46746,0.003,0,0,-1,365.776,378.315,1042.062,0,0
,,211,20.2237981,95.214867,0.01100094,0.66726622,0.866651,1.01057,8.342234,0.0023,0,0,-1,365.871,378.332,1041.977,0,0
,,212,20.23079839,96.188226,0.011006,0.66388424,0.861566,1.010737,8.131893,0.0002,0,0,-1,365.856,378.311,1041.877,0,0
,,213,20.23884809,91.898884,0.01089781,0.65981927,0.851802,1.010199,8.033808,0.0014,0,0,-1,365.942,378.289,1041.833,0,0
,,214,20.24746082,97.795942,0.01099706,0.65539797,0.833403,1.010425,7.938681,-0.0002,0,0,-1,365.932,378.336,1041.7,0,0
,,215,20.25234974,90.092506,0.01090171,0.65143862,0.858463,1.010467,7.806886,0.0012,0,0,-1,365.978,378.303,1041.59,0,0
,,216,20.25485969,87.702481,0.01088845,0.6474265,0.856222,1.010626,7.639682,0.0013,0,0,-1,366.03,378.344,1041.507,0,0
,,217,20.26089634,94.858439,0.01089097,0.64318685,0.853086,1.010922,7.539021,0.0006,0,0,-1,365.956,378.259,1041.416,0,0
,,218,20.26852334,90.054677,0.01088148,0.63828086,0.849821,1.010447,7.417149,-0.0001,0,0,-1,366.007,378.235,1041.36,0,0
,,219,20.28643506,92.572963,0.01079953,0.63454243,0.8416,1.01039,7.290738,0.0019,0,0,-1,365.948,378.203,1041.228,0,0
,,220,20.28772718,93.595622,0.01062796,0.62737393,0.860012,1.010194,7.201532,0.0014,0,0,-1,365.99,378.136,1041.203,0,0
,,221,20.29059172,100.617879,0.01058556,0.62445781,0.856319,1.009542,7.08206,0.0011,0,0,-1,366.016,378.16,1041.068,0,0
,,222,20.29436649,94.191408,0.01057934,0.61987142,0.863512,1.009238,6.939762,-0.0011,0,0,-1,365.949,378.014,1041.2,0,0
,,223,20.31262349,90.51589,0.01051005,0.61583839,0.870475,1.00966,6.757442,-0.002,0,0,-1,365.935,377.979,1041.062,0,0
,,224,20.3141297,95.373466,0.01049798,0.60985539,0.843004,1.009836,6.650238,-0.002,0,0,-1,365.835,377.851,1041.039,0,0
,,225,20.32044183,96.124979,0.01050245,0.603838,0.849457,1.009871,6.570394,-0.0003,0,0,-1,365.859,377.759,1040.927,0,0
,,226,20.32461577,94.777842,0.01050331,0.59983302,0.857442,1.009936,6.401501,-0.0003,0,0,-1,365.771,377.685,1041.15,0,0
,,227,20.33298047,95.253242,0.01040549,0.59432061,0.858672,1.010086,6.333622,-0.0003,0,0,-1,365.724,377.532,1041.201,0,0
,,228,20.36256962,92.310596,0.01031686,0.58763838,0.874611,1.010477,6.280574,0.0002,0,0,-1,365.719,377.504,1041.005,0,0
,,229,20.36526003,95.774544,0.01030794,0.58151788,0.850212,1.010702,6.195171,0.0012,0,0,-1,365.654,377.39,1041.139,0,0
,,230,20.3784004,94.60177,0.01021538,0.57458068,0.854662,1.010508,6.09319,0.0016,0,0,-1,365.663,377.317,1041.219,0,0
,,231,20.38729752,94.799322,0.01018828,0.5665074,0.845645,1.010586,5.9977,-0.0004,0,0,-1,365.506,377.172,1041.251,0,0
,,232,20.40198802,98.980712,0.01019525,0.55791706,0.86321,1.010255,5.883785,-0.0001,0,0,-1,365.451,376.969,1041.323,0,0
,,233,20.40327001,95.183354,0.01012496,0.55117813,0.876884,1.010376,5.747095,-0.0007,0,0,-1,365.319,376.843,1041.397,0,0
,,234,20.40638432,93.900684,0.0101061,0.54516485,0.89234,1.010632,5.658082,0,0,0,-1,365.215,376.594,1041.47,0,0
,,235,20.40876368,96.800397,0.01010636,0.5382299,0.893132,1.010435,5.594366,0.0007,0,0,-1,365.147,376.47,1041.482,0,0
,,236,20.41443471,93.264281,0.01001655,0.53122524,0.89362,1.010132,5.543266,0.001,0,0,-1,364.93,376.208,1041.478,0,0
,,237,20.42727558,94.278921,0.00999846,0.52257222,0.903414,1.009955,5.452054,-0.0026,0,0,-1,364.831,375.988,1041.521,0,0
,,238,20.45350353,99.228515,0.00990471,0.51533825,0.919201,1.010211,5.359827,0.0012,0,0,-1,364.598,375.704,1041.516,0,0
,,239,20.45582185,100.967202,0.00981124,0.50746846,0.920222,1.010101,5.244628,-0.0006,0,0,-1,364.414,375.367,1041.554,0,0
,,240,20.4649331,91.395784,0.00979805,0.4992856,0.913929,1.009839,5.215365,0.0003,0,0,-1,364.193,375.114,1041.52,0,0
,,241,20.47735828,95.99288,0.00970312,0.49158661,0.924895,1.009631,5.270833,-0.0002,0,0,-1,363.958,374.738,1041.529,0,0
,,242,20.48920205,96.380907,0.00959297,0.48343049,0.931518,1.009644,5.207631,-0.0005,0,0,-1,363.75,374.439,1041.524,0,0
,,243,20.50101325,97.959745,0.00943031,0.47526745,0.93055,1.009975,5.088425,0.0002,0,0,-1,363.418,374.063,1041.502,0,0
,,244,20.51607492,95.760366,0.00931,0.46629234,0.93136,1.01022,4.99132,0.0012,0,0,-1,363.183,373.662,1041.519,0,0
,,245,20.53388086,94.037087,0.00919788,0.45788846,0.9248,1.010387,4.926241,-0.0001,0,0,-1,362.893,373.341,1041.505,0,0
,,246,20.54975035,98.846501,0.00896508,0.45056827,0.933846,1.010399,4.867614,0.0014,0,0,-1,362.636,372.891,1041.496,0,0
,,247,20.56545349,98.043714,0.00881897,0.44107215,0.93762,1.009854,4.808277,-0.0003,0,0,-1,362.383,372.578,1041.454,0,0
,,248,20.59286311,96.986437,0.00863847,0.43114498,0.94536,1.010053,4.813179,0.0001,0,0,-1,362.038,372.124,1041.416,0,0
,,249,20.5952135,99.937616,0.00853413,0.42261103,0.945457,1.010231,4.825252,0.0016,0,0,-1,361.783,371.715,1041.407,0,0
,,250,20.60930847,104.247617,0.00842324,0.41279098,0.944,1.010301,4.788251,0.0016,0,0,-1,361.397,371.289,1041.439,0,0
,,251,20.62011839,103.656271,0.00824025,0.40108312,0.944669,1.010505,4.772022,-0.0002,0,0,-1,361.129,370.825,1041.413,0,0
,,252,20.62954079,102.445181,0.00811007,0.38997539,0.94056,1.010373,4.781303,0.0002,0,0,-1,360.793,370.444,1041.369,0,0
,,253,20.64271267,100.47366,0.0080902,0.37641936,0.95259,1.010133,4.769831,-0.0005,0,0,-1,360.46,369.948,1041.29,0,0
,,254,20.65714849,98.882044,0.00809063,0.3649559,0.958929,1.0104,4.708734,0.0008,0,0,-1,360.178,369.529,1041.267,0,0
,,255,20.6710128,99.877137,0.00799952,0.35486334,0.95485,1.010967,4.628521,0.0014,0,0,-1,359.76,369.063,1041.269,0,0
,,256,20.68195571,98.826103,0.00797876,0.34349394,0.946421,1.010886,4.582682,0.0017,0,0,-1,359.5,368.573,1041.298,0,0
,,257,20.69133884,101.036381,0.00807525,0.33245232,0.945422,1.010937,4.489166,0.0013,0,0,-1,359.101,368.154,1041.298,0,0
,,258,20.70957244,104.582826,0.00808878,0.31862402,0.950655,1.010879,4.497837,0.0018,0,0,-1,358.794,367.64,1041.325,0,0
,,259,20.7108609,102.458597,0.00809085,0.30834317,0.962507,1.010491,4.520544,-0.0003,0,0,-1,358.468,367.244,1041.32,0,0
,,260,20.71927505,99.236057,0.00827311,0.2981369,0.956186,1.010629,4.518233,-0.0002,0,0,-1,358.131,366.772,1041.359,0,0
,,261,20.7350711,97.342543,0.00839037,0.29003176,0.954728,1.010701,4.444478,0.0016,0,0,-1,357.908,366.406,1041.371,0,0
,,262,20.74585519,101.524329,0.00864814,0.27847741,0.957719,1.010445,4.410352,0.001,0,0,-1,357.52,365.979,1041.381,0,0
,,263,20.746658,103.427347,0.00887972,0.26724176,0.955815,1.010326,4.41634,-0.0006,0,0,-1,357.236,365.523,1041.41,0,0
,,264,20.75226467,103.188818,0.00908373,0.2579345,0.959966,1.010913,4.343518,0.0001,0,0,-1,356.899,365.106,1041.408,0,0
,,265,20.75768914,101.996207,0.00918114,0.25079201,0.959299,1.010721,4.353939,-0.0003,0,0,-1,356.579,364.628,1041.443,0,0
,,266,20.7605608,101.341539,0.00938785,0.24217661,0.957168,1.01101,4.358691,-0.0015,0,0,-1,356.314,364.29,1041.449,0,0
,,267,20.76265547,99.506638,0.00955632,0.23412341,0.954747,1.010915,4.359913,0.0009,0,0,-1,355.98,363.853,1041.455,0,0
,,268,20.76283536,102.06778,0.00985773,0.22901419,0.95304,1.010396,4.306079,0.0042,0,0,-1,355.741,363.465,1041.474,0,0
,,269,20.76719126,105.741165,0.01026927,0.22102986,0.961206,1.010911,4.252359,0.0009,0,0,-1,355.382,363.038,1041.49,0,0
,,270,20.77348021,99.519868,0.01048137,0.21496779,0.965222,1.010985,4.255599,0.0008,0,0,-1,355.08,362.569,1041.528,0,0
,,271,20.77966435,105.142915,0.01077843,0.20970937,0.961577,1.011644,4.280816,0.0006,0,0,-1,354.793,362.235,1041.505,0,0
,,272,20.78017656,102.309946,0.01108747,0.20592317,0.962922,1.011467,4.234106,0.0016,0,0,-1,354.489,361.81,1041.528,0,0
,,273,20.78168876,103.527356,0.01144361,0.20166589,0.955473,1.011893,4.217013,0.0005,0,0,-1,354.301,361.516,1041.524,0,0
,,274,20.78180672,102.345152,0.01168596,0.1978159,0.964583,1.011812,4.213199,0.0003,0,0,-1,354.007,361.173,1041.532,0,0
,,275,20.78274727,101.32066,0.01188532,0.19351582,0.968016,1.012303,4.160433,-0.0032,0,0,-1,353.827,360.836,1041.564,0,0
,,276,20.78497391,101.66084,0.01215392,0.19062135,0.961383,1.012027,4.139336,-0.0024,0,0,-1,353.528,360.508,1041.521,0,0
,,277,20.78716421,102.225582,0.0124658,0.18761635,0.962745,1.012407,4.161342,-0.0003,0,0,-1,353.271,360.102,1041.647,0,0
,,278,20.78863112,104.873737,0.01258967,0.18641375,0.950689,1.012006,4.198106,-0.0011,0,0,-1,353.034,359.828,1041.596,0,0
,,279,20.78749408,105.184024,0.01277871,0.18443226,0.954219,1.011595,4.157357,-0.0005,0,0,-1,352.753,359.454,1041.61,0,0
,,280,20.78739823,101.69863,0.01308408,0.18137248,0.965286,1.011622,4.111008,0.0006,0,0,-1,352.569,359.145,1041.629,0,0
,,281,20.78878337,98.392592,0.01318882,0.18014657,0.959771,1.01198,4.048858,0.0004,0,0,-1,352.256,358.807,1041.641,0,0
,,282,20.79054565,99.244416,0.01339382,0.17882428,0.958319,1.011472,4.043141,0.0005,0,0,-1,352.064,358.462,1041.7,0,0
,,283,20.79719967,98.723421,0.01349335,0.17676137,0.955651,1.011215,4.049432,0.0016,0,0,-1,351.832,358.225,1041.695,0,0
,,284,20.79777584,103.192924,0.0135731,0.17510484,0.959876,1.01113,3.989988,0.0033,0,0,-1,351.614,357.887,1041.707,0,0
,,285,20.79774668,101.774609,0.01360196,0.17399618,0.968255,1.011206,4.003859,-0.0002,0,0,-1,351.455,357.683,1041.703,0,0
,,286,20.79896075,108.213602,0.01369436,0.17337225,0.965808,1.011268,4.026406,-0.0002,0,0,-1,351.215,357.369,1041.805,0,0
,,287,20.8014609,102.493919,0.01370193,0.17251874,0.967474,1.011291,3.993045,0.002,0,0,-1,351.082,357.115,1041.819,0,0
,,288,20.80167077,103.228808,0.01378967,0.17157721,0.962018,1.011518,3.956412,-0.0004,0,0,-1,350.817,356.868,1041.694,0,0
,,289,20.80133757,101.715887,0.01381221,0.17030356,0.962026,1.011596,3.919919,0.0001,0,0,-1,350.661,356.546,1041.62,0,0
,,290,20.80130903,101.958247,0.01396933,0.16942753,0.972295,1.01129,3.925398,0,0,0,-1,350.471,356.357,1041.591,0,0
,,291,20.80201831,104.252679,0.0140673,0.16827543,0.969735,1.011406,3.897811,-0.0009,0,0,-1,350.25,356.053,1041.609,0,0
,,292,20.80381478,106.066616,0.0141755,0.16726145,0.967609,1.011434,3.892335,0.0016,0,0,-1,350.121,355.853,1041.592,0,0
,,293,20.80397497,101.957169,0.01430489,0.16642199,0.960991,1.011404,3.878221,0.0001,0,0,-1,349.885,355.598,1041.59,0,0
,,294,20.80473654,99.818621,0.01438391,0.16529653,0.96336,1.010973,3.834973,-0.0007,0,0,-1,349.778,355.353,1041.584,0,0
,,295,20.80713889,103.527971,0.0144788,0.16339148,0.96911,1.011266,3.83294,-0.0004,0,0,-1,349.57,355.17,1041.528,0,0
,,296,20.806355,104.008139,0.01458647,0.16311196,0.976074,1.011423,3.821995,-0.0008,0,0,-1,349.416,354.895,1041.436,0,0
,,297,20.80627049,102.109755,0.01469097,0.1621951,0.971219,1.011246,3.801373,-0.0009,0,0,-1,349.285,354.737,1041.467,0,0
,,298,20.8071142,105.267399,0.01478549,0.16128038,0.972732,1.010933,3.764396,0.0005,0,0,-1,349.075,354.455,1041.45,0,0
,,299,20.80808864,105.146385,0.01490189,0.16090206,0.967739,1.010701,3.764825,0.0018,0,0,-1,348.964,354.253,1041.324,0,0
,,300,20.80836549,102.393999,0.01501309,0.15993285,0.972987,1.010152,3.763164,0.0017,0,0,-1,348.737,354.032,1041.355,0,0
,,301,20.80838512,102.596615,0.01511738,0.15904794,0.974872,1.009958,3.73259,0.0001,0,0,-1,348.614,353.773,1041.273,0,0
,,302,20.80966742,103.367585,0.01530145,0.15846988,0.97165,1.010072,3.732814,-0.0033,0,0,-1,348.439,353.608,1041.328,0,0
,,303,20.81018342,102.734559,0.0154391,0.15849832,0.969437,1.010404,3.746918,-0.0031,0,0,-1,348.243,353.33,1041.344,0,0
,,304,20.81217216,102.912943,0.01558789,0.15751524,0.966475,1.010268,3.735163,-0.0012,0,0,-1,348.139,353.195,1041.29,0,0
,,305,20.81234933,98.919055,0.01559468,0.15737226,0.971017,1.010904,3.704059,-0.0013,0,0,-1,347.926,352.961,1041.289,0,0
,,306,20.81374191,103.292422,0.01570179,0.15624167,0.979269,1.011017,3.695434,-0.0011,0,0,-1,347.863,352.779,1041.31,0,0
,,307,20.81451901,100.921592,0.01571531,0.15549599,0.973956,1.01135,3.683676,0.0003,0,0,-1,347.665,352.621,1041.359,0,0
,,308,20.8146718,105.326217,0.01579044,0.15437929,0.974319,1.011524,3.657789,0.0013,0,0,-1,347.544,352.375,1041.389,0,0
,,309,20.8159893,98.748349,0.01579629,0.15421198,0.968569,1.011229,3.636601,-0.0002,0,0,-1,347.414,352.267,1041.384,0,0
,,310,20.81658153,102.561617,0.01590028,0.15342357,0.966589,1.01126,3.675816,0.0008,0,0,-1,347.218,352.012,1041.407,0,0
,,311,20.8166193,106.732309,0.01601176,0.15330893,0.978504,1.01122,3.679934,-0.0014,0,0,-1,347.134,351.848,1041.446,0,0
,,312,20.8166193,104.325148,0.01607512,0.15238673,0.979038,1.011138,3.645338,0.0015,0,0,-1,346.911,351.638,1041.475,0,0
,,313,20.81581904,102.350257,0.01607586,0.15205965,0.976275,1.010532,3.597753,0.0015,0,0,-1,346.809,351.425,1041.535,0,0
,,314,20.81871276,103.125007,0.01618217,0.15103973,0.972743,1.010778,3.606029,0.0017,0,0,-1,346.654,351.306,1041.537,0,0
,,315,20.81897174,103.18021,0.01629568,0.15037588,0.976603,1.010417,3.590157,0.0017,0,0,-1,346.541,351.073,1041.588,0,0
,,316,20.82070639,104.362271,0.0163819,0.15010198,0.981241,1.010466,3.526095,0.001,0,0,-1,346.467,350.994,1041.597,0,0
,,317,20.82213931,105.152189,0.01639983,0.14915923,0.978521,1.010103,3.547077,-0.0001,0,0,-1,346.299,350.812,1041.603,0,0
,,318,20.82682484,102.882333,0.01656531,0.14763383,0.976195,1.010296,3.601229,-0.0001,0,0,-1,346.251,350.679,1041.66,0,0
,,319,20.82715582,105.058185,0.01666199,0.146655,0.97241,1.009816,3.552489,-0.0003,0,0,-1,346.062,350.522,1041.649,0,0
,,320,20.82721848,104.44189,0.01678121,0.14549301,0.971479,1.009661,3.468202,0.0011,0,0,-1,345.976,350.318,1041.7,0,0
,,321,20.82722329,105.174532,0.01687283,0.14433955,0.981124,1.009391,3.443347,0,0,0,-1,345.851,350.23,1041.691,0,0
,,322,20.82705692,103.285874,0.01688944,0.1441932,0.983813,1.009979,3.441076,-0.0017,0,0,-1,345.721,350.015,1041.713,0,0
,,323,20.82704318,102.051934,0.01689094,0.14350318,0.982933,1.01007,3.437286,-0.0007,0,0,-1,345.626,349.896,1041.723,0,0
,,324,20.82837351,103.843046,0.01688836,0.142394,0.978708,1.009536,3.424136,0.0001,0,0,-1,345.424,349.701,1041.701,0,0
,,325,20.83026675,105.244167,0.01698937,0.14218509,0.97177,1.009657,3.423,-0.0013,0,0,-1,345.372,349.536,1041.706,0,0
,,326,20.83118236,101.567187,0.017,0.14160666,0.978743,1.009393,3.43621,-0.0017,0,0,-1,345.224,349.441,1041.653,0,0
,,327,20.83471744,102.243325,0.01700468,0.1404435,0.980272,1.009552,3.381903,-0.0001,0,0,-1,345.147,349.256,1041.666,0,0
,,328,20.83502778,100.88094,0.01700916,0.13961074,0.978242,1.009257,3.377921,0.0004,0,0,-1,345.075,349.202,1041.629,0,0
,,329,20.83547999,102.978905,0.01700444,0.13852891,0.979366,1.009146,3.397477,0.0008,0,0,-1,344.93,349.022,1041.625,0,0
,,330,20.83590401,103.630014,0.01700364,0.13832872,0.969853,1.009064,3.385024,0.0018,0,0,-1,344.89,348.919,1041.59,0,0
,,331,20.83501998,100.045637,0.0170026,0.13740229,0.974327,1.008621,3.380249,-0.0001,0,0,-1,344.694,348.781,1041.552,0,0
,,332,20.83556137,98.5571,0.01706769,0.13715703,0.983793,1.008807,3.409719,-0.0007,0,0,-1,344.631,348.606,1041.529,0,0
,,333,20.83613734,104.794139,0.01701999,0.13646671,0.982782,1.008731,3.375626,0.0006,0,0,-1,344.538,348.552,1041.493,0,0
,,334,20.83571401,100.831473,0.01707319,0.13636462,0.98073,1.008456,3.291709,0.0013,0,0,-1,344.445,348.385,1041.469,0,0
,,335,20.83680056,103.520533,0.01708861,0.13634444,0.97663,1.008599,3.298,0.0033,0,0,-1,344.392,348.309,1041.441,0,0
,,336,20.83688708,103.665023,0.01708987,0.13541358,0.974807,1.008242,3.350352,0.0026,0,0,-1,344.223,348.146,1041.426,0,0
,,337,20.83717176,101.524313,0.01701661,0.13528302,0.981406,1.008683,3.424402,0.0004,0,0,-1,344.205,348.029,1041.469,0,0
,,338,20.83884457,102.922871,0.01700364,0.13430753,0.982858,1.008763,3.414125,0.0008,0,0,-1,344.087,347.969,1041.408,0,0
,,339,20.837605,102.213281,0.01707122,0.13407701,0.985304,1.00899,3.383595,0.0028,0,0,-1,344.023,347.821,1041.609,0,0
,,340,20.83748454,104.342948,0.01718158,0.13333187,0.975876,1.00882,3.349631,-0.001,0,0,-1,343.96,347.768,1041.471,0,0
,,341,20.83936083,103.360269,0.01719879,0.1333065,0.969805,1.008762,3.271786,0.0038,0,0,-1,343.803,347.588,1041.306,0,0
,,342,20.83950516,100.897822,0.0172946,0.13256671,0.97619,1.009211,3.225852,-0.0002,0,0,-1,343.762,347.507,1041.464,0,0
,,343,20.84074794,103.292197,0.01730712,0.13241525,0.979621,1.009388,3.236142,0.0012,0,0,-1,343.611,347.371,1041.473,0,0
,,344,20.84107364,102.396573,0.01730956,0.13247361,0.982232,1.008943,3.189585,-0.0015,0,0,-1,343.563,347.237,1041.702,0,0
,,345,20.84180877,101.76626,0.01745998,0.13247499,0.980914,1.008724,3.186,0.0001,0,0,-1,343.419,347.16,1041.53,0,0
,,346,20.84187357,102.408579,0.01750916,0.13156286,0.972736,1.008414,3.227169,0.0006,0,0,-1,343.351,346.989,1041.367,0,0
,,347,20.84292857,106.029863,0.01750684,0.13134389,0.979878,1.008223,3.259105,-0.0004,0,0,-1,343.308,346.948,1041.742,0,0
,,348,20.84616512,100.64988,0.0175121,0.13138491,0.983339,1.008451,3.248187,0.0014,0,0,-1,343.179,346.807,1041.59,0,0
,,349,20.84581124,101.784526,0.01750855,0.13036945,0.982313,1.008213,3.175337,0.0002,0,0,-1,343.172,346.739,1041.608,0,0
,,350,20.84576302,103.811771,0.01750561,0.12953888,0.982768,1.008146,3.165326,0.0002,0,0,-1,343.041,346.656,1041.387,0,0
,,351,20.84698816,103.656213,0.01751048,0.12840178,0.975822,1.008542,3.176288,-0.0001,0,0,-1,343.005,346.526,1041.822,0,0
,,352,20.84782251,102.692374,0.01750693,0.12826005,0.976581,1.008136,3.161035,0.0002,0,0,-1,342.917,346.475,1041.594,0,0
,,353,20.84661066,103.125762,0.01750472,0.128226,0.977948,1.008538,3.157227,-0.0008,0,0,-1,342.801,346.326,1041.603,0,0
,,354,20.84650726,102.284303,0.01751056,0.12726693,0.979241,1.00878,3.111038,0.0009,0,0,-1,342.771,346.252,1041.792,0,0
,,355,20.84606225,104.851964,0.01759953,0.1271137,0.986264,1.009071,3.020694,0.0008,0,0,-1,342.627,346.136,1041.582,0,0
,,356,20.84626075,103.577365,0.01752891,0.12633121,0.98164,1.009297,3.012162,0.0002,0,0,-1,342.621,346.052,1041.588,0,0
,,357,20.8462813,104.683034,0.01750309,0.12621049,0.976598,1.00924,3.088423,0.001,0,0,-1,342.517,345.993,1041.61,0,0
,,358,20.84608289,104.861138,0.01760323,0.12626521,0.9763,1.008532,3.100559,0.0017,0,0,-1,342.471,345.887,1041.627,0,0
,,359,20.84880736,98.568078,0.01752323,0.12562512,0.981032,1.008835,3.094478,0.0007,0,0,-1,342.448,345.896,1041.58,0,0
,,360,20.84960429,104.515485,0.01751087,0.12547498,0.988725,1.009039,3.030306,0.0013,0,0,-1,342.347,345.771,1041.595,0,0
,,361,20.84958233,101.663203,0.01742368,0.12451851,0.98497,1.00911,3.013745,0.0019,0,0,-1,342.339,345.729,1041.541,0,0
,,362,20.84921062,103.498294,0.01739952,0.12434581,0.982659,1.008626,3.040519,-0.0002,0,0,-1,342.206,345.656,1041.532,0,0
,,363,20.84917746,105.208435,0.01739812,0.12436991,0.983556,1.008415,3.036484,0.0011,0,0,-1,342.212,345.569,1041.55,0,0
,,364,20.84931331,102.748324,0.01732984,0.12360059,0.980718,1.008732,3.039754,-0.0001,0,0,-1,342.113,345.534,1041.519,0,0
,,365,20.85148144,101.123878,0.01731326,0.12344168,0.990203,1.008544,3.020202,0.0021,0,0,-1,342.022,345.371,1041.565,0,0
,,366,20.85197282,100.941921,0.01731192,0.12345389,0.986916,1.008169,2.985944,0.0002,0,0,-1,341.994,345.337,1041.531,0,0
,,367,20.85200491,100.28183,0.01731142,0.12353416,0.983904,1.00844,2.980233,0,0,0,-1,341.896,345.231,1041.54,0,0
,,368,20.85060701,102.057463,0.01738534,0.123482,0.98523,1.008597,3.007341,0.0028,0,0,-1,341.907,345.178,1041.548,0,0
,,369,20.85026731,105.950342,0.01738993,0.12344457,0.980795,1.008555,2.964314,0.0017,0,0,-1,341.784,345.129,1041.536,0,0
,,370,20.85373983,103.256161,0.01732659,0.12343518,0.981415,1.00822,2.938003,0.0003,0,0,-1,341.76,345.02,1041.563,0,0
,,371,20.85404392,103.011851,0.01722034,0.12338697,0.986946,1.007664,2.928513,-0.0001,0,0,-1,341.708,345.015,1041.529,0,0
,,372,20.85618934,103.793404,0.01710775,0.1224831,0.984229,1.00789,2.917693,0.0002,0,0,-1,341.609,344.872,1041.558,0,0
,,373,20.85590178,100.553901,0.01709063,0.12235391,0.985314,1.007934,2.928122,0.0005,0,0,-1,341.597,344.84,1041.568,0,0
,,374,20.85469191,99.481387,0.01709157,0.12230371,0.985511,1.007437,2.923504,-0.0004,0,0,-1,341.462,344.739,1041.562,0,0
,,375,20.85458399,102.395453,0.01701691,0.12140235,0.983709,1.007395,2.929542,-0.0016,0,0,-1,341.438,344.658,1041.568,0,0
,,376,20.85454642,106.627509,0.0170048,0.1211755,0.98909,1.00713,2.876487,0.0014,0,0,-1,341.345,344.616,1041.56,0,0
,,377,20.85475338,104.757542,0.0170786,0.12126777,0.989456,1.006414,2.885183,0.0009,0,0,-1,341.279,344.484,1041.587,0,0
