General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)
Test start time (s),121,26,20.95203862,106.403959,0.00048787,0.04635116,1.002896,1.000817,21.292,0.0012,0,0,-1,331.032,334.195,1041.529,0,0
Time to ignition (s),19,27,20.9503278,105.390016,0.00049243,0.0462007,0.99915,1.000761,21.292,0.0001,0,0,-1,331.044,334.146,1041.535,0,0
Time to flameout (s),429,28,20.95019833,106.961573,0.00048914,0.04624644,1.000762,1.00086,21.292,0.0019,0,0,-1,331.058,334.217,1041.495,0,0
End of test criterion,ASTM E 1354,29,20.95039897,105.942554,0.00056465,0.04627806,0.996087,1.000617,21.292,0.0019,0,0,-1,331.005,334.147,1041.509,0,0
User EOT time (s),,30,20.95061506,104.581371,0.00057304,0.046221,0.998821,1.000762,21.292,0.0011,0,0,-1,331.074,334.199,1041.53,0,0
MLR EOT mass (g/m²),150,31,20.95184456,107.493294,0.00057121,0.04623779,1.003926,1.001085,21.292,-0.0011,0,0,-1,331.017,334.191,1041.514,0,0
MLR EOT time period (s),60,32,20.95194902,106.86586,0.00067266,0.04618475,1.000837,1.001276,21.292,0.001,0,0,-1,331.066,334.168,1041.551,0,0
Truncate graphs at EOT?,No,33,20.95198702,104.457249,0.0006881,0.04623561,1.000102,1.001326,21.292,-0.0008,0,0,-1,331.061,334.231,1041.545,0,0
Smooth data?,No,34,20.95199051,102.559358,0.00068974,0.04621624,0.996794,1.001282,21.292,-0.0006,0,0,-1,331.06,334.189,1041.635,0,0
Correct O2 for pressure?,No,35,20.95186814,106.293501,0.00068657,0.04617862,0.999828,1.001336,21.292,-0.0012,0,0,-1,331.109,334.271,1041.633,0,0
,,36,20.95051618,105.299597,0.00058842,0.04627664,1.004437,1.001464,21.292,0.0002,0,0,-1,331.068,334.237,1041.666,0,0
Specifications: apparatus,,37,20.95061379,105.136739,0.00057407,0.04622431,1.001256,1.001638,21.292,-0.0006,0,0,-1,331.123,334.223,1041.631,0,0
C-factor (SI units),0.042904,38,20.95063308,109.304201,0.0006791,0.04624569,1.000313,1.00178,21.292,0.0019,0,0,-1,331.031,334.22,1041.625,0,0
OD correction factor,1,39,20.95262865,107.928235,0.00058566,0.04616173,0.997354,1.001717,21.292,0.0017,0,0,-1,331.054,334.165,1041.658,0,0
Duct diameter (m),0.114,40,20.95278166,109.493379,0.00057787,0.0461593,0.996132,1.001566,21.292,0.0014,0,0,-1,331.02,334.186,1041.625,0,0
O2 delay time (s),13,41,20.9520107,106.734262,0.00057156,0.04619947,1.002722,1.001229,21.292,0.0013,0,0,-1,330.966,334.084,1041.668,0,0
CO2 delay time (s),13,42,20.95194708,103.522568,0.00057642,0.04622401,1.004342,1.00107,21.292,-0.0001,0,0,-1,331.02,334.125,1041.66,0,0
CO delay time (s),13,43,20.95193999,106.046191,0.00057374,0.04620163,1.004026,1.001057,21.292,-0.0002,0,0,-1,330.969,334.113,1041.632,0,0
,,44,20.9519466,104.720682,0.00057825,0.04721834,1.000086,1.001027,21.292,-0.0003,0,0,-1,331.021,334.118,1041.627,0,0
Laboratory,,45,20.95057453,105.514883,0.00057417,0.04735233,0.99614,1.000806,21.292,-0.0017,0,0,-1,331.02,334.183,1041.569,0,0
Laboratory name,Cone Lab,46,20.95046698,104.679668,0.00057191,0.04722573,0.997931,1.000967,21.292,-0.0006,0,0,-1,331.051,334.14,1041.487,0,0
Operator,Ickchan Kim,47,20.95046483,106.060804,0.00057691,0.04737172,1.001187,1.001005,21.292,0.0004,0,0,-1,331.095,334.253,1041.49,0,0
Filename,C:\CC5\Data\24110041.CSV,48,20.95029737,104.936013,0.0005738,0.04736928,1.004311,1.001176,21.292,-0.0004,0,0,-1,331.092,334.234,1041.466,0,0
Report name,FCD2024Hamins,49,20.95004051,107.658663,0.00067887,0.04733159,1.004558,1.001298,21.292,0.0004,0,0,-1,331.164,334.271,1041.462,0,0
,,50,20.94916076,107.456246,0.00068716,0.04735282,0.996217,1.001249,21.292,-0.0002,0,0,-1,331.085,334.258,1041.44,0,0
,,51,20.94989877,105.972275,0.00068818,0.0473355,1.000391,1.000684,21.292,0.0031,0,0,-1,331.132,334.24,1041.461,0,0
Pre-test conditions,,52,20.94990261,107.432656,0.00075889,0.04733873,1.000707,1.000337,21.292,0.0003,0,0,-1,331.123,334.287,1041.436,0,0
Ambient temperature (°C),18.7,53,20.94989869,105.029632,0.00086902,0.04732443,1.00317,1.000317,21.292,0,0,0,-1,331.103,334.221,1041.466,0,0
Barometric pressure (Pa),98090,54,20.95005335,105.448942,0.00088252,0.04734461,1.004318,1.000257,21.292,0.0016,0,0,-1,331.14,334.274,1041.493,0,0
Relative humidity (%),31.3,55,20.94973176,106.301392,0.00078189,0.04732337,0.999965,1.000564,21.292,0.0029,0,0,-1,331.071,334.228,1041.488,0,0
,,56,20.95062285,107.086573,0.00087142,0.04729815,0.998181,1.000697,21.292,-0.0004,0,0,-1,331.133,334.236,1041.527,0,0
,,57,20.95070606,106.213557,0.00088176,0.04735245,0.999975,1.000865,21.292,0.001,0,0,-1,331.09,334.27,1041.527,0,0
Conditioning,,58,20.95032321,103.766031,0.00077845,0.04732617,1.003221,1.001098,21.292,-0.0005,0,0,-1,331.141,334.232,1041.579,0,0
Conditioned? {Y/N},No,59,20.95068314,106.124495,0.00076863,0.04630164,1.006026,1.001236,21.292,-0.0006,0,0,-1,331.156,334.302,1041.561,0,0
Conditioning temperature (°C),N/A,60,20.94995206,105.150604,0.00077014,0.04619379,1.004235,1.001371,21.292,-0.0006,0,0,-1,331.11,334.232,1041.587,0,0
Conditioning RH (%),N/A,61,20.94988589,103.108431,0.00076979,0.04618776,1.000956,1.00162,21.292,-0.0003,0,0,-1,331.142,334.25,1041.589,0,0
,,62,20.94925396,111.107171,0.00077101,0.04624713,1.000622,1.001869,21.292,0.0012,0,0,-1,331.048,334.208,1041.568,0,0
Data collected,,63,20.94976265,108.774536,0.00077149,0.04622003,0.998971,1.00207,21.292,0.0008,0,0,-1,331.062,334.135,1041.569,0,0
CO/CO2 data collected?,Yes,64,20.94965431,108.298449,0.0006903,0.04627213,1.004254,1.002181,21.292,0.0013,0,0,-1,331.003,334.148,1041.53,0,0
Mass data collected?,Yes,65,20.95083371,106.797911,0.00068548,0.04616654,1.005006,1.002135,21.292,0.0006,0,0,-1,330.969,334.053,1041.568,0,0
Smoke data collected?,Yes,66,20.95085581,111.437915,0.00058265,0.04622105,1.001781,1.002193,21.292,-0.0002,0,0,-1,330.981,334.07,1041.557,0,0
Soot mass data collected?,No,67,20.95084964,106.526776,0.00057623,0.04615407,1.00163,1.002278,21.292,0.0004,0,0,-1,330.904,333.984,1041.569,0,0
Soot mass ratio (1:x),N/A,68,20.95196307,104.294448,0.00057025,0.04618327,0.997226,1.002241,21.292,-0.0004,0,0,-1,330.945,333.981,1041.559,0,0
Soot mass (g),N/A,69,20.95182238,105.649189,0.00050111,0.04627078,1.000214,1.002209,21.292,-0.0016,0,0,-1,330.855,333.964,1041.531,0,0
,,70,20.95109946,105.389907,0.00049037,0.04542978,1.002647,1.002286,21.292,-0.0011,0,0,-1,330.865,333.9,1041.542,0,0
Comments,,71,20.9510402,106.105161,0.00048859,0.04538936,1.001574,1.002279,21.292,0.0005,0,0,-1,330.844,333.934,1041.512,0,0
Pre-test comments,,72,20.95087839,104.424652,0.00049142,0.04537653,1.005282,1.002361,21.292,-0.0003,0,0,-1,330.795,333.849,1041.527,0,0
After-test comments,,73,20.95049373,108.955955,0.00049191,0.04537844,0.999964,1.002556,21.292,0.0001,0,0,-1,330.852,333.894,1041.533,0,0
,,74,20.95071302,106.816903,0.00056319,0.045368,0.997974,1.003045,21.292,-0.0005,0,0,-1,330.78,333.865,1041.525,0,0
,,75,20.95070693,108.162044,0.00057419,0.04534775,1.003356,1.003514,21.292,0.0005,0,0,-1,330.835,333.847,1041.55,0,0
,,76,20.94980603,104.89492,0.0006698,0.04542346,1.002786,1.003896,21.292,-0.0004,0,0,-1,330.782,333.893,1041.528,0,0
,,77,20.95017485,104.967976,0.0006884,0.04535103,1.005177,1.004257,21.292,0,0,0,-1,330.808,333.835,1041.554,0,0
,,78,20.94979811,109.74705,0.00068547,0.04533861,1.002096,1.00459,21.292,0.0007,0,0,-1,330.818,333.908,1041.556,0,0
,,79,20.94986772,103.830518,0.00058357,0.04537691,0.997697,1.004763,21.292,-0.0025,0,0,-1,330.771,333.842,1041.602,0,0
,,80,20.94990646,101.481079,0.00057369,0.04536575,0.998947,1.004809,21.292,0.0001,0,0,-1,330.798,333.842,1041.625,0,0
,,81,20.9504859,105.91994,0.00067278,0.0453646,0.998968,1.004917,21.292,0.0015,0,0,-1,330.715,333.825,1041.626,0,0
,,82,20.95053954,105.895789,0.00068488,0.04535258,1.002059,1.00496,21.292,-0.0017,0,0,-1,330.759,333.779,1041.658,0,0
,,83,20.95058765,110.848467,0.00076183,0.04528494,1.005407,1.00504,21.292,-0.0009,0,0,-1,330.728,333.823,1041.645,0,0
,,84,20.95059107,105.781808,0.00077205,0.04538017,1.003469,1.005477,21.292,0.0001,0,0,-1,330.727,333.759,1041.667,0,0
Events,,85,20.95086542,110.515833,0.00077203,0.04614495,1.002914,1.00564,21.292,0.0004,0,0,-1,330.777,333.831,1041.645,0,0
Number of events,0,86,20.95088995,106.006904,0.00076941,0.04623183,1.001,1.005697,21.292,-0.0008,0,0,-1,330.745,333.826,1041.624,0,0
,,87,20.9500532,111.186152,0.00069547,0.04616307,0.996963,1.005736,21.292,-0.0029,0,0,-1,330.862,333.886,1041.61,0,0
,,88,20.94953215,105.204877,0.00076125,0.04614585,1.006306,1.005752,21.292,-0.0017,0,0,-1,330.839,333.936,1041.522,0,0
,,89,20.94934773,106.334348,0.0006989,0.04621646,1.007143,1.005813,21.292,0.0003,0,0,-1,330.887,333.908,1041.527,0,0
,,90,20.94933481,104.060094,0.00068698,0.0462182,1.006766,1.005814,21.292,0.0002,0,0,-1,330.873,333.978,1041.511,0,0
,,91,20.94909188,105.078495,0.00068515,0.04617334,1.001528,1.00577,21.292,0.0012,0,0,-1,330.87,333.943,1041.563,0,0
,,92,20.94906984,104.586432,0.00068661,0.04619564,0.999224,1.005635,21.292,0.0013,0,0,-1,330.933,334,1041.558,0,0
,,93,20.94946332,105.940388,0.00068745,0.04615937,1.001843,1.005779,21.292,-0.0006,0,0,-1,330.896,334.005,1041.562,0,0
,,94,20.95052405,107.392952,0.00068605,0.04618597,1.005777,1.005931,21.292,-0.0017,0,0,-1,330.938,334.001,1041.635,0,0
,,95,20.95058728,105.345777,0.00068338,0.04615335,1.006073,1.006174,21.292,-0.002,0,0,-1,330.907,334.026,1041.681,0,0
,,96,20.95058631,105.593895,0.00058907,0.0461994,1.004627,1.006525,21.292,-0.0021,0,0,-1,330.899,333.962,1041.803,0,0
,,97,20.94964138,108.034748,0.00057094,0.04619625,1.005774,1.006233,21.292,-0.0011,0,0,-1,330.905,334.001,1041.923,0,0
,,98,20.94957207,105.812827,0.00057288,0.04622265,1.001855,1.006712,21.292,-0.0004,0,0,-1,330.822,333.909,1042.053,0,0
,,99,20.9501052,106.693978,0.0004943,0.04618176,1.001472,1.006401,21.292,-0.0004,0,0,-1,330.88,333.935,1042.263,0,0
,,100,20.95153322,109.447539,0.00049097,0.04625288,1.002116,1.005899,21.292,0.0003,0,0,-1,330.829,333.944,1042.456,0,0
,,101,20.95074773,108.339809,0.00048689,0.04617623,1.007233,1.005772,21.292,-0.0003,0,0,-1,330.931,333.952,1042.744,0,0
,,102,20.95066706,107.056783,0.00056339,0.0461977,1.004718,1.005549,21.292,-0.0001,0,0,-1,330.887,333.977,1042.951,0,0
,,103,20.95004392,109.017948,0.00057143,0.04624964,1.001097,1.005355,21.292,0.0007,0,0,-1,330.771,333.825,1043.138,0,0
,,104,20.9499968,107.122537,0.00049835,0.04617221,1.003605,1.005574,21.292,0.0001,0,0,-1,330.717,333.755,1043.309,0,0
,,105,20.95063163,107.261518,0.0005669,0.04621649,1.005307,1.005202,21.292,-0.001,0,0,-1,330.559,333.6,1043.514,0,0
,,106,20.95193804,106.884956,0.00049862,0.04621403,1.00928,1.0057,21.292,0.0012,0,0,-1,330.533,333.49,1043.711,0,0
,,107,20.95362465,107.649902,0.00049056,0.04617219,1.00647,1.006526,21.292,0.0012,0,0,-1,330.408,333.396,1043.775,0,0
,,108,20.95291082,107.48589,0.00049079,0.04616376,1.005637,1.006854,21.292,-0.0001,0,0,-1,330.301,333.199,1043.815,0,0
,,109,20.95245567,106.87256,0.00049311,0.04621083,1.003757,1.0066,21.292,0.0009,0,0,-1,330.159,333.09,1043.853,0,0
,,110,20.95398822,110.03336,0.00049076,0.0472487,0.997963,1.007001,21.292,0.0013,0,0,-1,329.959,332.84,1043.842,0,0
,,111,20.95412874,108.806136,0.00048853,0.04726221,1.007154,1.006801,21.292,0.0008,0,0,-1,329.878,332.718,1043.783,0,0
,,112,20.95490419,110.958886,0.00057025,0.04734274,1.011296,1.007496,21.292,0.0008,0,0,-1,329.704,332.558,1043.656,0,0
,,113,20.95556058,104.386518,0.00057348,0.04734953,1.006578,1.007623,21.292,0.0002,0,0,-1,329.688,332.457,1043.531,0,0
,,114,20.95324142,102.715831,0.00057178,0.0472716,1.007202,1.007558,21.292,0.0014,0,0,-1,329.658,332.468,1043.323,0,0
,,115,20.95302562,105.204173,0.00057567,0.04733124,1.004887,1.007189,21.292,0.0009,0,0,-1,329.685,332.432,1043.177,0,0
,,116,20.95231417,105.050136,0.00056972,0.04730002,1.008108,1.007439,21.292,0.0017,0,0,-1,329.749,332.512,1042.989,0,0
,,117,20.94986131,107.66719,0.00057246,0.04725611,1.007926,1.007695,21.292,-0.0003,0,0,-1,329.707,332.503,1042.832,0,0
,,118,20.9465719,106.335662,0.00057949,0.04833201,1.007533,1.007889,21.292,-0.0002,0,0,-1,329.82,332.551,1042.672,0,0
,,119,20.94227534,99.756513,0.00057594,0.04850296,1.006012,1.008124,21.292,-0.0012,0,0,-1,329.781,332.606,1042.487,0,0
,,120,20.94027007,101.998935,0.00057357,0.04922734,1.001279,1.008004,21.292,0,0,0,-1,329.855,332.614,1042.349,0,0
,,121,20.94011563,108.192376,0.00067025,0.04922539,1.005433,1.007979,21.292,-0.0001,0,0,-1,329.896,332.76,1042.155,0,0
,,122,20.94028207,105.382342,0.00068804,0.04933074,1.008005,1.0076,21.400181,0.0004,0,0,-1,329.92,332.752,1042.045,0,0
,,123,20.93998594,107.876076,0.00068662,0.0492333,1.004862,1.007777,21.461969,0.0028,0,0,-1,330.004,332.832,1041.946,0,0
,,124,20.94016913,106.968814,0.00076336,0.05029991,1.006355,1.007972,21.451965,0.0012,0,0,-1,329.944,332.847,1041.824,0,0
,,125,20.9407097,105.172855,0.0006946,0.05041984,1.003282,1.008079,21.363973,-0.0005,0,0,-1,330.033,332.858,1041.668,0,0
,,126,20.94286847,105.152075,0.00076139,0.0512075,1.004688,1.008386,21.314193,-0.0012,0,0,-1,330.005,332.909,1041.483,0,0
,,127,20.94302636,107.347101,0.00069186,0.05112861,1.008743,1.008093,21.258602,0.0004,0,0,-1,330.027,332.896,1041.336,0,0
,,128,20.94436947,105.207641,0.00068364,0.05123553,1.007761,1.008235,21.25315,0.0011,0,0,-1,330.07,332.98,1041.134,0,0
,,129,20.94472866,104.429039,0.00058467,0.05127949,1.003444,1.008404,21.258478,-0.0001,0,0,-1,330.059,332.973,1040.957,0,0
,,130,20.94505707,106.836853,0.00067716,0.05123625,0.995834,1.008412,21.21863,-0.0005,0,0,-1,330.152,333.046,1040.775,0,0
,,131,20.94508445,106.094746,0.00068694,0.05127767,0.989892,1.008369,21.239405,0.002,0,0,-1,330.107,333.08,1040.564,0,0
,,132,20.9449638,104.216467,0.00069116,0.05131499,0.992657,1.008567,21.257736,0.0012,0,0,-1,330.19,333.087,1040.379,0,0
,,133,20.94495468,106.40104,0.00068905,0.05121785,0.98127,1.008784,21.214139,-0.0001,0,0,-1,330.185,333.177,1040.2,0,0
,,134,20.94495877,104.177967,0.00068931,0.05118909,0.97683,1.009049,21.143274,0.0011,0,0,-1,330.199,333.12,1040.089,0,0
,,135,20.94500781,103.292011,0.00068434,0.05126928,0.970023,1.00897,21.095211,0.0004,0,0,-1,330.298,333.245,1039.973,0,0
,,136,20.94618064,105.305857,0.00058954,0.05047095,0.947477,1.009216,21.065321,-0.0004,0,0,-1,330.272,333.259,1039.93,0,0
,,137,20.94620801,103.13251,0.00057135,0.05036271,0.943491,1.008964,21.031084,0,0,0,-1,330.389,333.332,1039.897,0,0
,,138,20.94695977,108.13292,0.00056836,0.05039317,0.920116,1.009258,21.047614,0.0016,0,0,-1,330.39,333.412,1039.923,0,0
,,139,20.94701611,107.073775,0.00049905,0.05039432,0.929958,1.009333,21.037784,0.0007,0,0,-1,330.484,333.429,1039.972,0,0
,,140,20.94642796,107.673978,0.00049261,0.0504347,0.894027,1.009299,20.941648,0.0016,0,0,-1,330.546,333.574,1040.027,0,0
,,141,20.94487331,108.975977,0.00056224,0.05039279,0.884383,1.009124,20.848827,0.0018,0,0,-1,330.582,333.603,1040.215,0,0
,,142,20.94473479,94.994523,0.00067669,0.05038372,0.960718,1.009117,20.763754,0.0003,0,0,-1,330.841,334.044,1040.679,0,0
,,143,20.94386283,87.675387,0.00076378,0.05042037,0.960591,1.008975,20.586143,0.0003,0,0,-1,331.701,335.212,1041.159,0,0
,,144,20.9423633,88.772005,0.00087073,0.05040796,0.948278,1.008907,20.321994,-0.0003,0,0,-1,333.039,336.762,1041.593,0,0
,,145,20.9320099,88.325317,0.00106269,0.05032868,0.954343,1.009228,20.018028,0.0002,0,0,-1,334.376,338.531,1041.889,0,0
,,146,20.92247453,82.105712,0.0011812,0.05117879,0.931072,1.009108,19.775352,-0.0001,0,0,-1,335.682,340.142,1042.245,0,0
,,147,20.9022547,91.068392,0.00144836,0.05229816,0.937648,1.008917,19.562919,0.0001,0,0,-1,336.907,341.793,1042.494,0,0
,,148,20.84800226,83.190304,0.00174977,0.05756534,0.945902,1.009327,19.331898,0.0016,0,0,-1,338.002,343.268,1042.643,0,0
,,149,20.46694302,83.95049,0.00241206,0.07516129,0.938336,1.009343,19.193286,0,0,0,-1,339.203,344.793,1042.734,0,0
,,150,20.43796615,86.918639,0.00311918,0.09809845,0.949202,1.009349,19.032594,-0.0015,0,0,-1,340.221,346.232,1042.799,0,0
,,151,20.21812386,88.185109,0.00405897,0.12451009,0.916557,1.009287,18.753246,-0.0021,0,0,-1,341.255,347.513,1042.862,0,0
,,152,20.09184931,87.247674,0.00482255,0.15862746,0.925032,1.009199,18.479428,0.0015,0,0,-1,342.018,348.594,1042.843,0,0
,,153,20.00172319,91.85193,0.00551737,0.20124769,0.91695,1.009283,18.277324,0.0026,0,0,-1,343.11,349.989,1042.825,0,0
,,154,19.96245323,83.569423,0.0060359,0.24052167,0.935184,1.009439,18.125616,0.0018,0,0,-1,344.099,351.272,1042.709,0,0
,,155,19.94409927,85.536657,0.00672411,0.29041319,0.950848,1.009541,17.884112,0.0005,0,0,-1,344.958,352.471,1042.589,0,0
,,156,19.94381186,81.186145,0.0071429,0.331079,0.941832,1.009564,17.676551,0.0016,0,0,-1,345.981,353.727,1042.466,0,0
,,157,19.95655815,83.874248,0.00753652,0.38748537,0.93753,1.009631,17.430439,0.0013,0,0,-1,346.891,354.982,1042.312,0,0
,,158,19.95767818,90.059338,0.00813473,0.45139162,0.934001,1.009271,17.238402,0.0012,0,0,-1,347.834,356.125,1042.186,0,0
,,159,19.95174881,81.854825,0.00854725,0.4955725,0.924292,1.009259,17.06895,-0.0016,0,0,-1,348.681,357.276,1042.193,0,0
,,160,19.95130048,91.365476,0.00911836,0.55066786,0.938074,1.009497,16.877736,-0.0003,0,0,-1,349.454,358.262,1042.101,0,0
,,161,19.94630501,90.16774,0.00953214,0.61685016,0.926732,1.009503,16.662978,-0.0001,0,0,-1,350.265,359.284,1041.825,0,0
,,162,19.93791469,84.228242,0.00984948,0.68133288,0.923365,1.009835,16.421049,0.001,0,0,-1,350.884,360.167,1041.713,0,0
,,163,19.92571738,83.931962,0.01014831,0.74924551,0.93578,1.009289,16.280858,0,0,0,-1,351.608,360.98,1041.485,0,0
,,164,19.9246949,90.310128,0.01047191,0.80886852,0.91769,1.00979,16.124658,0.001,0,0,-1,352.192,361.821,1041.534,0,0
,,165,19.92662386,86.970707,0.01057233,0.84287802,0.922931,1.009794,15.946724,0.0012,0,0,-1,352.734,362.462,1041.531,0,0
,,166,19.94029215,92.85594,0.01058311,0.86129758,0.917048,1.009838,15.811566,-0.0018,0,0,-1,353.273,363.162,1041.486,0,0
,,167,19.95497203,92.887728,0.01068714,0.86749486,0.908268,1.009298,15.625397,-0.0003,0,0,-1,353.643,363.669,1041.299,0,0
,,168,19.97364679,88.430561,0.01067815,0.86764594,0.922016,1.009538,15.389703,-0.0002,0,0,-1,354.104,364.201,1041.479,0,0
,,169,19.9929344,88.082336,0.01058749,0.8644978,0.925266,1.009405,15.186079,-0.0001,0,0,-1,354.458,364.76,1041.48,0,0
,,170,20.03263747,93.833116,0.01052602,0.85848624,0.916184,1.00914,15.014944,0.0033,0,0,-1,354.984,365.318,1041.523,0,0
,,171,20.0576946,86.245358,0.01049931,0.8510796,0.910189,1.008766,14.811515,0.0008,0,0,-1,355.508,366.046,1041.547,0,0
,,172,20.08472692,91.594295,0.01042555,0.84232725,0.916388,1.008428,14.604787,0.001,0,0,-1,355.943,366.598,1041.585,0,0
,,173,20.11469512,94.7758,0.01039007,0.8332147,0.912294,1.008338,14.480027,0.0019,0,0,-1,356.445,367.234,1041.574,0,0
,,174,20.13370947,87.419231,0.01038583,0.82597459,0.896325,1.008579,14.35678,0.0014,0,0,-1,356.874,367.847,1041.683,0,0
,,175,20.13809402,89.121157,0.0103173,0.81563042,0.898252,1.009324,14.184793,-0.0007,0,0,-1,357.413,368.411,1042.072,0,0
,,176,20.11920694,93.270118,0.01020932,0.80718767,0.88849,1.009158,13.953558,-0.0002,0,0,-1,357.781,368.998,1042.199,0,0
,,177,20.11749329,91.475719,0.01019238,0.80000406,0.904793,1.009251,13.792072,0.0016,0,0,-1,358.202,369.481,1042.304,0,0
,,178,20.10592126,86.1855,0.01018739,0.7918069,0.910032,1.00926,13.605771,-0.0012,0,0,-1,358.668,370.088,1042.342,0,0
,,179,20.09888428,91.893326,0.01018872,0.78386194,0.917168,1.009401,13.400798,0.0005,0,0,-1,359.087,370.605,1042.182,0,0
,,180,20.08884818,91.79627,0.01028898,0.77478338,0.891673,1.009537,13.237908,-0.0004,0,0,-1,359.577,371.168,1042.108,0,0
,,181,20.0841155,88.288602,0.01030341,0.76958114,0.89178,1.009907,13.064546,0.001,0,0,-1,359.904,371.654,1042.046,0,0
,,182,20.08648938,87.861226,0.01030477,0.76470149,0.859082,1.009596,12.844348,-0.0044,0,0,-1,360.339,372.091,1042.041,0,0
,,183,20.08672692,88.9401,0.01030103,0.75774609,0.879061,1.009196,12.681595,-0.0009,0,0,-1,360.688,372.57,1041.905,0,0
