Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g),Oxygen (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),APT (kPa),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Soot MFM (g/s),Spare TC (K),HFM (kW/m²)
t peak EHC (s),314,10,3.00404644954825,0,0,-0.0297655833333342,-2.97655833333342,0,0,0.016532017396026,24.3230120957961,0.16222462108236,22.7338170030772,22.938561640271,0.00372119947026733,0.372119947026733,0.00833201170168915,0.833201170168915,6.17042851095418E-05,0.00151454603217842,0.00214485061893202,0.0130417213942241,1.6532017396026,21.467405,20.9423633,106.094746,0.00087073,0.05040796,0.989892,1.008369,0,-1,330.107,333.08,1040.564,0,0,0
t peak MLR (s),23,11,7.47179775666152,7.0726637648634,300.129460630093,0.0105643333333347,1.05643333333347,0.0100237929128914,0.139322926720034,0.0217699394991308,24.1037158494623,0.139478982792182,22.5345134478716,22.7322253272698,0.00317066766525027,0.317066766525027,0.011777945269448,1.1777945269448,0.000105894689596103,0.00147185383884621,0.00488262294950888,0.0165554581784446,1.9790854090119,21.485736,20.9320099,104.216467,0.00106269,0.05032868,0.992657,1.008567,0,-1,330.19,333.087,1040.379,0,0,0
t peak SEA (s),230,12,11.6548134644498,1.81279843180448,86.6868484961653,0.0642918333333317,6.42918333333317,0.00209844810364386,0.0280256610145327,0.0313332451096865,24.3552196429027,0.242572570545531,22.7692990213481,22.9756249982152,0.00557325641570724,0.557325641570724,0.0161499073099267,1.61499073099267,0.000134913075738117,0.00180182112700279,0.00749933362191734,0.0227464364641577,2.61110375914054,21.442139,20.92247453,106.40104,0.0011812,0.05117879,0.98127,1.008784,0,-1,330.185,333.177,1040.2,0,0,0
t peak COY (s),130,13,20.2007349262489,3.1937542125981,102.295298004151,0.0632507499999999,6.32507499999999,0.00309493951993929,0.0346677224574193,0.0472610193050359,24.0989347695453,0.284657432039282,22.5306577284353,22.7299679965608,0.00647025432023606,0.647025432023606,0.0221716626778984,2.21716626778984,0.0001957572458408,0.00219275944622361,0.012803892154471,0.0328980493523519,3.6354630234643,21.371274,20.9022547,104.177967,0.00144836,0.05229816,0.97683,1.009049,0,-1,330.199,333.12,1040.089,0,0,0
t peak CO2Y (s),130,14,43.0944623002734,11.7378559908498,212.921921374075,0.0367140833333339,3.67140833333339,0.00721331176052629,0.111765105403676,0.078908617918297,23.9926477744483,0.345311446901242,22.4380128616195,22.6382103314897,0.00781723316482136,0.781723316482136,0.0293154064204271,2.93154064204271,0.00026483012908528,0.0041033533935494,0.0271282728345939,0.0528641318468843,5.63632985130693,21.323211,20.84800226,103.292011,0.00174977,0.05756534,0.970023,1.00897,0,-1,330.298,333.245,1039.973,0,0,0
,,15,207.20531436233,59.576567063802,363.957892146527,0.0347796666666659,3.47796666666659,0.012150148489896,0.305373791730291,0.204058506249599,24.2263601514063,0.553740425679832,22.6547980867289,22.8596894547076,0.0126583341695585,1.26583341695585,0.039553190087617,3.9553190087617,0.000422578114429076,0.0106207986851154,0.1293849301668,0.131120733347581,13.6039004166399,21.293321,20.46694302,105.305857,0.00241206,0.07516129,0.947477,1.009216,0,-1,330.272,333.259,1039.93,0,0,0
Test Results (between 19 and 430 s),,16,215.266301753482,0,1896.91944543154,0.00701908333333516,0.701908333333516,0.0829231680677438,2.68744472686026,0.415294314307505,23.9708143298631,0.588530833462445,22.4237703876394,22.6235141934284,0.0133146356641079,1.33146356641079,0.0525396750044502,5.25396750044502,0.00058204462693165,0.0188633984915643,0.135694138131422,0.263660267496692,25.955894644219,21.259084,20.43796615,103.13251,0.00311918,0.09809845,0.943491,1.008964,0,-1,330.389,333.332,1039.897,0,0,0
mean HRR (kW/m²),82.2013780228287,17,313.492719708367,0,0,-0.0147727499999985,-1.47727499999985,0,0,0.679673825038429,24.5450150291617,0.811148573057413,22.9609824468728,23.1710011791421,0.0187951245427727,1.87951245427727,0.0685945551078905,6.85945551078905,0.000819067043048859,0.0291658737703758,0.198560420220999,0.430787546672903,39.9808132375546,21.275614,20.21812386,108.13292,0.00405897,0.12451009,0.920116,1.009258,0,-1,330.39,333.412,1039.923,0,0,0
mean EHC (MJ/kg),17.344366090163,18,363.116532337816,65.4784113515673,298.695354992338,0.0554559166666655,5.54559166666655,0.0179469956917967,0.75156762132891,1.01797845106152,24.4210381435061,0.718469928079011,22.8515061947879,23.0551399130425,0.0165644247151752,1.65644247151752,0.0862743297368645,8.62743297368645,0.000995267097501283,0.04167887137778,0.231627096559719,0.645881305063262,56.5543583923067,21.265784,20.09184931,107.073775,0.00482255,0.15862746,0.929958,1.009333,0,-1,330.484,333.429,1039.972,0,0,0
mean MLR (g/s),0.0473968101175994,19,399.035301823239,39.000156555966,240.46525342132,0.102316333333333,10.2316333333333,0.0113618303656717,0.563448137667055,1.39905436814205,24.4870918399601,1.06381871402531,22.9176132634134,23.1275523731337,0.0246035230241401,2.46035230241401,0.106858303606522,10.6858303606522,0.00116250082297085,0.057649947469588,0.256635918807167,0.890012812746705,73.6344404285288,21.169648,20.00172319,107.673978,0.00551737,0.20124769,0.894027,1.009299,0,-1,330.546,333.574,1040.027,0,0,0
mean SEA (m²/kg),212.459583862342,20,414.890740515009,51.246860675587,332.647464099496,0.0809592500000014,8.09592500000014,0.0159706535809332,0.897918839006878,1.80601738931117,24.633355143558,1.15743578973765,23.0570128316435,23.2677176968944,0.0269308892078976,2.69308892078976,0.132625509722541,13.2625509722541,0.00129297213592219,0.0726948357668688,0.268856203245877,1.15275887377323,90.3008694655586,21.076827,19.96245323,108.975977,0.0060359,0.24052167,0.884383,1.009124,0,-1,330.582,333.603,1040.215,0,0,0
mean COY (kg/kg),0.0624144802567056,21,390.486704834531,31.6222400997583,75.918362032244,0.123484833333334,12.3484833333334,0.0110112474837135,0.690560829785412,2.20870611198594,22.9899170716538,0.431140775836819,21.5356011775286,21.7440956826583,0.00937476628249134,0.937476628249134,0.150778337467735,15.0778337467735,0.00135972206031845,0.0852737889725802,0.255581009545373,1.41497748016885,105.17648152314,20.991754,19.94409927,94.994523,0.00672411,0.29041319,0.960718,1.009117,0,-1,330.841,334.044,1040.679,0,0,0
mean CO2Y (kg/kg),1.47730137860217,22,371.568118519486,16.4940952207109,40.0605476054256,0.225273416666665,22.5273416666665,0.00618773287174066,0.423692447069363,2.58973352366295,22.0578530602189,0.431065991203226,20.7162093128438,20.935486948116,0.00902457643261181,0.902457643261181,0.159978008825287,15.9978008825287,0.00139393172543765,0.0954466451671755,0.245289209720108,1.66541258980159,117.715160166498,20.814143,19.94381186,87.675387,0.0071429,0.331079,0.960591,1.008975,0,-1,331.701,335.212,1041.159,0,0,0
Total heat release (MJ/m²),33.7847663673825,23,363.743106267096,12.2730076867463,38.7418614806813,0.2963765,29.63765,0.0050075561367147,0.387460017675932,2.95738913605624,22.150740613398,0.543641556392467,20.8873630596988,21.1208601956837,0.0114821773091292,1.14821773091292,0.170231385696157,17.0231385696157,0.00148412196135303,0.114834043928731,0.243202829362397,1.90965860934284,128.582136350271,20.549994,19.95655815,88.772005,0.00753652,0.38748537,0.948278,1.008907,0,-1,333.039,336.762,1041.593,0,0,0
Total oxygen consumed (g),25.5965594846074,24,356.629265563681,12.7751152470996,37.1376778586639,0.279159333333332,27.9159333333332,0.00574936564881872,0.486203379478691,3.31757532197163,22.0507231805507,0.490507153654092,20.8765247988891,21.13593923216,0.0103673293925727,1.03673293925727,0.181156139047008,18.1156139047008,0.0016049890816138,0.135728211279685,0.241831833646276,2.15217594084718,138.232305082151,20.246028,19.95767818,88.325317,0.00813473,0.45139162,0.954343,1.009228,0,-1,334.376,338.531,1041.889,0,0,0
Mass lost (g),19.478813,25,342.029519448413,15.4835951184896,65.3133057824106,0.220898,22.0898,0.00737483441589099,0.655742883475108,3.66690471447768,21.2187815982084,0.70601263869429,20.1673468225173,20.4352979394328,0.0144275786207229,1.44275786207229,0.193553593053656,19.3553593053656,0.00162908617280149,0.144852291473885,0.234097876036305,2.39014079568847,146.676188579107,20.003352,19.95174881,82.105712,0.00854725,0.4955725,0.931072,1.009108,0,-1,335.682,340.142,1042.245,0,0,0
Average specific MLR (g/s·m²),8.85400590909091,26,355.32305883742,15.6593792112388,61.1353287478409,0.226907500000002,22.6907500000002,0.00809042477097774,0.753392527473532,4.01558100362059,22.3062518252021,0.642615309258447,21.2782989203566,21.5868878440799,0.0138720646078508,1.38720646078508,0.207703414667943,20.7703414667943,0.00183577805872065,0.170950414927702,0.246205963897786,2.63029271565552,154.445423216177,19.790919,19.95130048,91.068392,0.00911836,0.55066786,0.937648,1.008917,0,-1,336.907,341.793,1042.494,0,0,0
Total smoke release (m²/m²),413.846050411239,27,335.898316105505,18.2033548807891,63.8251868016241,0.184525499999999,18.4525499999999,0.00995476703645112,1.00002096627152,4.36119169109206,21.2850416627701,0.569298960486108,20.3701414581299,20.6875039734952,0.0117773745071631,1.17773745071631,0.22052813422545,22.052813422545,0.00183690836478466,0.184529368811736,0.236109054114999,2.87145022466191,161.525618188595,19.559898,19.94630501,83.190304,0.00953214,0.61685016,0.945902,1.009327,0,-1,338.002,343.268,1042.643,0,0,0
Total smoke production (m²),4.13846050411239,28,335.078131168186,25.3725492268431,100.961951901456,0.132063249999999,13.2063249999999,0.0144439642259301,1.55952280296529,4.6966799147289,21.3441841567272,0.639884292124229,20.4993227971915,20.837147682102,0.0133333634944499,1.33333634944499,0.233083503226256,23.3083503226256,0.00190751685856005,0.205955649808705,0.238743647184041,3.10887657531143,167.738568383175,19.421286,19.93791469,83.95049,0.00984948,0.68133288,0.938336,1.009343,0,-1,339.203,344.793,1042.734,0,0,0
MARHE (kW/m²),230.257061597898,29,339.850810678805,15.286503094798,51.5349442987975,0.222320833333333,22.2320833333333,0.00899920014052505,1.04187061114561,5.0341443856524,21.6857119250765,0.538940490951222,20.8898379631901,21.2589181081451,0.0114572917622955,1.14572917622955,0.245478830854629,24.5478830854629,0.00200070967457497,0.231629542495402,0.245486079090717,3.35099143844881,173.591185712152,19.260594,19.92571738,86.918639,0.01014831,0.74924551,0.949202,1.009349,0,-1,340.221,346.232,1042.799,0,0,0
,,30,337.540448746162,11.5419291830888,62.0354697927026,0.292447166666666,29.2447166666666,0.00711387282040031,0.864144649875528,5.37284001536488,21.8100117892583,0.845396153298098,21.0734282986859,21.4598768907744,0.0181420973737114,1.81420973737114,0.260278525422633,26.0278525422633,0.00208043195035308,0.252716654446257,0.247139551149443,3.59730425356889,179.094667178829,18.981246,19.9246949,88.185109,0.01047191,0.80886852,0.916557,1.009287,0,-1,341.255,347.513,1042.862,0,0,0
Test Averages,,31,331.999461804941,13.7360236135154,67.5969419841758,0.241699833333334,24.1699833333334,0.00863914330022214,1.08517938311183,5.70760997064043,21.6695668937261,0.763893810297393,20.9845405330535,21.3880115157075,0.0163381696114183,1.63381696114183,0.277518658915198,27.7518658915197,0.00208807949580648,0.2622876760349,0.245086296566846,3.84341717742703,184.11645066582,18.707428,19.92662386,87.247674,0.01057233,0.84287802,0.925032,1.009199,0,-1,342.018,348.594,1042.843,0,0,0
HRR(60) (kW/m²),279.838257190883,32,333.285876979087,20.3910880487594,113.268624191744,0.163446833333332,16.3446833333332,0.0131013224777991,1.68191679262327,6.04025264003245,22.1985822878282,0.841600978976638,21.565467893557,21.9978331806071,0.0185133979401637,1.85133979401637,0.294944442690989,29.4944442690988,0.00214136967147507,0.274903973684427,0.247717371848516,4.08981901163471,188.757895001014,18.505324,19.94029215,91.85193,0.01058311,0.86129758,0.91695,1.009283,0,-1,343.11,349.989,1042.825,0,0,0
HRR(120) (kW/m²),207.356420717538,33,311.47638510163,15.9539282429395,72.1926083430227,0.195234916666668,19.5234916666668,0.0105558853773849,1.35135051418303,6.3626337710728,21.1436412072095,0.670234285983223,20.5998216951288,21.0292403247068,0.0140945178737995,1.40945178737995,0.31124840059797,31.124840059797,0.00206087740199665,0.263830805023984,0.232515949818429,4.32993567246819,192.807083971903,18.353616,19.95497203,83.569423,0.01068714,0.86749486,0.935184,1.009439,0,-1,344.099,351.272,1042.709,0,0,0
HRR(180) (kW/m²),153.632475589619,34,307.655069076727,13.4462914004255,48.9611853602155,0.228802916666667,22.8802916666667,0.00909314415972315,1.16534594383187,6.67219949816198,21.364405373136,0.525410816479824,20.8668695606803,21.3213387743509,0.0112024620138746,1.12024620138746,0.323896890541807,32.3896890541807,0.00208053790541513,0.266634550874401,0.230535773597662,4.56146153417623,196.241161710647,18.112112,19.97364679,85.536657,0.01067815,0.86764594,0.950848,1.009541,0,-1,344.958,352.471,1042.589,0,0,0
HRR(240) (kW/m²),123.578761432961,35,292.429298910912,12.7969877393851,55.4901758659077,0.228514166666665,22.8514166666665,0.00877721142797171,1.13072573744358,6.9722416821558,20.7832096803543,0.609183497744216,20.3594076905996,20.8152245475119,0.0126802912961846,1.26802912961846,0.335838267196837,33.5838267196837,0.00200571715512009,0.258386849620471,0.219835575984102,4.78664720896712,199.206905204452,17.904551,19.9929344,81.186145,0.01058749,0.8644978,0.941832,1.009564,0,-1,345.981,353.727,1042.466,0,0,0
HRR(300) (kW/m²),104.440717873617,36,282.449058240233,12.5998174700015,61.4765506499472,0.224169166666666,22.4169166666666,0.00902637353575756,1.16143464912935,7.25968086073138,21.0967515080194,0.649924905375174,20.7209131340241,21.2042145404237,0.0137811471287398,1.37811471287398,0.349068986409299,34.9068986409299,0.00202343463353282,0.260357837433118,0.213898139282791,5.00351406660056,201.657801686983,17.658439,20.03263747,83.874248,0.01052602,0.85848624,0.93753,1.009631,0,-1,346.891,354.982,1042.312,0,0,0
HRR(360) (kW/m²),91.0076061395025,37,283.153598924314,16.2335677089585,85.8028207488381,0.174424749999999,17.4424749999999,0.0119721020752163,1.53053894417113,7.54248218931365,21.8311263692443,0.679877703112631,21.5004943175194,22.0129818787887,0.0149661355584108,1.49661355584108,0.363442627752874,36.3442627752874,0.00208823091144407,0.266963872702312,0.215300317723143,5.21811329510353,203.85086998145,17.466402,20.0576946,90.059338,0.01049931,0.8510796,0.934001,1.009271,0,-1,347.834,356.125,1042.186,0,0,0
EHC(60) (MJ/kg),15.2370807496194,38,260.298921698062,14.7487404089904,91.9161950241588,0.176488916666668,17.6488916666668,0.0111825255060043,1.42467437768084,7.81420844962484,20.7876686039588,0.771435422557431,20.52269249265,21.0285776483491,0.0162221896839359,1.62221896839359,0.379036790374048,37.9036790374047,0.00197359181215208,0.25143923751965,0.198801302755036,5.42516410534262,205.637064463812,17.29695,20.08472692,81.854825,0.01042555,0.84232725,0.924292,1.009259,0,-1,348.681,357.276,1042.193,0,0,0
EHC(120) (MJ/kg),15.1507895806716,39,263.734412120622,13.0216548536919,70.7227229269782,0.202535250000001,20.2535250000001,0.0102464245139118,1.29515021551928,8.07622511653418,21.9378385783979,0.64367218270005,21.7062161199329,22.2533220382637,0.0143238443686963,1.43238443686963,0.394309807400364,39.4309807400364,0.00207526215053126,0.262313572687752,0.202537438531617,5.62583347598595,207.082695295748,17.105736,20.11469512,91.365476,0.01039007,0.8332147,0.938074,1.009497,0,-1,349.454,358.262,1042.101,0,0,0
EHC(180) (MJ/kg),15.8262117307207,40,254.899492256084,10.6749132306405,69.5934830230424,0.238783666666666,23.8783666666666,0.00862007857886632,1.08002295130227,8.33554206872253,21.7683245956918,0.750429740247764,21.5884776275582,22.1443609722342,0.0166177870523464,1.66177870523464,0.409780623110885,40.9780623110885,0.00205833397001648,0.257891840396109,0.196399508584567,5.82530194954404,208.388551718063,16.890978,20.13370947,90.16774,0.01038583,0.82597459,0.926732,1.009503,0,-1,350.265,359.284,1041.825,0,0,0
EHC(240) (MJ/kg),16.358679548644,41,245.297714197485,12.7765769703909,87.674595061007,0.191990166666667,19.1990166666667,0.0102802110356242,1.27990557188697,8.58564067194932,21.0205884488032,0.785242317534017,20.8837605475289,21.4362620841128,0.0168326601181953,1.68326601181953,0.426505846696156,42.6505846696156,0.00197369943009801,0.245729284064175,0.188634981662581,6.01781919466761,209.405870047544,16.649049,20.13809402,84.228242,0.0103173,0.81563042,0.923365,1.009835,0,-1,350.884,360.167,1041.713,0,0,0
EHC(300) (MJ/kg),16.7902375943146,42,252.312061788038,18.2959230820984,103.055069467803,0.137906166666667,13.7906166666667,0.0141132610675084,1.75738953190162,8.83444555994208,20.9619701252874,0.663342065150203,20.8684943364679,21.4247374507355,0.0142119295858718,1.42119295858718,0.442028141548189,44.2028141548189,0.00194630573298599,0.242354853684682,0.192483004620337,6.20837818780907,210.343941903383,16.508858,20.11920694,83.931962,0.01020932,0.80718767,0.93578,1.009289,0,-1,351.608,360.98,1041.485,0,0,0
EHC(360) (MJ/kg),17.1011692914042,43,262.733813612203,15.2782640503823,108.581064849269,0.17196575,17.196575,0.0117097149333794,1.44688558161358,9.0919684976422,21.7258246230349,0.838930039178421,21.6648669638098,22.2571887768962,0.0186722242526031,1.86722242526031,0.458470218467427,45.8470218467427,0.00201366991080478,0.248814764206365,0.199908413536073,6.40457389688728,211.441127852144,16.352658,20.11749329,90.310128,0.01019238,0.80000406,0.91769,1.00979,0,-1,352.192,361.821,1041.534,0,0,0
MLR(60) (g/s),0.183714302083333,44,262.645623236698,17.0431519316509,111.940100862457,0.15410625,15.410625,0.0128063746273094,1.56599725516884,9.35465821606665,21.3039739595462,0.78901011541873,21.2768933229833,21.8636856884655,0.017250669168535,1.7250669168535,0.476431665177996,47.6431665177996,0.00197354236990981,0.241329964504363,0.198750476642776,6.6039033419767,212.605868546969,16.174724,20.10592126,86.970707,0.01018739,0.7918069,0.922931,1.009794,0,-1,352.734,362.462,1041.531,0,0,0
MLR(120) (g/s),0.136997973958333,45,274.559367122456,17.9483706712157,125.009545917794,0.152971750000001,15.2971750000001,0.013322394782084,1.61151207839247,9.62326071124622,21.9961871519327,0.845485837213895,22.0017954539558,22.6176810586982,0.0191229290057503,1.91229290057503,0.494618464265139,49.4618464265139,0.00203795004400627,0.246515822777834,0.206918416334477,6.80673778846533,213.850238027694,16.039566,20.09888428,92.85594,0.01018872,0.78386194,0.917048,1.009838,0,-1,353.273,363.162,1041.486,0,0,0
MLR(180) (g/s),0.0970379238425926,46,279.087240007007,12.8106927434661,96.1526189824009,0.217854916666666,21.7854916666666,0.0094491893236864,1.11723755378868,9.90008401481096,21.9884401131593,0.925182714338392,22.017081874813,22.641279901854,0.0209473207956926,2.09473207956926,0.51465358916586,51.465358916586,0.00205855235267925,0.243395694177503,0.209283611969695,7.01483880261741,215.219217713282,15.853397,20.08884818,92.887728,0.01028898,0.77478338,0.908268,1.009298,0,-1,353.643,363.669,1041.299,0,0,0
MLR(240) (g/s),0.0755411364583333,47,274.33236850995,12.1121519385744,77.6519258607055,0.2264935,22.64935,0.00887548703186987,1.04036021148321,10.1767938190694,21.4404332877653,0.795486863653189,21.4963468336477,22.1092984353787,0.0175876564699317,1.75876564699317,0.533921077798672,53.3921077798672,0.00201024012205282,0.235634825559573,0.205188799241517,7.22207500822302,216.527528065307,15.617703,20.0841155,88.430561,0.01030341,0.76958114,0.922016,1.009538,0,-1,354.104,364.201,1041.479,0,0,0
MLR(300) (g/s),0.0621981694444445,48,273.128516146217,15.0057558809197,92.6504457565106,0.182015833333334,18.2015833333334,0.0110185877109124,1.2826749057741,10.4505242613975,21.3874892646125,0.763465470098375,21.4647017070219,22.0885537769025,0.0168638480930761,1.68638480930761,0.551146830080176,55.1146830080176,0.00200555742435814,0.233467141870228,0.204121189240367,7.42673000246396,217.719255445782,15.414079,20.08648938,88.082336,0.01030477,0.76470149,0.925266,1.009405,0,-1,354.458,364.76,1041.48,0,0,0
MLR(360) (g/s),0.0532087318287038,49,282.15355675853,15.30949902741,104.943318872857,0.184299666666666,18.4299666666666,0.0112190133870972,1.29386090105283,10.7281652978499,22.0582707889976,0.847688983361168,22.170756537827,22.8161732272043,0.0193410186871611,1.93410186871611,0.569249263470295,56.9249263470295,0.00206766042757087,0.238458132777068,0.210465207576481,7.63402320087239,218.942148935712,15.242944,20.08672692,93.833116,0.01030103,0.75774609,0.916184,1.00914,0,-1,354.984,365.318,1041.523,0,0,0
SEA(60) (m²/kg),113.19772597725,50,269.901477483715,12.5769365448508,92.0587153611877,0.214600333333333,21.4600333333333,0.00923507664021868,1.05678668455889,11.004192814971,21.1320173961241,0.902024652800163,21.2711322572658,21.9016530661563,0.0197558310027493,1.97558310027493,0.58879768831525,58.879768831525,0.0019818505253498,0.226786774768566,0.201132314532381,7.83982196192682,220.08385629942,15.039515,20.088848,86.245358,0.01030599,0.75258199,0.910189,1.008766,0,-1,355.508,366.046,1041.547,0,0,0
SEA(120) (m²/kg),170.586478546332,51,279.678519854679,16.8333997324432,114.153366425632,0.166145000000001,16.6145,0.0121559053354282,1.39972471823819,11.2789828136402,21.764152876552,0.839544788704892,21.9342351247096,22.590826981422,0.0189660110647867,1.89660110647867,0.608158609349018,60.8158609349018,0.00201964289195473,0.232557263311686,0.208051667491734,8.04441395293887,221.156525757651,14.832787,20.0850936,91.594295,0.01020388,0.74951728,0.916388,1.008428,0,-1,355.943,366.598,1041.585,0,0,0
SEA(180) (m²/kg),192.343924540845,52,285.998992943942,25.2847708473177,178.567139979224,0.113111166666667,11.3111166666667,0.0183153967925566,2.08641501376695,11.5618215700395,22.1233173883967,0.878038625784624,22.3276516222175,23.0034726699306,0.02019793753138,2.019793753138,0.627740583647101,62.7740583647101,0.00207167589916901,0.23599683635803,0.212495283728669,8.25468742854907,222.34272250076,14.708027,20.08096044,94.7758,0.0102913,0.74833269,0.912294,1.008338,0,-1,356.445,367.234,1041.574,0,0,0
