Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g),Oxygen (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),APT (kPa),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Soot MFM (g/s),Spare TC (K),HFM (kW/m²)
t peak EHC (s),25,10,0.643518265507238,0.178969671645321,60.4034555074315,0.0359568333333344,3.59568333333344,0.00169936914599303,0.0267033448394908,0.00335987857526948,25.0976536147588,0.0928302077369289,23.1987560462015,23.3966618774912,0.0021719169824382,0.21719169824382,0.00498759451354925,0.498759451354925,6.11039331542821E-05,0.000960167719836127,0.000663342487134424,0.00488968149818042,0.335987857526948,21.63153,20.94602966,111.712554,0.00129901,0.05053447,1.02436,1.035258,0,-1,326.461,329.246,1040.639,0,0,0
t peak MLR (s),81,11,0.791316169848185,0,0,-0.00275641666666685,-0.275641666666685,0,0,0.00407729579294719,24.7089056424913,0.043795871252579,22.8450177377043,23.0362901307419,0.00100889439670303,0.100889439670303,0.00657800020311986,0.657800020311986,9.76498498389065E-05,0.000903263053336732,0.000757716951774457,0.00560021121763486,0.37066325390429,21.603014,20.94564631,108.305166,0.00145591,0.05042252,1.030925,1.036085,0,-1,326.541,329.275,1040.42,0,0,0
t peak SEA (s),116,12,1.32416259491906,0,0,-0.0153610833333323,-1.53610833333323,0,0,0.00513503517533081,24.5800906872065,0.137218486071502,22.725989386469,22.9202315861787,0.00314507947866367,0.314507947866367,0.00865498714080321,0.865498714080321,0.000100074130731129,0.000905370410322993,0.0010836126207207,0.00652087600388244,0.427919597944234,21.628725,20.94443169,107.179183,0.00146825,0.05044077,1.020684,1.036776,0,-1,326.542,329.333,1040.197,0,0,0
t peak COY (s),559,13,1.1940882911648,0.212708094185215,79.2939646840391,0.0561374166666665,5.61374166666665,0.00218823461633852,0.015948595357158,0.00639416061837274,24.2928076385528,0.196518925463593,22.4631276912259,22.651041491902,0.00445135833461984,0.445135833461984,0.012453206047445,1.2453206047445,0.000122841838421819,0.000895312942812843,0.00101054410653545,0.00756795436751051,0.491858509105595,21.612828,20.94465675,104.701306,0.00157014,0.05044219,1.014566,1.037552,0,-1,326.582,329.314,1040.038,0,0,0
t peak CO2Y (s),559,14,1.61286680680238,0.169791836770467,53.4416021107712,0.0949908333333325,9.49908333333325,0.00158166465417589,0.0124223694520137,0.00779763816735633,24.3036998284788,0.223934024117965,22.4768466129953,22.6694551628132,0.00507646231917054,0.507646231917054,0.0172171163743402,1.72171163743402,0.000150243643554045,0.00118001122622131,0.00132031201237653,0.0087333824269665,0.556974154811166,21.525709,20.94350478,104.812224,0.00168649,0.05121202,1.012255,1.038429,0,-1,326.635,329.434,1039.901,0,0,0
,,15,1.85669063971698,0.887162497425921,323.018850306702,0.0209284166666661,2.09284166666661,0.00919791253046352,0.0561503408551039,0.00953241689061601,23.953762420023,0.30254421718362,22.153620129847,22.3447440289469,0.00676027309040612,0.676027309040612,0.0231354840791285,2.31354840791285,0.00019249774590109,0.00117513772939094,0.00148362481603629,0.0101353508411729,0.635494459374401,21.452535,20.94281584,101.817541,0.00187823,0.05124531,1.004311,1.039554,0,-1,326.641,329.459,1039.816,0,0,0
Test Results (between 25 and 685 s),,16,3.34498759552949,0,0,-0.0629026666666667,-6.29026666666667,0,0,0.0121332560082392,24.5566674781812,0.347229059507588,22.7211591759737,22.9150076868635,0.00795675656771877,0.795675656771877,0.0304939989081909,3.04939989081909,0.000240085356337613,0.00156790580252867,0.00247287586501732,0.0121136011816997,0.758328500514953,21.486271,20.9393072,107.05429,0.00205821,0.05221864,0.999777,1.040146,0,-1,326.784,329.572,1039.734,0,0,0
mean HRR (kW/m²),59.6982249144688,17,4.95867725793223,0,0,-0.0336712499999994,-3.36712499999994,0,0,0.0162850884349701,23.9970905361681,0.315985213113613,22.2034082725997,22.3964406208862,0.0070769440625771,0.70769440625771,0.0380108492233389,3.80108492233389,0.000279919837960997,0.00186931947216056,0.00351715077109911,0.0151086144997579,0.957946378527653,21.548465,20.93515581,102.23095,0.00225343,0.05314323,1.003872,1.040693,0,-1,326.784,329.625,1039.71,0,0,0
mean EHC (MJ/kg),18.3884575388638,18,9.33346489181907,1.95326834218383,225.76028470622,0.0477838333333344,4.77838333333344,0.00750706032285182,0.0410120294238851,0.0234311595098458,24.7850725077645,0.466328087376308,22.9369129906903,23.1332662769311,0.0107876918176881,1.07876918176881,0.0469431671634715,4.69431671634715,0.000358716119290439,0.00195971197865273,0.00623582306306077,0.0199851014168379,1.30173108388032,21.538317,20.92564917,109.07603,0.00254382,0.05322026,0.987457,1.041372,0,-1,326.847,329.645,1039.776,0,0,0
mean MLR (g/s),0.0325360499368686,19,14.0749894763383,1.7260642406646,170.770306163596,0.0815438333333344,8.15438333333344,0.00522606399007233,0.0282727128791708,0.0351353866939244,24.4177866739047,0.610814695074023,22.5992270866397,22.7978558741112,0.0139252653840868,1.39252653840868,0.0592996457643589,5.92996457643589,0.000426153290995799,0.00230546538690032,0.00920931226058929,0.0277076690786629,1.8492308786276,21.464848,20.91428431,105.877589,0.00285191,0.0542304,0.972079,1.04218,0,-1,326.879,329.752,1039.798,0,0,0
mean SEA (m²/kg),181.909725913373,20,32.50939092152,5.10627394259662,225.7750553457,0.0636655833333307,6.36655833333307,0.00822510200651065,0.0651066338917981,0.0584275768928535,24.6456064441626,0.624643737662094,22.81391753825,23.0116780718849,0.014374100600699,1.4374100600699,0.0734493287567518,7.34493287567518,0.000523655917220649,0.00414505182559092,0.0207970514352176,0.0427108509265663,2.92137884464268,21.390741,20.87204277,107.880646,0.00324431,0.05908516,0.97114,1.042816,0,-1,326.934,329.768,1039.915,0,0,0
mean COY (kg/kg),0.0811535041783178,21,98.3131882208115,52.0666880853059,822.688662377053,0.0188821666666671,1.88821666666671,0.0365054995718079,0.493114743656039,0.123838866464019,24.2884099059467,0.684656537818865,22.4910392602762,22.6889594704939,0.0155341444377809,1.55341444377809,0.0884034512759918,8.84034512759918,0.00068930292716482,0.00931107477550412,0.0620122752116432,0.0841155142499967,5.89708887923901,21.346383,20.7173265,104.812425,0.00398183,0.0732455,0.964921,1.043251,0,-1,327.047,329.925,1040.016,0,0,0
mean CO2Y (kg/kg),1.53266527398522,22,188.066654398192,0,0,-0.0493055833333325,-4.93055833333325,0,0,0.267028787773521,24.0667106510573,0.739842567473916,22.2867681436946,22.4839720591842,0.0166345996152786,1.66345996152786,0.104487823302522,10.4487823302522,0.0008236971177154,0.0165286658931421,0.118580625748739,0.174411964730188,12.1376721715237,21.354584,20.50244765,102.912468,0.00458629,0.09321443,0.959512,1.04395,0,-1,327.062,329.956,1040.187,0,0,0
Total heat release (MJ/m²),39.4008284435494,23,285.599438122324,56.1138596441455,441.979894537581,0.050896416666666,5.0896416666666,0.0201043862214837,0.55625912061597,0.503861834033779,24.4473750963401,0.984690726095663,22.6485546429184,22.8449321949727,0.0224951928706738,2.24951928706738,0.124052719545498,12.4052719545498,0.00102324121795621,0.0283115959775036,0.181094350369739,0.324249452789427,21.9070362623382,21.402178,20.27794245,106.237267,0.00537518,0.12422943,0.933645,1.04456,0,-1,327.196,330.033,1040.265,0,0,0
Total oxygen consumed (g),29.895051039611,24,330.459917109127,17.0629750289667,134.470206490003,0.193670750000001,19.3670750000001,0.00611712039806481,0.195201163037464,0.811891511649505,24.6133511849811,1.13202615254374,22.8009942174405,23.0056043184635,0.0260429457435739,2.60429457435739,0.148321788852622,14.8321788852622,0.00118470729533352,0.0378047556463382,0.210620942698392,0.520107099323492,33.828812985396,21.245434,20.17388232,107.678425,0.00602433,0.14909805,0.918684,1.045231,0,-1,327.177,330.113,1040.383,0,0,0
Mass lost (g),21.426935,25,371.492350633549,78.1194212174898,607.847221587062,0.0475544166666685,4.75544166666684,0.0289016226789613,1.09236801606537,1.16286764552084,25.0121719295766,1.23637422517181,23.1762557436629,23.3795071561048,0.0289058200450279,2.89058200450279,0.175796171746923,17.5796171746923,0.00137439980721816,0.0519469237893145,0.238485133666366,0.744660137505871,46.5147058208337,21.08394,20.0853982,111.224085,0.00672918,0.18469631,0.908391,1.045888,0,-1,327.259,330.129,1040.557,0,0,0
Average specific MLR (g/s·m²),5.95192638888889,26,371.40917971459,0,0,-0.0228036666666661,-2.28036666666661,0,0,1.53431841069491,24.2210000360491,1.35057022479251,22.4469970217968,22.6500599983837,0.030590496623581,3.0590496623581,0.205544330081227,20.5544330081227,0.00140501755489205,0.0657964618799929,0.240573584878697,0.984189496778402,59.0122465651889,21.132729,20.04940328,104.316854,0.00704549,0.22679127,0.8972,1.046539,0,-1,327.315,330.276,1040.77,0,0,0
Total smoke release (m²/m²),407.647019382268,27,362.529241284527,27.1236301047656,51.9488160419321,0.133658083333333,13.3658083333333,0.0102049598014681,0.581437652357397,1.90128762119447,22.7400488956801,0.326297934848017,21.0823693223435,21.2792618097158,0.00694337918360056,0.694337918360056,0.224311267984818,22.4311267984818,0.00136397536755794,0.0777138421919226,0.236912426593863,1.22293250251468,70.4180600442397,21.071191,20.00542717,91.984568,0.0072495,0.27292332,1.008959,1.047197,0,-1,327.437,330.495,1041.282,0,0,0
Total smoke production (m²),4.07647019382268,28,370.45198264258,14.444505865343,47.5479103170755,0.256465666666668,25.6465666666668,0.00567954050069616,0.359012044870817,2.26777823315802,22.4622430430614,0.57832591448901,20.8772206120323,21.0856996246663,0.0121944065180757,1.21944065180757,0.233880160835656,23.3880160835656,0.00145660714087139,0.0920742634291579,0.244071699970709,1.46342456579697,80.9920797556437,20.869798,19.96491565,89.97668,0.00775263,0.31777845,0.981379,1.048261,0,-1,328.261,331.539,1041.757,0,0,0
MARHE (kW/m²),224.386482908398,29,379.112207132499,13.3963567440762,40.6524322699941,0.282996500000002,28.2996500000002,0.00559853248318946,0.387963746588898,2.64256032804556,22.8045639757712,0.535132489812543,21.2667344741411,21.4984069700673,0.0115044960488954,1.15044960488954,0.245729612119141,24.5729612119141,0.00158436509787894,0.109792382411546,0.252107091888027,1.71151396172634,91.1227699326056,20.584389,19.94778593,93.052221,0.00823127,0.36486083,0.986641,1.048705,0,-1,329.366,332.954,1042.143,0,0,0
,,30,346.556362900727,12.2597354556759,31.3745901718755,0.282678499999999,28.2678499999999,0.00559535608258744,0.418059783455941,3.00539461306218,20.9928464539544,0.446039435276849,19.6593945766606,19.883717417039,0.0088689220879005,0.88689220879005,0.255916321187539,25.5916321187539,0.00158168686439169,0.11817651249765,0.233082216016538,1.95410861567862,100.179820435406,20.315901,19.94345761,79.185494,0.00883807,0.41848842,0.997077,1.049088,0,-1,330.749,334.523,1042.507,0,0,0
Test Averages,,31,359.045598280279,16.1446689615191,38.5936137288089,0.222392666666666,22.2392666666666,0.0079041191905495,0.648422869596507,3.35819559365268,22.1563188829646,0.407007424329853,20.8223619155871,21.0879118177882,0.00858293667345306,0.858293667345306,0.264642250568216,26.4642250568216,0.00175781814443747,0.144204491097219,0.244646411405961,2.19297292938987,108.328890117828,20.035973,19.94898803,88.518034,0.00925096,0.47634463,1.00204,1.049629,0,-1,331.919,336.152,1042.848,0,0,0
HRR(60) (kW/m²),297.148069288604,32,361.083929685867,25.6476397535416,91.6667384287374,0.140786416666666,14.0786416666667,0.0131865465060991,1.18080012356806,3.71826035763575,22.6525084554997,0.59612121347674,21.3607688976634,21.649005838317,0.0129054316309026,1.29054316309026,0.275386434720394,27.5386434720394,0.00185648663080205,0.166240618196705,0.249118953898485,2.43985561204209,116.195636176117,19.874612,19.95300894,92.840473,0.00952166,0.53098214,0.981198,1.050196,0,-1,333.043,337.537,1043.223,0,0,0
HRR(120) (kW/m²),212.450881289144,33,355.83190538899,18.903181080221,73.5609597275187,0.188239166666667,18.8239166666667,0.0101480588475354,0.98044778551062,4.07671827517318,22.6816720932948,0.635997545862242,21.4581416747458,21.7721811167297,0.0138470537583083,1.38470537583083,0.288762677415,28.8762677414999,0.00191026214074436,0.184558674104698,0.248513170243599,2.68867167411313,123.53691742949,19.722789,19.95670626,93.383756,0.00975592,0.58351069,0.97685,1.050306,0,-1,334.131,339.021,1043.402,0,0,0
HRR(180) (kW/m²),158.154284239037,34,337.119710350392,15.1038112537376,66.8827927329222,0.22320175,22.320175,0.00863577902768372,0.89201301800238,4.42319408304287,21.9449117476154,0.70583988607432,20.82555848357,21.1497772758391,0.0149283563828755,1.49283563828755,0.303150382485591,30.3150382485591,0.00192752099159231,0.199098866640913,0.238985795481871,2.93242115697587,130.093943618908,19.499866,19.96270757,87.686888,0.01012962,0.64509344,0.969881,1.051149,0,-1,335.168,340.386,1043.531,0,0,0
HRR(240) (kW/m²),128.21910157006,35,329.01468044098,19.6580809893319,89.844389231149,0.167368666666665,16.7368666666665,0.0119298744786384,1.31821511252121,4.75626127843856,21.9601228942071,0.707501766583488,20.9105655006578,21.2538488853708,0.0150371356330983,1.50371356330983,0.318133128493578,31.8133128493578,0.00199668718499038,0.220627905762523,0.237084586480524,3.17045634795706,135.893179383959,19.296875,19.97122659,88.105842,0.01044901,0.70919848,0.96976,1.051217,0,-1,336.303,341.824,1043.6,0,0,0
HRR(300) (kW/m²),109.31545756026,36,324.16269621331,16.9470546379722,74.354954184654,0.191279666666666,19.1279666666666,0.010875387082012,1.29135161331316,5.0828499667657,22.5983682390781,0.6477119748267,21.5787723951358,21.9582027262368,0.0142225908514559,1.42225908514559,0.332762991735855,33.2762991735855,0.00208024041591823,0.247009306144003,0.237900015474924,3.40794864893479,141.190276854603,19.145721,19.99555946,93.563827,0.01056579,0.7673521,0.976934,1.0518,0,-1,337.248,343.178,1043.591,0,0,0
HRR(360) (kW/m²),95.7005815023632,37,302.192922698058,10.5822630078934,44.6667889559546,0.285565499999999,28.5565499999999,0.00726314418834981,0.892149468440078,5.39602777622139,22.0458517853847,0.593724892765393,21.1026189253716,21.4835087378454,0.0127552939216016,1.27552939216016,0.346251934122384,34.6251934122384,0.0020741034017182,0.254767109029825,0.225363524475927,3.63958041891021,145.838588546524,18.898053,20.0231496,89.262162,0.01077556,0.80853851,0.983138,1.051985,0,-1,338.072,344.174,1043.585,0,0,0
EHC(60) (MJ/kg),15.352745732127,38,279.794461634197,10.9842457868858,52.9122577523821,0.254723416666665,25.4723416666665,0.00792523866627424,0.984541102364417,5.68702146838752,21.2348073630051,0.648269139242473,20.3968607733471,20.7907337591043,0.013477991078234,1.3477991078234,0.359368576622302,35.9368576622302,0.00201874387097214,0.250785673443029,0.210846335199498,3.85768534874793,149.658459694408,18.604646,20.04968919,83.102831,0.01087755,0.82524677,0.97781,1.05281,0,-1,339.246,345.797,1043.426,0,0,0
EHC(120) (MJ/kg),15.2069749672287,39,272.299897336928,13.1332930391958,61.5422418382337,0.207335583333334,20.7335583333334,0.0098784726782546,1.2340479008041,5.96306864787308,21.520225407374,0.603495935110236,20.7297546097361,21.1433016675424,0.0127598966111713,1.27598966111713,0.372487520467005,37.2487520467005,0.00204815889518832,0.255862041374494,0.206930418356392,4.06657372552587,152.89919609931,18.395061,20.07807911,85.594358,0.01088851,0.83046246,0.982935,1.05294,0,-1,340.21,346.997,1043.323,0,0,0
EHC(180) (MJ/kg),16.0738322440497,40,260.239573771688,12.3862805648983,77.3420946946752,0.210103083333334,21.0103083333334,0.00965061810897139,1.20293002946676,6.22933838342738,21.2993185713152,0.773691022418083,20.5764244827177,21.0029741795672,0.01624981256681,1.624981256681,0.386992375055995,38.6992375055995,0.0020276246207674,0.252739308225225,0.198975624756747,4.26952674708244,155.733459585685,18.178466,20.10285693,84.089115,0.01089089,0.82892903,0.964619,1.053564,0,-1,341.196,348.269,1043.141,0,0,0
EHC(240) (MJ/kg),16.5613123298138,41,254.54279766244,12.994219828931,77.4734174414195,0.195889249999999,19.5889249999999,0.0104475877457697,1.29664879240601,6.48672956914445,21.5067008340838,0.713284231631586,20.8266403736907,21.2765247912771,0.0151762096375365,1.51762096375365,0.402705386158169,40.2705386158169,0.00204657012782799,0.253999559457818,0.195625073481156,4.46682709620139,158.212916320596,17.97664,20.12511162,85.940361,0.01088706,0.82525531,0.971918,1.054251,0,-1,342.015,349.403,1042.909,0,0,0
EHC(300) (MJ/kg),17.0006786702849,42,255.489125195954,11.7100605479116,62.516410533056,0.218179166666665,21.8179166666665,0.00956541112866046,1.1783699556573,6.74174553057365,21.9350079991875,0.626656501591544,21.2966169033737,21.7659568175735,0.0136397783530932,1.36397783530932,0.417113380153483,41.7113380153483,0.00208697342887518,0.257095774950345,0.196672637553139,4.66297595171854,160.517750727944,17.778515,20.13686503,89.629831,0.01088539,0.81936822,0.981912,1.054625,0,-1,342.904,350.461,1042.758,0,0,0
EHC(360) (MJ/kg),17.412935895469,43,250.808393413301,11.7521491623305,65.6459053917009,0.213414916666667,21.3414916666667,0.00961587767824803,1.17857829067014,6.99489428987827,21.7342752928893,0.647725961822141,21.1454799977353,21.6292325063924,0.0140098154286777,1.40098154286777,0.430938177044369,43.0938177044369,0.00205217173338017,0.251526187688511,0.192938242474187,4.8577813917322,162.671960229727,17.546124,20.14492174,88.179346,0.01081068,0.80962776,0.979822,1.054911,0,-1,343.615,351.476,1042.522,0,0,0
MLR(60) (g/s),0.194289415277778,44,253.379629958308,12.1143994347899,63.5941134282439,0.209155750000002,20.9155750000002,0.00977054895384633,1.19421240426029,7.24698830156408,21.8692806949575,0.609651123390598,21.3217823334404,21.817518215492,0.0133010744896695,1.33010744896695,0.444593622003543,44.4593622003543,0.00204356649435346,0.249776391072366,0.194267944321759,5.05138448513018,164.704279581002,17.352488,20.14437856,89.466854,0.01070972,0.79966051,0.984462,1.055316,0,-1,344.341,352.347,1042.345,0,0,0
MLR(120) (g/s),0.140085704166667,45,249.116333490429,12.1714856971829,59.7808499733959,0.204672083333334,20.4672083333334,0.00978895590115603,1.18319385370157,7.49823628328845,21.4744788363406,0.569603428294699,20.9776629712265,21.4806837524195,0.0122354711074924,1.22354711074924,0.457361894802124,45.7361894802124,0.00200352599794773,0.242166751024296,0.190494728019554,5.24376582130083,166.627472961965,17.129403,20.1455003,86.433858,0.01069456,0.79015882,0.989187,1.055551,0,-1,345.012,353.285,1042.138,0,0,0
MLR(180) (g/s),0.0986891689814814,46,252.286095323566,17.8096140736578,88.3348125412606,0.141657249999999,14.1657249999999,0.0140916001546309,1.69703531634113,7.74893749769544,21.6279707488756,0.577220275843349,21.1625090830062,21.6784945843732,0.0125132666238604,1.25132666238604,0.4697362636678,46.97362636678,0.00199617732600458,0.240397356065764,0.192193251791457,5.43510981120634,168.455162993379,16.954616,20.14409022,87.818718,0.01059096,0.77950791,0.988776,1.056029,0,-1,345.582,354.008,1041.934,0,0,0
MLR(240) (g/s),0.0775485947916667,47,255.600648789318,13.1968721421664,61.2260593798164,0.19368275,19.368275,0.0104115743784831,1.23671114370238,8.00288086975189,21.8828987238973,0.539484429896445,21.4506751203712,21.9810450407668,0.0118584315523461,1.18584315523461,0.481922112755903,48.1922112755903,0.00201654235745414,0.239529615267923,0.194122549088559,5.62826771164635,170.274061058551,16.819213,20.14548032,90.06374,0.01057601,0.76837666,0.993508,1.056528,0,-1,346.207,354.767,1041.703,0,0,0
MLR(300) (g/s),0.0643990372222222,48,259.066661721372,11.1201248962907,56.5427273202006,0.232970999999999,23.2970999999999,0.00871688138723482,1.03189414959168,8.26021452500723,22.2145879757361,0.589248141135919,21.8024189163984,22.35529449634,0.0131728157265144,1.31728157265144,0.494437736395334,49.4437736395333,0.00203078057366547,0.240401411924521,0.19639783517499,5.82352790377812,172.087802604317,16.570855,20.1481985,92.92811,0.01050001,0.76020355,0.987783,1.056416,0,-1,346.63,355.42,1041.518,0,0,0
MLR(360) (g/s),0.0550701917824074,49,256.442562350951,17.3776501386424,121.089911652109,0.147570333333334,14.7570333333334,0.0132972133510792,1.57072054692879,8.51796913704339,21.6924115699365,0.817240981259883,21.3234047305871,21.8653726814554,0.0178692786258056,1.78692786258056,0.509958783571493,50.9958783571494,0.00196227420662322,0.231791754683798,0.193488530355318,6.01847108654328,173.83610483762,16.383508,20.14107496,88.750038,0.010401,0.7512272,0.963189,1.057238,0,-1,347.175,355.999,1041.399,0,0,0
SEA(60) (m²/kg),108.844736976148,50,265.688701184657,25.7986096302707,158.251043962432,0.102985666666669,10.2985666666669,0.0192985060133488,2.2767314200778,8.7790347688112,22.1735979566982,0.727817984417954,21.824908830081,22.3923970169558,0.0162975892631674,1.62975892631674,0.52704221751598,52.704221751598,0.00198746950745544,0.234470703117664,0.199620255255147,6.21502547934851,175.580695376224,16.264628,20.13356518,92.852322,0.01031551,0.74391795,0.973592,1.057818,0,-1,347.629,356.668,1041.249,0,0,0
SEA(120) (m²/kg),168.585104990612,51,254.226615933847,12.1758131673163,74.7475539360552,0.208796416666667,20.8796416666667,0.00894161473823055,1.05385945261248,9.03899242737045,21.0773186375172,0.73196791157213,20.7790500356937,21.3220021939566,0.0156070214164467,1.56070214164467,0.542994522855787,54.2994522855787,0.0018669771165564,0.220042077375782,0.190364088044276,6.41001765099822,177.235145634715,16.140241,20.13093185,84.032099,0.01020645,0.73506232,0.97362,1.058349,0,-1,348.185,357.283,1041.207,0,0,0
SEA(180) (m²/kg),192.324739956679,52,270.1948007056,10.3441829870495,65.2199712116366,0.261204583333332,26.1204583333332,0.00749859202624219,0.886646074068421,9.30120313569017,22.3264726570738,0.75275830938678,22.047634297049,22.6311090730108,0.0170357554053474,1.70357554053475,0.559315911266684,55.9315911266684,0.00195866660580124,0.231596018341176,0.201979700583977,6.60618954531235,178.869291070965,15.860547,20.12957931,94.446588,0.01011865,0.7306794,0.971886,1.058971,0,-1,348.772,358.002,1041.111,0,0,0
