Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g),Oxygen (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),APT (kPa),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Soot MFM (g/s),Spare TC (K),HFM (kW/m²)
,,201,42.8715388726154,0,0,-0.0308915,-3.08915,0,0,29.4586628652745,23.5750396549224,0.320380314657695,22.903469027812,23.1860227095775,0.0074283452513549,0.74283452513549,3.55698559050823,355.698559050823,0.00423227338144032,0.0359925264839669,0.0334264545625334,21.9489173601009,146.560511767535,3.285374,20.82008531,103.599548,0.01961054,0.14849106,0.983426,1.020008,0,-1,343.122,347.355,1041.493,0,0,0
,,202,44.0228744208533,0,0,-0.0102492499999999,-1.02492499999999,0,0,29.5021100719213,24.2193709987887,0.248293648944,23.5264283384077,23.8137558112795,0.00591280432544397,0.591280432544397,3.56365616529663,356.365616529663,0.0043248328730306,0.0365545196486112,0.0342545071816518,21.982757840973,146.050049860996,3.316214,20.82040495,109.32589,0.01951186,0.14734513,0.99053,1.018968,0,-1,343.078,347.268,1041.465,0,0,0
,,203,42.9599926334473,0,0,-0.00372408333333329,-0.372408333333329,0,0,29.5456015054484,23.547833735789,0.186206241672093,22.862503355094,23.1428641167304,0.00430934574870431,0.430934574870431,3.5687672403337,356.87672403337,0.00420168100120628,0.0355257552334041,0.0333976541323288,22.01658392163,145.544835002209,3.308312,20.82004774,103.294906,0.01949765,0.14730263,0.99765,1.019054,0,-1,342.904,347.109,1041.475,0,0,0
,,204,42.6760180069716,0,0,-0.04252875,-4.252875,0,0,29.5884195107686,23.6425811301461,0.304513784742664,22.9530874739221,23.2271457973685,0.00707298607552634,0.707298607552634,3.57445840624582,357.445840624582,0.00419687711386193,0.0356634089650747,0.0332432056072411,22.0499043514998,145.041272111611,3.332792,20.82115349,104.121439,0.0194027,0.14728791,0.983463,1.018203,0,-1,342.883,346.977,1041.477,0,0,0
,,205,41.7625775507541,0,0,-0.00137158333333343,-0.137158333333343,0,0,29.6306388085475,23.6077898201283,0.344503505370565,22.9090838191724,23.1856799410285,0.0079875480140843,0.798754801408429,3.58198867329062,358.198867329062,0.00418623547460595,0.0352880088197313,0.0326231746520513,22.0828375416294,144.53970150511,3.373309,20.82334316,103.7689,0.01938314,0.14638772,0.978185,1.017366,0,-1,342.73,346.868,1041.462,0,0,0
,,206,40.8363848470212,5.07419280454794,79.6196843981939,0.0804785833333334,8.04785833333334,0.0509218240980219,0.426466822600729,29.6719382897464,23.2025311943891,0.281312318670455,22.5114834937365,22.777813058802,0.00640767940581375,0.640767940581375,3.58918628700057,358.918628700057,0.004098116264158,0.0343214457215746,0.0318740068730548,22.115086132392,144.038535387118,3.325845,20.82408103,100.217518,0.01931069,0.14536437,0.984554,1.01664,0,-1,342.664,346.718,1041.503,0,0,0
,,207,41.9302830626154,6.15729153385942,105.517520075379,0.0680985833333334,6.80985833333334,0.0607498221089737,0.511542627385008,29.7133216237012,23.7940374434502,0.30769154746156,23.0798483773128,23.3532370104434,0.00718559363397991,0.718559363397991,3.59598292352047,359.598292352047,0.00413697682337313,0.0348353282395303,0.0326383068170704,22.147342289237,143.542616539619,3.236277,20.82426465,105.367155,0.01902555,0.14436568,0.980916,1.015934,0,-1,342.582,346.64,1041.472,0,0,0
,,208,41.5842037311315,51.8425478960651,632.961705093617,0.00802125000000005,0.802125000000005,0.509842454075129,4.25880003347626,29.7550788670981,23.5623132741179,0.219658589537746,22.8474073848903,23.1137971324802,0.00507714407698221,0.507714407698221,3.60211429237595,360.211429237595,0.00408957378475016,0.0341608997685217,0.0323049043018347,22.1798138947965,143.053263784125,3.202279,20.82432437,103.290175,0.01899433,0.14342952,0.990999,1.016128,0,-1,342.467,346.46,1041.488,0,0,0
,,209,41.8976426613011,14.6851686037386,223.446565934509,0.0285305833333332,2.85305833333332,0.142711483514391,1.20235323396668,29.7968197902943,23.6940225258994,0.274304881058011,22.9741141299129,23.2407853821362,0.00637506086994165,0.637506086994165,3.60784039484941,360.784039484941,0.00407164187303093,0.034303839137789,0.0325116866672306,22.212222190281,142.568515743035,3.201964,20.82422427,104.443576,0.01881631,0.14329616,0.984076,1.015335,0,-1,342.452,346.427,1041.481,0,0,0
,,210,42.2488937668116,11.2198218768297,226.058816872668,0.0376555833333333,3.76555833333333,0.108738602620175,0.907624232389159,29.8388930585083,23.8537019983506,0.363951516221023,23.1192163258487,23.3887653645988,0.00851237661698348,0.851237661698348,3.61528411359287,361.528411359287,0.00409461551251421,0.0341771199180827,0.0327168940593659,22.2448364806443,142.089966945278,3.147596,20.824277,105.811546,0.01879695,0.14230874,0.973887,1.015144,0,-1,342.308,346.299,1041.469,0,0,0
,,211,42.0902493392244,0,0,-0.0167480833333331,-1.67480833333331,0,0,29.8810626300614,23.6780834171837,0.273028612562521,22.9463906259236,23.2071168767503,0.0063362069224354,0.63362069224354,3.62270840536258,362.270840536258,0.0040643185116713,0.0339183695559791,0.0325681172465973,22.2774789862973,141.616410569011,3.14118,20.82392495,104.247366,0.01879629,0.14228893,0.983466,1.014558,0,-1,342.269,346.158,1041.477,0,0,0
,,212,42.719188038484,0,0,-0.0138014166666666,-1.38014166666666,0,0,29.9234673487502,23.6609321287815,0.268065685478749,22.9204572565579,23.1847462808385,0.00621503490442384,0.621503490442384,3.62898402627601,362.898402627601,0.00406101297147744,0.0338743212821197,0.032944857218369,22.3102354735298,141.148430890331,3.167874,20.82239351,104.054122,0.01879471,0.14223475,0.98359,1.014112,0,-1,342.13,346.075,1041.469,0,0,0
,,213,42.0161350554523,59.0681155445822,871.827691501911,0.00711316666666643,0.711316666666643,0.564590501476215,4.73680821431278,29.9658350102972,23.5208315203683,0.269223360552241,22.7780148619294,23.0346120839866,0.00620145567426814,0.620145567426813,3.63519227156536,363.519227156536,0.00401602633541709,0.0336937062964414,0.0324691981472406,22.3429425012126,140.684671409846,3.163211,20.82347327,102.795169,0.01870265,0.1422906,0.983242,1.013887,0,-1,342.029,345.882,1041.513,0,0,0
,,214,41.0398641123701,58.4731450255204,1003.89236182692,0.00701858333333335,0.701858333333335,0.563730237127129,4.66883892379948,30.0073630098811,23.0660940811027,0.311955996133173,22.3334587993115,22.5862053831822,0.00704590219917903,0.704590219917903,3.64181595050208,364.181595050208,0.00395658764679652,0.032768635056597,0.0317068157012057,22.3750305081368,140.22132247608,3.158227,20.82400162,98.840335,0.01878426,0.14150982,0.97738,1.012764,0,-1,341.965,345.835,1041.492,0,0,0
,,215,42.4051321440635,0,0,0.00125500000000015,0.125500000000015,3.26174910371294,26.8220074143666,30.0490855080093,23.7237292985247,0.346503735727151,22.9624140603939,23.2202843703197,0.00804591527896257,0.804591527896257,3.64936185924115,364.936185924115,0.00409349512516024,0.0336616193050342,0.0327334431738999,22.4072506375743,139.763188409346,3.149362,20.82353372,104.521267,0.01888931,0.14139531,0.972799,1.011995,0,-1,341.849,345.688,1041.509,0,0,0
,,216,42.0047752702259,6.57469192125759,102.445294560687,0.0638885833333334,6.38885833333334,0.0640238742090323,0.526089742189934,30.0912904617165,23.6832877834867,0.282412683777748,22.9220633281336,23.1756047607236,0.00654508473864832,0.654508473864832,3.65665735924996,365.665735924996,0.00409039462272661,0.0336111283347135,0.0324795098609519,22.4398571140918,139.311529915354,3.141305,20.82429095,104.159734,0.01890624,0.14141446,0.979189,1.011227,0,-1,341.831,345.612,1041.516,0,0,0
,,217,42.4141452290183,11.2955787663389,156.04130810826,0.0375493333333334,3.75493333333334,0.110639584577273,0.904841031991489,30.1334999219661,23.9514997972492,0.250039134511859,23.1733131305416,23.4333201615227,0.00585924709192643,0.585924709192643,3.66285952516525,366.285952516525,0.00415444264115357,0.0339761775239258,0.0328113717182186,22.4725025548814,138.864054939936,3.042895,20.82442687,106.493967,0.01898276,0.14137161,0.982929,1.01135,0,-1,341.708,345.542,1041.498,0,0,0
,,218,41.3855104631564,0,0,-0.0178035833333335,-1.78035833333335,0,0,30.1753997498122,23.4673012808464,0.211388382723881,22.7029193632884,22.9508262938999,0.00485153805244423,0.485153805244423,3.66821491773743,366.821491773743,0.00405574414409531,0.0332749552448886,0.0320353597241226,22.5049259206025,138.419264907395,3.073154,20.82486157,102.223093,0.01891793,0.14133132,0.986512,1.010574,0,-1,341.679,345.41,1041.517,0,0,0
,,219,42.0739952635777,13.6409747805594,175.782506582823,0.0308438333333333,3.08438333333333,0.132640066384297,1.08388269314571,30.2171295026755,23.8174444462155,0.232783740207765,23.0349813713779,23.2911728762372,0.00542180633595616,0.542180633595616,3.67335158993163,367.335158993163,0.00409112810087953,0.0334310971402706,0.0324952595577767,22.5371912302435,137.97776028619,3.054746,20.82493029,105.265774,0.01880883,0.14039093,0.984137,1.010603,0,-1,341.58,345.379,1041.505,0,0,0
,,220,41.6510338766922,12.8270826559026,208.112472548295,0.0324711666666667,3.24711666666667,0.128045736970199,1.04611667822551,30.2589920172457,24.2186480489683,0.285450637620188,23.4190272179893,23.6736370178276,0.00675765478152779,0.675765478152779,3.67944132049037,367.944132049037,0.00415779446611551,0.0339686290114404,0.0323455730885775,22.5696116465667,137.540872805662,3.02247,20.82753547,108.823555,0.01879923,0.14032133,0.977276,1.009601,0,-1,341.522,345.235,1041.514,0,0,0
,,221,39.3511205520219,0,0,-0.0408394166666665,-4.08394166666665,0,0,30.29949309446,23.3583929274007,0.280038295597314,22.584529444682,22.8295663180532,0.00639315284093345,0.639315284093345,3.6860167243016,368.60167243016,0.00400995675506312,0.0324423796055991,0.0306462340325368,22.6011075501272,137.101778707964,3.007549,20.82966831,101.218097,0.01879856,0.13942068,0.977792,1.009511,0,-1,341.482,345.187,1041.488,0,0,0
,,222,38.6939286702729,0,0,-0.0372856666666666,-3.72856666666666,0,0,30.3385156190712,23.3538201809647,0.239740454401112,22.5710492244073,22.8165671191186,0.00547005416901098,0.547005416901098,3.69194832780658,369.194832780658,0.00398574183096713,0.0324400988338555,0.0302343691318227,22.6315478517094,136.659980266086,3.085232,20.83124134,101.137879,0.01869482,0.13943215,0.981582,1.008779,0,-1,341.345,345.058,1041.46,0,0,0
,,223,39.0394472141519,12.556914510824,167.288661637599,0.0310900000000002,3.10900000000002,0.131394443671279,1.07480044616461,30.3773823070134,24.0530849620362,0.221393598813814,23.2457183562283,23.492117740436,0.00520100449031298,0.520100449031298,3.69728385713624,369.728385713624,0.00408505325374008,0.0334155458712579,0.0306351149063739,22.6619825937285,136.22144532293,3.066769,20.83313995,107.279791,0.01860871,0.13944342,0.983409,1.008545,0,-1,341.328,344.946,1041.489,0,0,0
,,224,38.1592206734963,0,0,-0.0125423333333335,-1.25423333333335,0,0,30.4159816409572,23.6114797210719,0.211172943968617,22.8105793761247,23.0574021152468,0.00486909948494487,0.486909948494487,3.70231890912387,370.231890912387,0.00400800045892421,0.0327839060100133,0.029969124933652,22.6922847136485,135.785632325702,3.048802,20.83353687,103.338864,0.01859972,0.13939285,0.983919,1.007893,0,-1,341.203,344.895,1041.461,0,0,0
,,225,38.5282684588853,0,0,-0.0426443333333335,-4.26443333333335,0,0,30.4543253855234,23.9376350902006,0.350832219285801,23.1221471723282,23.3668894519618,0.00819785768423774,0.819785768423774,3.70885238770846,370.885238770846,0.00406417954071822,0.0329088925230239,0.0302370053306033,22.7223877787806,135.352557268993,3.089189,20.83408929,106.197322,0.01860324,0.13849145,0.967126,1.00659,0,-1,341.151,344.762,1041.462,0,0,0
,,226,38.5837572600709,0,1829.48655306426,0.00336941666666668,0.336941666666668,1.21027518388979,9.87854674853009,30.4928813983829,24.264898976371,0.260262134246797,23.4359261796832,23.684976307356,0.0061643024833373,0.61643024833373,3.71603346779224,371.603346779224,0.00407792137585134,0.0332849400569432,0.030334514319103,22.7526735386055,134.924253975145,3.114084,20.83526758,109.110054,0.01842502,0.13829111,0.976841,1.006258,0,-1,341.117,344.742,1041.434,0,0,0
,,227,38.7669876537465,5.60888651316253,64.2766087602536,0.0691170833333335,6.91170833333335,0.0580235394378434,0.468994172097165,30.5315567708398,23.8970605314757,0.190537670791892,23.0730085624896,23.3161857474305,0.00444261172406652,0.444261172406652,3.72133692489595,372.133692489595,0.00401041781062038,0.0324155092756875,0.0302868347572161,22.7829842131436,134.500250091805,3.077293,20.83370643,105.792011,0.01840042,0.13728633,0.984839,1.006465,0,-1,341.004,344.598,1041.442,0,0,0
,,228,38.6475383791906,5.87231845428766,52.2830051825549,0.0658130833333335,6.58130833333335,0.0604521986900936,0.486102419288983,30.5702640338563,23.8023065249398,0.148181814985465,22.9810502406328,23.2208370327635,0.00344090577699659,0.344090577699659,3.72527868364648,372.527868364648,0.00397854559007436,0.0319918990292009,0.0301366399132723,22.8131959504789,134.08010541165,2.994067,20.83382091,104.95257,0.01833104,0.13647047,0.989539,1.006397,0,-1,340.997,344.555,1041.442,0,0,0
,,229,38.4000780076397,23.8377780469244,284.40540664281,0.0161089166666665,1.61089166666665,0.243560006970811,1.96895644512907,30.6087878420497,23.6200291149454,0.198883409222879,22.7948297154617,23.0359234742612,0.00458146299515841,0.458146299515841,3.72928986803256,372.928986803256,0.0039234878556255,0.03171775529488,0.0299214125591971,22.8432249767151,133.662829004584,2.958458,20.83376129,103.304905,0.01822339,0.13638925,0.983181,1.005727,0,-1,340.844,344.449,1041.433,0,0,0
,,230,38.1636406249243,36.0618365827595,557.483933101988,0.0105828333333332,1.05828333333332,0.366044047774047,2.95116597322909,30.6470697013659,23.5694868187784,0.256752900722303,22.7444515585366,22.9783559735143,0.00589975955002944,0.589975955002944,3.73453047930515,373.453047930515,0.00387378315025142,0.0312316976336877,0.0296833158134207,22.8730273409014,133.248129136374,2.953161,20.83442977,102.85603,0.01804216,0.13522159,0.97615,1.005144,0,-1,340.82,344.325,1041.465,0,0,0
,,231,38.3004935930474,0,0,-0.0300530833333332,-3.00530833333332,0,0,30.6853017684749,23.5451724057219,0.245552741174784,22.7139216970783,22.9512514259465,0.00563574270103284,0.563574270103284,3.74029823043068,374.029823043068,0.00386324958568002,0.0312037327540674,0.0297585460946799,22.9027482718555,132.836804192532,2.943352,20.83402285,102.612002,0.01801345,0.13523348,0.977579,1.005331,0,-1,340.714,344.274,1041.441,0,0,0
,,232,38.7539308892328,0,0,-0.0251212500000001,-2.51212500000001,0,0,30.7238289807161,23.8224133049183,0.191188623583284,22.9755739885737,23.2120559055151,0.00443788101911367,0.443788101911367,3.74533504229075,374.533504229075,0.0039076859194173,0.0311978839834456,0.030053399212285,22.932654244509,132.430297330673,3.000213,20.83423391,105.016197,0.01800888,0.13420231,0.98331,1.004977,0,-1,340.628,344.134,1041.45,0,0,0
,,233,38.9432798533662,6.55865646779674,90.7447778972209,0.0593769166666668,5.93769166666668,0.0661860984129769,0.52776483684169,30.7626775860874,23.9601736020589,0.230804454861652,23.1070803679795,23.3450654943737,0.00538814511513848,0.538814511513848,3.75024805535788,375.024805535788,0.00392992644995914,0.031337048736746,0.0301995347352605,22.9627807114827,132.028659167757,2.974237,20.83433839,106.228047,0.01800734,0.13408902,0.978586,1.004676,0,-1,340.608,344.116,1041.43,0,0,0
,,234,38.9174913828597,5.14961005590922,79.0618591093944,0.0755736666666665,7.55736666666665,0.0515583796407093,0.407540264358376,30.8016079717055,23.753601036107,0.258242598937082,22.9010026514605,23.1371377571834,0.00597499458638033,0.597499458638033,3.75592962520864,375.592962520864,0.00389645579684041,0.030799312091865,0.0300883174512168,22.992924637576,131.630803297887,2.898786,20.83377006,104.372988,0.01800913,0.13334772,0.975691,1.004842,0,-1,340.506,344.017,1041.447,0,0,0
,,235,37.7807411151239,27.3210896271258,485.865335166835,0.0138284166666666,1.38284166666666,0.275595732100915,2.1658605968136,30.8399570879545,23.1207414600097,0.298375563623759,22.292429714903,22.5177565380278,0.00671874829857663,0.671874829857663,3.76227649665112,376.227649665112,0.00381105261504649,0.0299504227746538,0.0292285433583415,23.0225830679808,131.233859948742,2.844459,20.83399767,98.892493,0.01809146,0.13326713,0.970551,1.004132,0,-1,340.53,343.972,1041.444,0,0,0
,,236,38.2798790050107,0,0,-0.0400465833333333,-4.00465833333333,0,0,30.8779873980146,23.5103913067931,0.287825016219701,22.66039837515,22.894714831819,0.00658967166781374,0.658967166781374,3.76893070663431,376.893070663431,0.00386007108062744,0.0304763994821407,0.0296342136950143,23.0520144465074,130.838929652604,2.868873,20.83433228,102.218984,0.01802457,0.13332655,0.970821,1.003204,0,-1,340.414,343.934,1041.453,0,0,0
,,237,39.1706593908224,0,0,-0.00400616666666664,-0.400616666666664,0,0,30.9167126672125,24.201241469517,0.194929379771089,23.3249696510442,23.5599358548175,0.00459252368362621,0.459252368362621,3.77452180431003,377.452180431003,0.00398752296114366,0.0313749788654673,0.0303678309992987,23.0820154688546,130.450264418618,2.900874,20.83484534,108.308588,0.01808449,0.1333348,0.980922,1.002964,0,-1,340.395,343.824,1041.393,0,0,0
,,238,37.5397164407281,6.1737539098645,98.7802099568085,0.0608053333333334,6.08053333333334,0.0648091900673167,0.502142014414179,30.9550678551282,23.7690711279356,0.259566747520363,22.9054860305799,23.1399578356592,0.0060063635931604,0.60063635931604,3.77982124794843,377.982124794843,0.00394074440510655,0.0305329125671257,0.0292227237665051,23.1118107462375,130.063310315665,2.869547,20.83714089,104.46141,0.01819076,0.13255459,0.974003,1.003255,0,-1,340.351,343.835,1041.339,0,0,0
,,239,37.3087692593997,11.3799446670394,197.619254574095,0.0327846666666666,3.27846666666666,0.120733610868748,0.932887045162716,30.9924920979783,23.8547625657252,0.279079180288201,22.9836738563976,23.2152086065188,0.00647888138812684,0.647888138812684,3.78606387043907,378.606387043907,0.00395821118779493,0.0305843908133112,0.0290964612912785,23.1409703387664,129.675699154721,2.801777,20.83801972,105.195875,0.01820489,0.13239293,0.971462,1.002866,0,-1,340.286,343.714,1041.4,0,0,0
,,240,37.255367144469,0,1482.84961978898,0.00423699999999997,0.423699999999997,0.93378096549338,7.21478536421212,31.0297741661802,23.841943295833,0.270779116967121,22.9738879246891,23.2028005313598,0.00628283383904587,0.628283383904587,3.79244472805266,379.244472805266,0.00395642995079543,0.0305690455881665,0.0290607298050537,23.1700489343145,129.290725692418,2.805761,20.83809601,105.094578,0.01820639,0.13239594,0.971477,1.001933,0,-1,340.324,343.715,1041.415,0,0,0
,,241,37.3828293464873,24.6120478947171,399.300051261298,0.0151888333333332,1.51888333333332,0.259753665723409,2.01933455206533,31.0670932644257,23.9136632860147,0.260663373215126,23.0350747269799,23.2671811685407,0.00606490192859928,0.606490192859928,3.79861859593648,379.861859593648,0.00394535513639522,0.0306713359555614,0.0291500826006851,23.1991543405174,128.909100682264,2.784002,20.83808869,105.69146,0.01810704,0.13242438,0.972331,1.001658,0,-1,340.207,343.635,1041.454,0,0,0
,,242,37.2221694229824,50.2973968893392,543.828120764974,0.00740041666666687,0.740041666666687,0.534377463533419,4.13555575181279,31.1043957638105,23.849984062472,0.173474532025195,22.9736000222357,23.1996860964394,0.00402455468871124,0.402455468871123,3.80366332424513,380.366332424513,0.00395461588742388,0.0306048357116454,0.0290451716970499,23.2282519676663,128.530561007481,2.778191,20.83819225,105.128704,0.01819274,0.13246625,0.982229,1.001847,0,-1,340.205,343.553,1041.561,0,0,0
,,243,36.413502332506,13.8007039283334,174.376888444769,0.02638525,2.638525,0.147623591518744,1.14801138294053,31.1412135996882,23.6147117561148,0.200309379028727,22.7411559166892,22.9693577911671,0.00460097779583734,0.460097779583734,3.80797609048741,380.797609048741,0.00389508536811994,0.0302905673417315,0.0284787102295514,23.2570139086296,128.153142385548,2.763483,20.83926524,103.038457,0.01810289,0.1324318,0.97857,1.001173,0,-1,340.118,343.531,1041.501,0,0,0
,,244,36.3850441315721,17.1935076327103,268.952486137266,0.0211620833333335,2.11620833333335,0.185878581696151,1.43498784695023,31.1776128729202,23.967301833662,0.244218673059878,23.0788028714583,23.3053224515251,0.00569159492434405,0.569159492434405,3.8131223768475,381.31223768475,0.00393357803573578,0.0303673323994816,0.0284893143897274,23.2854979209392,127.777101938198,2.730414,20.84083103,106.129614,0.01801805,0.13140073,0.973714,1.001204,0,-1,340.09,343.428,1041.511,0,0,0
,,245,35.7157817943612,11.296177009426,171.41561426429,0.0316175833333335,3.16175833333335,0.122133369880895,0.937437928156893,31.2136632858832,23.4276096215441,0.237916859403524,22.5563317724903,22.7800059324231,0.00541974746863575,0.541974746863574,3.81867804804399,381.867804804399,0.00386156199999005,0.0296395218133281,0.0279393962030989,23.3137122762356,127.402707289319,2.718409,20.84047713,101.391282,0.01809114,0.13127712,0.973569,1.000336,0,-1,340.048,343.42,1041.486,0,0,0
,,246,36.4341204042686,14.0378694766807,183.320066562401,0.0259541666666668,2.59541666666668,0.150397965296662,1.15488993599632,31.2497382369825,23.6800255427248,0.206699463677196,22.7926555435312,23.0185384918826,0.00475791956090502,0.475791956090502,3.82376688155876,382.376688155876,0.00390345385763714,0.0299742058805048,0.0284468225269075,23.3419053856006,127.031456247896,2.671544,20.8396882,103.557428,0.01809239,0.13131975,0.977329,1.000632,0,-1,339.948,343.317,1041.477,0,0,0
,,247,36.1385137176602,0,0,-0.00684258333333336,-0.684258333333336,0,0,31.2860245540435,23.6630815453549,0.16723139936439,22.7773514871075,22.9987178396617,0.00384610776791339,0.384610776791339,3.82806889522317,382.806889522317,0.00388438088182808,0.0295653639629577,0.0281964338373644,23.3702270137828,126.664067020419,2.671934,20.8405681,103.413845,0.01802125,0.13024235,0.981594,1.000487,0,-1,339.963,343.267,1041.487,0,0,0
,,248,35.2624582504698,11.2446752554573,135.558464518694,0.0313592499999998,3.13592499999998,0.122618034582264,0.939029616138021,31.3217250400275,23.5690862807078,0.185621632282663,22.6777988108262,22.9014890461927,0.00425101177845781,0.425101177845781,3.83211745499635,383.211745499635,0.00384520960097384,0.0294472644898761,0.0276270527210438,23.398138757062,126.297278387208,2.670064,20.84232459,102.552867,0.01791709,0.13024051,0.97941,1.000356,0,-1,339.827,343.179,1041.388,0,0,0
,,249,35.7725828059747,0,2260.46904365996,0.00262625000000005,0.262625000000005,1.4732570652234,11.2534036896206,31.3572425605558,23.8819596997569,0.255894764999751,22.9785701462953,23.1992116990664,0.00593655682591208,0.593655682591208,3.83721123929854,383.721123929854,0.00386914136754302,0.0295542514398668,0.0279657209361495,23.4259351438906,125.932701046409,2.624458,20.84243099,105.292424,0.0177997,0.12945813,0.970587,0.999318,0,-1,339.823,343.086,1041.479,0,0,0
,,250,35.9310556791928,0,0,-0.0458874166666665,-4.58874166666665,0,0,31.3930943797984,23.5351568164253,0.250291290775535,22.6394882514175,22.8617236339091,0.00572209031768466,0.572209031768466,3.84304056287034,384.304056287034,0.00381109137531463,0.0290754404631532,0.0279659178467635,23.453900963282,125.572377519193,2.668047,20.8408684,102.232237,0.01779151,0.12931933,0.971007,0.999112,0,-1,339.742,343.077,1041.49,0,0,0
,,251,36.7596156046261,12.8678224429489,206.537851430176,0.0285670833333334,2.85670833333334,0.134526781111372,1.02684530425854,31.4294397154403,23.737529133597,0.255962400569736,22.8307984472349,23.0509793632209,0.00590018401329347,0.590018401329347,3.84885170003583,384.885170003583,0.00384303776657366,0.0293339753771958,0.0285251146041119,23.4821464795075,125.216891296575,2.687313,20.83965307,103.982624,0.01778792,0.12934296,0.970293,0.999023,0,-1,339.692,342.968,1041.443,0,0,0
,,252,37.4672426685442,6.79869036528078,67.8664054585168,0.0551095,5.51095,0.0702991207832773,0.532927085588316,31.4665531445768,23.7811783025977,0.161949228253074,22.8732516340728,23.0941740936956,0.00374008367161613,0.374008367161613,3.85367183387828,385.367183387828,0.00387414939680602,0.0293693452232293,0.0289756447309104,23.510896859175,124.867274383241,2.622255,20.83813795,104.367538,0.01789247,0.12929157,0.980965,0.999244,0,-1,339.699,342.98,1041.594,0,0,0
,,253,37.7936245711703,0,0,-0.0146214166666667,-1.46214166666667,0,0,31.5041835781967,23.8579742995967,0.178692374178441,22.9405632069488,23.1640905231949,0.00413924633127402,0.413924633127402,3.85761149887973,385.761149887973,0.00388829134220677,0.0295008672714464,0.0292010392328176,23.5399852011569,124.522464735955,2.600927,20.83763783,105.012695,0.01789954,0.12939275,0.979211,0.999363,0,-1,339.602,342.911,1041.527,0,0,0
,,254,36.683229509591,0,0,-0.0275097500000002,-2.75097500000002,0,0,31.5414220052371,23.8294616705144,0.247801697311405,22.9151036215606,23.1345854476629,0.0057327895405266,0.573278954052659,3.86254751681563,386.254751681563,0.0038596336397733,0.0294881003701855,0.0285086348106055,23.5688400381786,124.178826792272,2.638273,20.84013529,104.77079,0.01779535,0.12945486,0.971095,0.998919,0,-1,339.631,342.884,1041.572,0,0,0
,,255,36.0114400813777,16.8728488476435,182.867046054018,0.0213428333333331,2.1342833333333,0.179797393034072,1.37228369989326,31.5777693400326,23.6989941645089,0.169639343925208,22.7827308500803,23.0070501086741,0.00390290088608984,0.390290088608984,3.86736536202894,386.736536202894,0.00383738579329398,0.0292884222928714,0.0280583082470488,23.5971235097074,123.834389568755,2.64,20.84125908,103.595253,0.01779048,0.1293487,0.980023,0.99916,0,-1,339.528,342.871,1041.437,0,0,0
,,256,35.9254416517471,11.1217964878404,126.028124727659,0.0323018333333333,3.23018333333333,0.119452734184643,0.912154307965262,31.6137377808991,23.8335532760841,0.175988290070272,22.9118176359,23.1318770052249,0.00407093948026536,0.407093948026536,3.87135228221211,387.135228221211,0.00385854231084329,0.0294642564301758,0.0280411950263491,23.6251732613441,123.491163206637,2.604722,20.84192909,104.773753,0.01778774,0.12937504,0.978916,0.998754,0,-1,339.524,342.785,1041.51,0,0,0
,,257,35.891054617831,0,0,-0.00389841666666635,-0.389841666666635,0,0,31.6496460290339,23.7826061625799,0.166901192648322,22.8597432997836,23.0839112442306,0.00385273231765009,0.385273231765009,3.87531411811107,387.531411811107,0.00387406000828644,0.0290199555336746,0.0279586700041555,23.6531731938593,123.150373653828,2.588633,20.84201504,104.312164,0.01789107,0.12831987,0.980379,0.999211,0,-1,339.478,342.807,1041.519,0,0,0
,,258,34.9738302178368,0,0,-0.0535719999999999,-5.35719999999999,0,0,31.6850784714518,23.3312213441981,0.187306404234384,22.4201268584136,22.637199605943,0.0042400924601252,0.42400924601252,3.87936053049996,387.936053049996,0.00377878749957838,0.0284308936998903,0.0272693215029812,23.6807871896129,122.810381672294,2.614959,20.84263073,100.364402,0.0177947,0.12821191,0.978152,0.999263,0,-1,339.391,342.677,1041.492,0,0,0
,,259,35.0677143226673,0,0,-0.0244786666666668,-2.44786666666668,0,0,31.720099243722,23.4538753928774,0.264143143942894,22.540315462858,22.7556738710119,0.00601075523882826,0.601075523882826,3.88448595434944,388.448595434944,0.0037974620753816,0.0285740811833614,0.0273562368251617,23.708099968777,122.471425651436,2.675115,20.84284855,101.432882,0.01778945,0.1281943,0.9697,0.999344,0,-1,339.426,342.669,1041.458,0,0,0
,,260,36.2451157094888,8.29380795271445,128.287563298548,0.0437014166666666,4.37014166666666,0.0879224720053224,0.662024579684392,31.7557556587381,23.734828557087,0.24348139497066,22.8031344411224,23.0257768053974,0.00560634825686123,0.560634825686123,3.89029450609728,389.029450609728,0.00384233658346793,0.0289314120003625,0.0281490936411669,23.7358526340102,122.137521764377,2.653714,20.84107466,103.844813,0.01778677,0.12823601,0.971623,0.99897,0,-1,339.319,342.632,1041.459,0,0,0
