Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g),Oxygen (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),APT (kPa),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Soot MFM (g/s),Spare TC (K),HFM (kW/m²)
SEA(300) (m²/kg),,54,25.0034986977612,0,0,-0.0310477500000001,-3.104775,0,0,8.4287530988955,23.6806540695767,0.200291903847898,23.0195517567574,23.4455827301045,0.00469596040183603,0.469596040183603,0.71735992130745,71.735992130745,0.00373932990596489,0.0274892424696856,0.0209754103759196,6.18877837614007,156.088020349917,0.290709,20.87004291,104.591097,0.01689197,0.12434519,0.977877,1.000462,0,-1,343.323,349.677,1041.749,0,0,0
SEA(360) (m²/kg),,55,25.3511687249397,8.74205864838474,177.172070304557,0.0289990833333334,2.89990833333334,0.129870348656807,0.956041972889648,8.45393043260685,24.1471442652161,0.215023012732054,23.4578406022711,23.8943151517621,0.00513782763110105,0.513782763110105,0.722276815323918,72.2276815323918,0.0037661210632278,0.0277243408419913,0.0212350536268224,6.20988360814145,153.707826047397,0.305642,20.8706185,108.682087,0.01669126,0.12351008,0.976163,1.000387,0,-1,343.101,349.485,1041.657,0,0,0
COY(60) (kg/kg),0.0387268942436971,56,24.5984705041082,7.36948180856375,107.265546695746,0.0333788333333334,3.33788333333334,0.108429542456213,0.790109219179416,8.47890525222138,23.6499023294839,0.15311012724126,22.9637441594049,23.3844675729676,0.0035803988055662,0.35803988055662,0.726635928542252,72.6635928542252,0.00361925162605553,0.0263729239421199,0.0205109117996654,6.23075659085469,151.409022361096,0.245573,20.8717164,104.202038,0.01638819,0.12133815,0.983202,1.000514,0,-1,342.936,349.219,1041.638,0,0,0
COY(120) (kg/kg),0.060207484089997,57,23.8619506934983,0,0,-0.01327575,-1.327575,0,0,8.50313546282018,23.29148291432,0.13723926060807,22.6074802006749,23.0187938808416,0.00315908225229627,0.315908225229627,0.730005669071183,73.0005669071183,0.00351750189589741,0.0256302303755773,0.0199072244899198,6.25096565899948,149.177815137196,0.250558,20.87285441,101.030723,0.01617998,0.12036898,0.985014,1.000546,0,-1,342.811,349.048,1041.591,0,0,0
COY(180) (kg/kg),0.0660536958658863,58,23.9653976832623,6.7289550427519,70.2619578467573,0.0356153333333333,3.56153333333333,0.0968648251353086,0.712238148976359,8.52704913700856,23.5883124263979,0.107445195187846,22.8782946580164,23.2900414484793,0.00250240304936488,0.250240304936488,0.732836411722014,73.2836411722014,0.00344987303546906,0.0253665990885093,0.019904303494313,6.2708714229916,147.018088569113,0.250583,20.87383912,103.543939,0.01568701,0.11872216,0.988634,1.000818,0,-1,342.552,348.717,1041.566,0,0,0
COY(240) (kg/kg),,59,24.3345856192035,4.18711163570622,57.0634283126776,0.0581178333333333,5.81178333333333,0.0586903139123758,0.433477405458499,8.55119912865979,23.9975059812664,0.140069708598555,23.2647755235059,23.6768024242111,0.00331640281610481,0.331640281610481,0.735745814654749,73.5745814654749,0.00341095388224047,0.0251927676042028,0.0200889280370971,6.2908680387573,144.935578451861,0.186413,20.8744451,107.119648,0.01526144,0.11703868,0.984896,1.000749,0,-1,342.399,348.463,1041.553,0,0,0
COY(300) (kg/kg),,60,23.7161180362245,0,0,-0.0247783333333334,-2.47783333333334,0,0,8.57522448048751,24.0478518412575,0.233468133446227,23.2960171968089,23.7108830935595,0.00553573561821503,0.553573561821503,0.740171883871909,74.0171883871909,0.00332430516632091,0.0247379269317669,0.0196078833120777,6.31071644443189,142.920408008125,0.159797,20.87641433,107.488531,0.01485809,0.1156493,0.974429,1.000712,0,-1,342.141,348.234,1041.486,0,0,0
COY(360) (kg/kg),,61,23.2078014516034,0,0,-0.0530791666666666,-5.30791666666666,0,0,8.59868644023142,23.8802142749715,0.182668110224073,23.1280086835115,23.529164263908,0.00429802797123986,0.429802797123986,0.745088765666636,74.5088765666636,0.00322229904647703,0.0237717190142891,0.0191099228021056,6.33007534748898,140.962072790679,0.221684,20.87778367,105.969436,0.01451674,0.11346181,0.979779,1.000396,0,-1,342.058,347.991,1041.44,0,0,0
CO2Y(60) (kg/kg),1.30961820047189,62,22.6718555912757,5.54545554246009,93.9786509094401,0.0408836666666667,4.08836666666667,0.0773434068668383,0.563077543361469,8.62162626875286,23.7046564988712,0.164579910963579,22.9447587301726,23.345448512333,0.00384219183756458,0.384219183756458,0.749158875571038,74.9158875571038,0.0031620820652082,0.0230206745902758,0.0186442388262439,6.34895242830316,139.058488205691,0.235411,20.87902539,104.356937,0.0143574,0.11186189,0.981772,1.000366,0,-1,341.861,347.831,1041.379,0,0,0
CO2Y(120) (kg/kg),1.4340876932507,63,23.1149492360478,3.0259789980208,47.7392051387553,0.0763883333333333,7.63883333333333,0.0402429084146018,0.297299891038369,8.64451967116652,23.7730534063922,0.155880195602919,22.9994528853393,23.3943657890774,0.00364671831520762,0.364671831520762,0.752903330647425,75.2903330647425,0.00307408870227741,0.0227102431766026,0.0188332214478375,6.3676911584402,137.214597955024,0.154375,20.87851068,104.907523,0.01393498,0.11081865,0.983202,1.00083,0,-1,341.69,347.557,1041.369,0,0,0
CO2Y(180) (kg/kg),1.4273767362338,64,22.668492193016,0,1695.27200146811,0.00153716666666669,0.153716666666669,1.93454913267599,14.39917753954,8.66741139188106,23.50439391158,0.112717139123273,22.73354633964,23.1190716146562,0.00260591561159011,0.260591561159011,0.756029647610823,75.6029647610823,0.00297372444177849,0.0221339357411966,0.0184327614412405,6.38632414988474,135.428302998141,0.111929,20.87923321,102.522788,0.01364628,0.10992363,0.987654,1.000427,0,-1,341.6,347.393,1041.347,0,0,0
CO2Y(240) (kg/kg),,65,22.4876179455707,0,0,-0.0625068333333334,-6.25068333333334,0,0,8.68998944695035,23.6229491456535,0.169173597288154,22.8331641281026,23.2189618306025,0.00392803529817936,0.392803529817936,0.759296623065708,75.9296623065708,0.00293061169024713,0.0218679910118389,0.0182650707518397,6.40467306598128,133.692145337698,0.150488,20.88023197,103.491427,0.01339191,0.10887172,0.981258,1.000366,0,-1,341.375,347.143,1041.33,0,0,0
CO2Y(300) (kg/kg),,66,22.6274296557802,0,0,-0.0865625833333334,-8.65625833333334,0,0,8.71254697075102,24.0673750091588,0.186517913318799,23.256530397704,23.6419540798262,0.00440964794174806,0.440964794174806,0.763465464685672,76.3465464685672,0.00294654593567794,0.0218878887683198,0.0183606750525174,6.42298593888346,132.008287435622,0.222761,20.88116474,107.393454,0.01322349,0.10780116,0.979586,1.000638,0,-1,341.284,346.94,1041.322,0,0,0
CO2Y(360) (kg/kg),,67,21.3324847618395,16.2572441060112,311.466690500636,0.0131218333333333,1.31218333333333,0.216785303051883,1.62164189311048,8.73452692795983,23.8189234365605,0.174766621157647,23.0010728195673,23.3855525417957,0.00408701400163427,0.408701400163427,0.767713795657363,76.7713795657363,0.00284462061576296,0.0212789146477469,0.0174363072903064,6.44088443005487,130.366073551639,0.290949,20.88395713,105.117345,0.01291306,0.10674289,0.980759,1.000495,0,-1,341.056,346.757,1041.28,0,0,0
,,68,21.1466424867142,1.78528761089867,25.3180724063265,0.1184495,11.84495,0.02377043375775,0.180718771285706,8.75576649158411,24.1123762795453,0.126768565031945,23.276325291522,23.6565982800031,0.00299891301749317,0.299891301749317,0.771256759166927,77.1256759166927,0.00281559599338861,0.0214060480994063,0.0173312587006946,6.45826821305037,128.76127193506,0.196866,20.88515785,107.685838,0.0126383,0.10637436,0.985536,0.999882,0,-1,340.937,346.507,1041.303,0,0,0
User-defined Test Averages,,69,21.2432037929805,5.67063839595868,65.4594502835402,0.03746175,3.746175,0.0743151146856494,0.561797239400794,8.77696141472395,24.2833414390891,0.102959171478975,23.43483076627,23.8174562443927,0.00245222556165941,0.245222556165941,0.773982328456503,77.3982328456503,0.00278397424757513,0.0210459077331227,0.0173233707704271,6.47559552778593,127.202339343825,0.10079,20.88564529,109.187879,0.01241864,0.10498701,0.988354,1.000023,0,-1,340.842,346.407,1041.254,0,0,0
HRR(0-4) (kW/m²),292.344404078651,70,20.3818927048695,0,0,-0.033795,-3.3795,0,0,8.79777396297288,23.5987500494321,0.113814417441415,22.7634028358124,23.1323682622945,0.00263279701781333,0.263279701781333,0.776524839746239,77.6524839746239,0.00265877441736601,0.0199821738835899,0.0165847430404311,6.49254958469136,125.682485185327,0.122883,20.88660513,103.069542,0.01221395,0.10367516,0.987183,1.000075,0,-1,340.681,346.203,1041.289,0,0,0
EHC(0-4) (MJ/kg),40.052802493316,71,19.6667071846114,0,0,-0.0330226666666667,-3.30226666666666,0,0,8.81779826291762,23.2987167553133,0.164351858792038,22.4726707463703,22.8312059632179,0.00375235113851874,0.375235113851874,0.779717413824406,77.9717413824406,0.00257839287185238,0.0196030330655519,0.016057916679011,6.50887091455108,124.194341731234,0.148626,20.88783264,100.459463,0.01200723,0.10332183,0.981931,1.000502,0,-1,340.661,346.096,1041.294,0,0,0
MLR(0-4) (g/s),0.0739817916666664,72,19.2153408027799,17.7103995970229,308.507694845189,0.01084975,1.084975,0.235526812255775,1.79567721703822,8.83723928691132,23.5045880005994,0.145392525682866,22.6579993169547,23.0220318852406,0.0033472313621466,0.33472313621466,0.783267205074738,78.3267205074738,0.0025554070312721,0.0194826488855604,0.0157552517366053,6.52477749875889,122.739434540435,0.174014,20.88954457,102.182933,0.01180588,0.10249978,0.984032,1.000478,0,-1,340.462,345.932,1041.281,0,0,0
SEA(0-4) (m²/kg),7.08132585550054,73,19.1243032255395,1.583463203021,33.3889914045524,0.120775166666667,12.0775166666667,0.020605990108227,0.157851147022213,8.85640910892547,23.4821790639652,0.175408221871399,22.6348018107278,22.9895780180315,0.00403256100171671,0.403256100171671,0.78695710125667,78.695710125667,0.0024886918896528,0.0190644985901322,0.0156097126597841,6.54045998095708,121.320672725007,0.113566,20.89004766,101.980997,0.01152283,0.10137994,0.980651,1.000458,0,-1,340.438,345.774,1041.325,0,0,0
COY(0-4) (kg/kg),0.00797301286258206,74,19.4615793673952,2.47165952889393,39.0631618230098,0.0787389166666667,7.87389166666667,0.031396298454272,0.244676486531719,8.87570205022194,23.7599298382731,0.132266072495817,22.8933131791729,23.2545730396263,0.00307579104351848,0.307579104351848,0.790511277279287,79.0511277279287,0.00247211052763272,0.0192655614833138,0.0158403396500142,6.55618500711198,119.941919597594,-0.0273999999999998,20.88987245,104.365742,0.01132256,0.10131226,0.985415,1.000386,0,-1,340.301,345.671,1041.326,0,0,0
CO2Y(0-4) (kg/kg),0.37710610933008,75,18.5855532878052,0,0,-0.0894534166666667,-8.94534166666667,0,0,8.89472561654954,23.200736761563,0.131376195076582,22.3478813070782,22.6932158515559,0.002981348352629,0.2981348352629,0.793539846977361,79.3539846977361,0.00240546577525213,0.0185221598558537,0.0151647731934164,6.5716875635337,118.596341553994,-0.0133839999999998,20.89105362,99.481493,0.01128484,0.1004897,0.985248,1.000115,0,-1,340.2,345.457,1041.384,0,0,0
HRR(4-194) (kW/m²),47.3811970880329,76,19.5237408608317,0,0,-0.0561514166666667,-5.61514166666667,0,0,8.91378026362386,24.5103650818249,0.193918683484271,23.605203985447,23.9694766840994,0.00464812936238748,0.464812936238748,0.79735458583487,79.7354585834869,0.00247834151626399,0.0191695452887924,0.0158676890527946,6.5872037946568,117.286582416103,0.103281,20.891619,111.009897,0.01101945,0.09942067,0.978531,1.000404,0,-1,340.14,345.389,1041.395,0,0,0
EHC(4-194) (MJ/kg),16.9196743553862,77,18.2179106346359,11.2124594238047,209.773477946808,0.0162479166666666,1.62479166666666,0.143494055537299,1.10148447711731,8.93265108937159,23.3351208677954,0.149450057597898,22.4623934476675,22.8061604213426,0.00340838198855656,0.340838198855656,0.801382841510342,80.1382841510342,0.00233147945653207,0.017896827993829,0.0148162186955478,6.60254574853098,116.008455706125,0.0855730000000002,20.89274632,100.570416,0.01089525,0.09842355,0.983864,1.00077,0,-1,339.974,345.177,1041.444,0,0,0
MLR(4-194) (g/s),0.028116310745614,78,18.7329737352885,0,0,-0.00898075,-0.898075,0,0,8.95112653155656,23.8418167614817,0.172039133019252,22.946358735407,23.2927973265676,0.00400727265765584,0.400727265765584,0.805090668833448,80.5090668833448,0.00233732558906229,0.0179367503732015,0.0151402383866164,6.61752397707206,114.758032455853,0.0904390000000002,20.89273758,104.968088,0.01070104,0.09746107,0.98066,1.000083,0,-1,339.918,345.05,1041.464,0,0,0
SEA(4-194) (m²/kg),210.070458091355,79,18.1567847794106,2.03951146167401,38.8059614983309,0.0890251666666667,8.90251666666667,0.0257807783836697,0.203835077661602,8.96957141081391,24.1196003844119,0.146668327139239,23.2012118268964,23.5545550797034,0.00345470719004916,0.345470719004916,0.8088216587573,80.88216587573,0.00229513809240259,0.018146451761337,0.014804126670162,6.63249615960045,113.538878617898,0.0788550000000002,20.89466088,107.370491,0.01040343,0.09746303,0.984179,1.000773,0,-1,339.735,344.909,1041.462,0,0,0
COY(4-194) (kg/kg),0.0680535977329833,80,17.8795907854562,2.39893075886789,29.9836553432659,0.0745315,7.45315,0.0300974691381347,0.237564193554246,8.98758959859634,24.0751323743492,0.0951018584437702,23.1537335340387,23.4982454053506,0.00223472680821662,0.223472680821662,0.811666375756433,81.1666375756433,0.00224320952106888,0.0177060156918883,0.0145472701181727,6.64717185799461,112.344869982454,-0.0582319999999998,20.89552395,106.953223,0.01019857,0.09635053,0.989579,1.000366,0,-1,339.666,344.72,1041.523,0,0,0
CO2Y(4-194) (kg/kg),1.45754446938472,81,17.2960728368565,0,0,-0.0833833333333333,-8.33833333333333,0,0,9.0051774304075,23.7411331134248,0.124155141037502,22.8262655225146,23.1670734377468,0.00287631127008962,0.287631127008962,0.814221894795586,81.4221894795586,0.0021914458624045,0.0170672384256931,0.014072619728164,6.66148180291778,111.175030005031,-0.0354929999999998,20.89656413,103.977763,0.01010866,0.09526075,0.986648,1.000712,0,-1,339.573,344.643,1041.511,0,0,0
,,82,17.4882753582788,0,0,-0.08327425,-8.327425,0,0,9.02256960450506,23.3379777524618,0.135729678315701,22.4313110352756,22.7605166358369,0.00308927760128129,0.308927760128129,0.817204689231272,81.7204689231272,0.00208633294653568,0.0164617211675813,0.0140556563318034,6.67554594094776,110.031336640306,0.0700330000000002,20.8957031,100.443547,0.00980782,0.09437053,0.985025,1.000385,0,-1,339.462,344.444,1041.529,0,0,0
C-factor,0.042904,83,17.2874613141849,13.7011779783514,281.619946759459,0.0126175,1.26175,0.166704793443104,1.33254321777321,9.0399574728413,23.8271743797272,0.152943503584931,22.8984667760544,23.2330213114561,0.00355333967823748,0.355333967823748,0.820525997871031,82.0525997871031,0.00210339773126837,0.0168133640502535,0.013994212438645,6.68957087533299,108.915150275196,0.104375,20.89705572,104.684675,0.00969209,0.09438871,0.98252,0.999801,0,-1,339.417,344.376,1041.561,0,0,0
Time to ignition (s),4,84,17.8266991606395,5.37047174627063,105.827948825778,0.0331939166666666,3.31939166666666,0.0637394956887068,0.506299514280447,9.05751455307871,24.2698237309875,0.148520850806241,23.3118375112605,23.6521949292491,0.00351284411432714,0.351284411432714,0.824059089767313,82.4059089767313,0.00211576350826629,0.016806063885399,0.0143282408195072,6.70373210196207,107.827554203318,0.0614210000000002,20.89677955,108.554365,0.00957829,0.09352194,0.983103,0.99989,0,-1,339.242,344.195,1041.566,0,0,0
,,85,17.0721134342034,6.4893033893398,67.9673535983749,0.0263080833333333,2.63080833333333,0.0779691453140421,0.62341423526002,9.07496395937613,23.7323652868706,0.0773512093282788,22.7911588839145,23.1165203225655,0.00178809080241218,0.178809080241218,0.826709557225683,82.6709557225683,0.00205121877235059,0.0164008336524069,0.0137791707579136,6.71778580775078,106.764281875013,0.0470210000000002,20.8976635,103.779505,0.00950121,0.09343027,0.991077,0.999855,0,-1,339.176,344.018,1041.513,0,0,0
,,86,16.9120874493065,6.29618866973842,77.0042232834847,0.0268608333333333,2.68608333333333,0.0757888843379964,0.604424627224024,9.09195605981789,24.0612608279294,0.0882945132470712,23.0948159781937,23.4261171109529,0.00206839760758047,0.206839760758047,0.828637801430679,82.8637801430679,0.0020357525907222,0.0162353491744266,0.0136508375167529,6.73150081188811,105.720419300208,0.0095280000000002,20.89886461,106.6196,0.00931258,0.09235598,0.989581,0.999592,0,-1,338.997,343.86,1041.499,0,0,0
,,87,16.8344565047126,0,0,-0.0224433333333333,-2.24433333333333,0,0,9.10882933179489,23.987914815882,0.0878336349537993,23.0149072903019,23.3385424320823,0.00204990901633327,0.204990901633327,0.830696954742636,83.0696954742636,0.00200153022592848,0.0158461633006225,0.0135305807631073,6.74509152102804,104.69918772178,0.00492800000000021,20.89916136,105.926809,0.00919181,0.09142403,0.990328,1.000294,0,-1,338.857,343.622,1041.612,0,0,0
,,88,16.6984146750508,0,0,-0.0431675,-4.31675,0,0,9.12559576738477,24.0792909411852,0.113287995677582,23.0968500320249,23.4231497201738,0.0026535616842544,0.26535616842544,0.83304869009293,83.304869009293,0.0019887017508876,0.0158693840832952,0.013446154214041,6.75857988851661,103.6999519021,0.0470070000000002,20.89967246,106.708892,0.00910398,0.09132252,0.987338,1.000172,0,-1,338.773,343.559,1041.501,0,0,0
,,89,15.9324005510452,0,0,-0.0130835,-1.30835,0,0,9.14191117499782,23.7548883355703,0.156877725958468,22.7770066632912,23.0950765671156,0.00362310309268581,0.362310309268581,0.8361870224814,83.61870224814,0.00193600037293995,0.0156138245734081,0.0129179951789948,6.77176196321313,102.718103089863,0.0775330000000002,20.90099467,103.813493,0.0089912,0.09120682,0.981882,0.9996,0,-1,338.644,343.373,1041.595,0,0,0
,,90,15.9642792318532,11.9355378824484,202.354346542056,0.0133754166666667,1.33754166666667,0.143086386901977,1.15446365184575,9.15785951488927,23.7153700132709,0.11741291722519,22.7386450993288,23.0517541278702,0.00270657369931106,0.270657369931106,0.839351860877399,83.9351860877399,0.00191384004414182,0.0154414323699586,0.0129024211454793,6.78467217137537,101.753994609881,0.0723580000000002,20.90097209,103.466236,0.00890862,0.09080051,0.986638,0.999933,0,-1,338.637,343.3,1041.587,0,0,0
,,91,15.9630154168703,3.66206799321031,60.5045895452008,0.0435901666666667,4.35901666666667,0.0436255451739534,0.354118449833491,9.17382316221363,23.8966130920967,0.113591569004344,22.9015302492958,23.2183177456832,0.00263740514237356,0.263740514237356,0.842023850298241,84.2023850298241,0.00190164478505683,0.0154360822479835,0.0128964017333264,6.79757158281477,100.811243540809,0.0507340000000002,20.90136838,105.0038,0.00879256,0.09046078,0.986984,0.999848,0,-1,338.476,343.158,1041.563,0,0,0
,,92,16.2435882442477,3.28166004628078,45.904690276995,0.0494980833333333,4.94980833333333,0.0378696039872552,0.299432600045059,9.18992646404419,23.864643029036,0.0980340893840425,22.8685940701073,23.1775926006756,0.00227219418472155,0.227219418472155,0.844478649961788,84.4478649961789,0.00187447281396149,0.014821339789747,0.0129634637062074,6.81050151553454,99.8905050439586,-0.00687999999999983,20.90104859,104.71251,0.00868585,0.08882248,0.988382,0.99949,0,-1,338.442,343.015,1041.574,0,0,0
,,93,15.9154039682671,0,0,-0.00130016666666667,-0.130016666666667,0,0,9.20600596015045,23.4811906905833,0.0910357319900024,22.4940986915965,22.8008581595899,0.00207569281255848,0.207569281255848,0.846652593460428,84.6652593460428,0.00184311654933093,0.0149440646164087,0.0127685451618179,6.82336751996855,98.9893113994672,-0.0332889999999998,20.90099703,101.342794,0.0086804,0.08983389,0.989349,0.99967,0,-1,338.336,342.95,1041.532,0,0,0
,,94,15.972473640326,0,0,-0.0477624166666667,-4.77624166666667,0,0,9.22194989895475,23.968754105948,0.155501498643874,22.9547189567049,23.2612650747906,0.00361716157948234,0.361716157948234,0.849499020656449,84.9499020656449,0.0018608890115136,0.014832642289878,0.0127944587291794,6.83614902191405,98.1058499888803,-0.00584899999999983,20.90190037,105.565401,0.00859197,0.08867598,0.981648,0.999205,0,-1,338.241,342.758,1041.515,0,0,0
,,95,16.3925943836716,0,0,-0.0232185,-2.32185,0,0,9.23813243296675,24.3720500323002,0.135149601474605,23.3380545376664,23.6482404197856,0.00319605026830966,0.319605026830966,0.852905626580345,85.2905626580345,0.00187230946988739,0.0150912696221319,0.0130957213024917,6.84909411192989,97.2434992943868,0.0433800000000002,20.90158104,109.134201,0.00850758,0.08870043,0.983167,0.998432,0,-1,338.199,342.694,1041.493,0,0,0
,,96,14.9303707662212,5.33748567633448,111.613756887387,0.0279726666666667,2.79726666666667,0.0639615779402925,0.5216852090549,9.25379391554169,23.6030386082992,0.136379563262937,22.5915775250712,22.8929785528485,0.00312213441682526,0.312213441682526,0.856064718922912,85.6064718922912,0.00178917589919782,0.014592926457823,0.0120925285088673,6.86168823683557,96.3936866202259,0.0333230000000002,20.90384352,102.31013,0.00840219,0.08863862,0.983039,0.998442,0,-1,338.048,342.558,1041.461,0,0,0
,,97,14.043038358919,7.78507261386705,130.967039554666,0.0180384166666667,1.80384166666667,0.100097739542189,0.813849528060714,9.26828062010426,23.8337875575495,0.102218461442666,22.8135853971517,23.1116570895754,0.00236243802908689,0.236243802908689,0.858807005145868,85.8807005145868,0.00180560473325349,0.0146805568911292,0.0115709515422291,6.87351997686111,95.5492847433429,0.00146500000000016,20.90627327,104.325571,0.00839758,0.08848666,0.987453,0.999027,0,-1,338.065,342.482,1041.452,0,0,0
,,98,14.2162580074974,5.7750540314817,84.8994921495672,0.0246166666666667,2.46166666666667,0.072335059361443,0.578474589892161,9.28241026828747,23.8477875399015,0.0903960971829346,22.8184782800154,23.1198310938774,0.00208994249841518,0.208994249841518,0.861033195409619,86.1033195409619,0.00178064804461419,0.014240116154512,0.0115999010919767,6.88510540317822,94.7184721253824,-0.00549699999999981,20.90618919,104.40924,0.00828477,0.08724742,0.989242,0.999489,0,-1,337.939,342.402,1041.532,0,0,0
,,99,14.3774462156744,3.13082355844375,65.8112614407361,0.04592225,4.592225,0.0377832541418058,0.304301907213927,9.29670712039906,23.492497057715,0.132742847704929,22.4773919316806,22.7673373966998,0.00302220120069684,0.302220120069684,0.863589267259175,86.3589267259175,0.00173509204251354,0.0139742282585547,0.0116391769538125,6.89672494220111,93.9061325292834,-0.0507189999999998,20.90537202,101.316286,0.00820102,0.08709689,0.984669,0.999683,0,-1,337.922,342.281,1041.554,0,0,0
,,100,15.0941396668232,4.78791443968317,106.981861761333,0.0315255,3.15255,0.0568337470529496,0.445146211523196,9.3114429133403,24.2680432967501,0.143405055516632,23.2162662351983,23.5183945977815,0.00337265668295692,0.337265668295692,0.866786696201002,86.6786696201002,0.00179171229271776,0.0140334568913745,0.0121097995027354,6.90859943042939,93.114429133403,-0.0887489999999998,20.90504983,108.101395,0.00819821,0.08600648,0.983647,0.99986,0,-1,337.876,342.273,1041.535,0,0,0
,,101,14.7077845025712,6.63003099254531,189.002426349401,0.0221835833333334,2.21835833333333,0.0791689850526318,0.632645997054288,9.326343875425,24.1339989676768,0.179355172385536,23.0802414423472,23.3768060288305,0.00419275107512413,0.419275107512413,0.870569400080043,87.0569400080043,0.00175625177733048,0.0140343551961536,0.0118597331869218,6.92058419677421,92.3400383705446,-0.113484,20.90573683,106.874427,0.00808868,0.0862203,0.979525,0.999759,0,-1,337.762,342.102,1041.537,0,0,0
,,102,13.78617981044,0,0,-0.00161775000000001,-0.161775000000001,0,0,9.34059085758151,23.9957547333917,0.168137006319869,22.947625687286,23.2409288413144,0.00390766019947171,0.390766019947171,0.874619605717341,87.4619605717341,0.00174519840760325,0.0139036827297061,0.0112724135124448,6.9321502701239,91.5744201723677,-0.129311,20.90769598,105.651662,0.0080844,0.0860824,0.980752,0.999732,0,-1,337.756,342.073,1041.531,0,0,0
,,103,13.2149020238705,0,0,-0.0318309166666667,-3.18309166666667,0,0,9.35409139849866,23.118635099119,0.0633148416839033,22.0999161544026,22.3840036969359,0.00141723965032341,0.141723965032341,0.877282055642238,87.7282055642238,0.00163808999503768,0.0130728517018254,0.0107530762010148,6.94316301498063,90.8164213446472,-0.109012,20.90811606,98.029543,0.00789066,0.08516405,0.992407,0.999596,0,-1,337.62,341.96,1041.552,0,0,0
,,104,13.6385755911434,0,0,-0.04476525,-4.476525,0,0,9.36751813730617,23.9262421511367,0.106436031500748,22.8723425989836,23.1592410336619,0.00246497770819226,0.246497770819226,0.879223164321496,87.9223164321496,0.00169603559104716,0.0135244633349273,0.0111050462305959,6.95409207619643,90.0722897817901,-0.0723859999999998,20.9082056,105.000001,0.00789378,0.08515012,0.987498,0.999553,0,-1,337.626,341.861,1041.589,0,0,0
,,105,13.3623146358634,5.26924197543814,98.0260326880813,0.0253590833333333,2.53590833333333,0.0641716779433807,0.505483617186371,9.38101858241967,23.2436114904003,0.110493837145243,22.214910277542,22.4976378411538,0.00248585033177311,0.248585033177311,0.881698578341479,88.1698578341479,0.00162733492860602,0.0128186011718639,0.0108004256006237,6.96504481211204,89.3430341182826,-0.0400549999999998,20.90815804,99.07232,0.00780342,0.08424409,0.986276,0.998778,0,-1,337.552,341.848,1041.396,0,0,0
,,106,13.9577671063331,2.07772888539896,35.3452234153858,0.067178,6.7178,0.0245817091099971,0.197096307761527,9.39467862329077,23.970512630354,0.102370658804361,22.909437071816,23.1943551631968,0.00237442141859879,0.237442141859879,0.884128714216665,88.4128714216665,0.00165135005459139,0.0132405357628038,0.0112392316270946,6.9760646407259,88.6290436159507,-0.114838,20.9077765,105.364886,0.00768748,0.0843019,0.987169,0.998757,0,-1,337.549,341.747,1041.176,0,0,0
,,107,13.7928448314683,0,0,-0.0138169166666667,-1.38169166666667,0,0,9.40855392925967,24.0204705647166,0.171190262648825,22.9548711868745,23.2431035442215,0.00397899300050911,0.397899300050911,0.887305421426219,88.7305421426219,0.00163100192044405,0.0132492606933213,0.011131929443955,6.98725022126143,87.9304105538287,-0.144319,20.9082691,105.793877,0.00758507,0.0842502,0.97938,0.998681,0,-1,337.515,341.753,1041.18,0,0,0
,,108,13.5622311822734,0,0,-0.031733,-3.1733,0,0,9.42223146726654,23.579622020253,0.0995567112679004,22.5262356740139,22.8063740385555,0.00227052759522421,0.227052759522421,0.890430181724085,89.0430181724085,0.00158096215093416,0.0130129865713659,0.0109345022072803,6.99828343708704,87.2428839561717,-0.100362,20.9082427,101.913009,0.0074969,0.08426943,0.987374,0.998644,0,-1,337.405,341.601,1041.214,0,0,0
,,109,13.7396494424865,0,0,-0.019886,-1.9886,0,0,9.43588240757892,23.9724659497177,0.0939557687458112,22.9031588669478,23.1849100278045,0.00217835604496483,0.217835604496483,0.89265462354418,89.265462354418,0.00158264117378283,0.0132699946053453,0.0110834331435081,7.00929240476244,86.5677285098984,-0.0900499999999998,20.90836821,105.344595,0.00739053,0.08437981,0.987879,0.998517,0,-1,337.429,341.58,1041.471,0,0,0
,,110,14.0395843704799,0,0,-0.0144058333333333,-1.44058333333333,0,0,9.44977202448541,24.1809538675755,0.119284297296792,23.0951581395026,23.3829883704333,0.00278922333646619,0.278922333646619,0.895138413234895,89.5138413234895,0.00159529456903713,0.0133408558193729,0.0112827970516348,7.02047551986001,85.9070184044128,-0.0614819999999998,20.90798277,107.151568,0.00738578,0.08425857,0.985225,0.998714,0,-1,337.324,341.528,1041.456,0,0,0
