Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g),Oxygen (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),APT (kPa),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Soot MFM (g/s),Spare TC (K),HFM (kW/m²)
t peak SEA (s),27,12,320.027936528138,18.6344437247082,110.722517895738,0.17174,17.174,0.0118474601611521,1.05006962750332,4.24531121338206,22.054941155732,0.885393296539187,21.1390455294452,21.476879594347,0.0190154852234141,1.90154852234141,0.0849829452744329,8.49829452744329,0.00203468280807627,0.18033895782742,0.225543220395468,2.78830133346486,353.775934448505,3.212774,20.02458767,89.453109,0.01010342,0.58606993,0.903417,0.999364,0,-1,338.516,343.926,1041.634,0,0,0
t peak COY (s),38,13,294.771854546812,26.8817727017997,203.007787778782,0.109654916666667,10.9654916666667,0.0194926903695201,1.78919595840583,4.55271110891953,21.8238999767872,1.04321510422306,20.9859410198494,21.338650065027,0.0222608020515666,2.22608020515666,0.105621088911923,10.5621088911923,0.00213746933807885,0.196194133719328,0.21214359014876,3.00714473873697,350.208546839964,3.086058,20.07036261,87.874926,0.01069142,0.63957846,0.887129,0.999162,0,-1,339.622,345.33,1041.648,0,0,0
t peak CO2Y (s),37,14,274.404816714138,16.0151520706042,212.458394201539,0.17134075,17.134075,0.0136360967802483,1.25976111327487,4.83729944455,21.6997534715436,1.70888118227574,20.9307052227093,21.3021133264569,0.0364027806062874,3.64027806062874,0.13495288024085,13.495288024085,0.00233641904940032,0.215848413969351,0.202423754442126,3.21442841103242,345.521388896429,2.962639,20.10587198,87.14507,0.01169739,0.70257026,0.822259,0.999113,0,-1,340.666,346.711,1041.61,0,0,0
,,15,261.739106945575,13.3960010924823,133.24612043522,0.195386,19.5386,0.0128348452879554,1.20740470854353,5.10537140637986,21.9094952492281,1.20623585318628,21.1867974967496,21.5831973644175,0.0260344264873559,2.60344264873559,0.166171483787672,16.6171483787672,0.00250774908143246,0.235909976383486,0.197561239443339,3.41442090797515,340.358093758657,2.751301,20.13404319,89.063929,0.01239941,0.7565633,0.870581,0.998917,0,-1,341.533,347.923,1041.575,0,0,0
Test Results (between 4 and 61 s),,16,251.121418351642,17.5856669093527,201.319834959446,0.142798916666667,14.2798916666667,0.0181188473887591,1.7173365899206,5.36180166902847,21.8899723705539,1.32952388917225,21.2156425228277,21.6229693726071,0.0287482543357211,2.87482543357211,0.19356282419921,19.356282419921,0.00258735177836346,0.24523380459269,0.192377221530927,3.60939013846228,335.112604314279,2.590807,20.1547508,89.105716,0.01278599,0.78522665,0.858985,0.999562,0,-1,342.303,348.875,1041.558,0,0,0
mean HRR (kW/m²),130.338751296786,17,235.257277863604,18.4560747527221,183.823976775405,0.12746875,12.746875,0.0205878926294936,1.88332535055561,5.60499101713609,21.3057540941139,1.1092698502028,20.7055838928212,21.1236359983156,0.0234318125395899,2.34318125395899,0.219652857636866,21.9652857636866,0.00262431293861576,0.240065128278635,0.181805646258069,3.79648157235678,329.705353949182,2.456034,20.1778499,84.642514,0.01330051,0.78947795,0.880769,0.999497,0,-1,343.234,350.164,1041.452,0,0,0
mean EHC (MJ/kg),15.8530577672952,18,234.756002186009,11.6951712102391,136.665194299455,0.200729,20.0729,0.0139840344840723,1.21574133640395,5.8399976571609,22.1044760312842,1.2486218865718,21.5285584134715,21.970356343708,0.0274326677865354,2.74326677865354,0.245085097799929,24.5085097799929,0.00280700125795335,0.244034542715029,0.182134173079715,3.97845148202567,324.444314286717,2.31409,20.20441329,91.306004,0.01369489,0.77450156,0.866878,0.999486,0,-1,343.981,351.04,1041.432,0,0,0
mean MLR (g/s),0.0821543501461988,19,231.024304576887,10.1138256808061,128.450732517817,0.22842425,22.842425,0.0129106204293946,1.06902832168883,6.07288781054235,22.7314373779868,1.29551067680175,22.1774155137438,22.6484140677004,0.0293412622373329,2.93412622373329,0.273472062811863,27.3472062811863,0.00294909878861915,0.244191992610531,0.179888921308112,4.15946302921959,319.625674239071,2.06719,20.23392374,96.725725,0.01397911,0.75491821,0.86287,1.000197,0,-1,344.575,351.893,1041.464,0,0,0
mean SEA (m²/kg),158.495517044686,20,209.413551391282,16.8829477453599,196.937745204566,0.1240385,12.40385,0.0235900404074184,1.84349129964422,6.29310673852643,22.2160104276048,1.10147590729075,21.7087696412427,22.1773915769439,0.0244278625085565,2.44278625085565,0.300356625184807,30.0356625184807,0.00292607322707557,0.228663895570919,0.164217328715505,4.3315161542314,314.655336926322,1.888803,20.28115511,92.534875,0.01418318,0.72532147,0.882224,1.000259,0,-1,345.119,352.569,1041.54,0,0,0
mean COY (kg/kg),0.0376421043316059,21,191.138139749225,14.778303173046,218.841193511564,0.129337,12.9337,0.0229092630849693,1.7042841257233,6.49338258409668,22.1486625658095,1.27767583481202,21.6782033912214,22.1529300891642,0.0283042634452051,2.83042634452051,0.326722688161688,32.6722688161688,0.00296301535962067,0.220426995968674,0.151718939141478,4.48948428815989,309.208694480795,1.794829,20.33019698,92.12446,0.01439706,0.7029068,0.86471,1.000294,0,-1,345.681,353.251,1041.703,0,0,0
mean CO2Y (kg/kg),1.32563349883465,22,176.930210753027,11.3145602875817,139.994228073146,0.156373916666667,15.6373916666667,0.0191111421579825,1.36057863220024,6.67741675934781,22.0414466368078,0.991325108761383,21.5986648948924,22.0830134948128,0.0218914457545244,2.18914457545244,0.351820542761553,35.1820542761553,0.00298848415121717,0.212759009650127,0.14182219870534,4.6362548570833,303.518943606719,1.623664,20.36782208,91.342136,0.01458383,0.68319792,0.893047,0.999895,0,-1,346.088,353.849,1042.065,0,0,0
Total heat release (MJ/m²),7.42930882391682,23,164.04801248148,14.5749524104029,292.109084550034,0.11255475,11.255475,0.0271988105885483,1.81259462586859,6.84790587096506,22.2543882656708,1.47262159394317,21.8358727791753,22.326349905152,0.0328782649842579,3.28782649842579,0.379205398130944,37.9205398130944,0.00306135532609141,0.204016134965982,0.132605623391069,4.7734687681315,297.735037868046,1.498122,20.41088053,93.237448,0.01478827,0.65126518,0.845381,0.999911,0,-1,346.541,354.325,1042.431,0,0,0
Total oxygen consumed (g),5.58860030796144,24,145.745263052251,14.7792934154968,278.930083501705,0.0986145000000001,9.86145000000001,0.0311097913784051,1.95528118048565,7.00280250873193,22.1337405083417,1.23705111798548,21.7392401797925,22.2355813107165,0.0275065507194789,2.75065507194789,0.409397805982813,40.9397805982813,0.00306787652188573,0.192819075973002,0.119668532705769,4.89960584617992,291.78343786383,1.391634,20.46084544,92.321603,0.01489627,0.62126142,0.868235,0.999731,0,-1,346.888,354.808,1042.617,0,0,0
Mass lost (g),4.686357,25,133.894582920402,10.1701357278437,202.432710217315,0.131654666666667,13.1654666666667,0.0237945345809164,1.42790146418231,7.14262243171826,22.5955624112259,1.17319048893689,22.2095927650445,22.71686587763,0.0266512109860905,2.66512109860905,0.436476686835597,43.6476686835598,0.00313266151873902,0.187989891299768,0.111684694283643,5.01528245967462,285.70489726873,1.289246,20.50282919,96.287057,0.01489981,0.59547854,0.874753,0.99993,0,-1,347.15,355.079,1042.436,0,0,0
Average specific MLR (g/s·m²),15.62119,26,116.275423995906,8.45881420594781,189.751858681556,0.137460666666667,13.7460666666667,0.0223791680025998,1.2805272545427,7.26770743517641,22.3537771352127,1.15948877152639,21.9875707914028,22.4956184450746,0.0260834169956059,2.60834169956059,0.462844000826446,46.2844000826446,0.0030762553530827,0.176022130094276,0.0990472217783712,5.12064841770563,279.527209045247,1.13603,20.54916091,94.304481,0.01479395,0.56616716,0.876081,0.999885,0,-1,347.397,355.424,1042.108,0,0,0
Total smoke release (m²/m²),74.2766575770986,27,101.323074844633,15.6201064758782,448.953273088879,0.0648670833333333,6.48670833333333,0.0477932346352313,2.60956264021388,7.37650668459668,22.6773587433865,1.27555835631964,22.3122722409181,22.8310129708651,0.0291222893782291,2.91222893782291,0.490446854013363,49.0446854013363,0.0031002077338531,0.169274717246307,0.0888730155915183,5.21460853639058,273.203951281358,1.033146,20.59549241,97.082384,0.01470012,0.53919153,0.864815,1.000174,0,-1,347.497,355.576,1041.822,0,0,0
Total smoke production (m²),0.742766575770986,28,88.5527049388739,16.6064864158916,445.444328013005,0.0533241666666666,5.33241666666666,0.0575922506511004,2.92899149447159,7.47144457448843,22.4694174380343,1.04929773119861,22.1244742354303,22.6369950886617,0.0237529475876868,2.37529475876868,0.516884472496321,51.6884472496321,0.00307105877242772,0.156186030616452,0.0790651982155415,5.29857764329411,266.83730623173,0.992362,20.63171841,95.382551,0.0146968,0.50540233,0.887514,1.000289,0,-1,347.761,355.817,1041.468,0,0,0
MARHE (kW/m²),358.183509319235,29,76.5172902652602,12.1331154338937,373.563989067931,0.0630648333333333,6.30648333333333,0.0487650692193698,2.34783636745444,7.5539795720905,22.4920776646846,1.03909811069173,22.1539191896065,22.6723063659708,0.0235587507099042,2.35587507099042,0.540540321645117,54.0540321645117,0.00307536096280802,0.148065909207453,0.0704746696531282,5.37334757722844,260.482054210017,0.918307,20.66660959,95.605814,0.01470234,0.48118246,0.889052,1.000858,0,-1,347.873,356.013,1041.143,0,0,0
,,30,67.4423290951038,6.3720971272009,187.912205740935,0.105840083333333,10.5840083333333,0.0297282901508994,1.34852684750175,7.62595938177068,23.0154258146338,0.857103797059448,22.6811288627062,23.2044748643106,0.0198886435149711,1.98886435149711,0.562264018757554,56.2264018757554,0.00314644470692871,0.142728193916823,0.0641478885670061,5.44065885633851,254.198646059023,0.857208,20.69794003,100.158507,0.01470021,0.45606848,0.907867,1.001053,0,-1,348.053,356.084,1040.739,0,0,0
Test Averages,,31,58.8910306246063,3.84866143610089,109.080586184377,0.153016916666667,15.3016916666667,0.0205141708452078,0.853064404974753,7.68912606163054,22.9460498072817,0.721252332796004,22.614254829457,23.1419355018528,0.016691174966126,1.6691174966126,0.580553927998103,58.0553927998103,0.00313901517070692,0.130533284967321,0.0570728121067379,5.50126920667538,248.036324568727,0.708692,20.72508576,99.562175,0.01470947,0.42232675,0.921694,1.000681,0,-1,348.076,356.198,1040.689,0,0,0
HRR(60) (kW/m²),124.967229592774,32,50.6070366316764,7.66675511809878,245.194692704416,0.0660084166666667,6.60084166666667,0.0478360681905667,1.8570096635122,7.74387509525868,22.9702381997422,0.698863167265758,22.6348415734777,23.1589160776787,0.0161849134404884,1.61849134404884,0.59699197220141,59.699197220141,0.00315758312081801,0.12257826762314,0.050814442240134,5.55521283384882,241.996096726834,0.585523,20.74998371,99.757859,0.01477816,0.39914113,0.923935,1.000557,0,-1,348.026,356.084,1040.684,0,0,0
HRR(120) (kW/m²),70.4200869419671,33,44.9308447841897,0,0,-0.0380446666666666,-3.80446666666666,0,0,7.79164403596661,23.2806838953986,0.537396192981941,22.9391064214244,23.4673635208618,0.0126112718154344,1.26112718154344,0.611390064829371,61.1390064829371,0.00322758861007936,0.113302036253129,0.0459707397276857,5.60360542483273,236.110425332322,0.58103,20.77148571,102.4652,0.01489955,0.36823572,0.940903,1.000348,0,-1,348.001,356.015,1040.552,0,0,0
HRR(180) (kW/m²),49.6923870374195,34,40.229355900464,0,0,-0.014622,-1.4622,0,0,7.83422413630894,23.3957129987527,0.529250882983347,23.039066821468,23.5707289317935,0.0124748290997128,1.24748290997128,0.623933115286945,62.3933115286945,0.00330591066906207,0.103168178233409,0.0415944139259981,5.64738800165957,230.418356950263,0.628013,20.78929561,103.42019,0.01517523,0.33815515,0.94165,1.000213,0,-1,347.799,355.825,1040.296,0,0,0
HRR(240) (kW/m²),,35,34.5907805290897,4.40713320212895,97.506673144917,0.0784881666666667,7.84881666666667,0.0421226287894197,1.16689350576542,7.87163420452372,23.0329331520555,0.329974855337261,22.6788173167101,23.1930399820566,0.00765312001291044,0.765312001291044,0.633997089843257,63.3997089843257,0.00330612790886211,0.0915873319627676,0.036393653317518,5.68638203528133,224.903834414963,0.592076,20.80719866,100.22448,0.01540634,0.30963682,0.963306,1.000233,0,-1,347.753,355.638,1040.19,0,0,0
HRR(300) (kW/m²),,36,32.5124775803565,5.7073394690156,74.8347379709943,0.0569660833333333,5.69660833333333,0.0605784372567263,1.45601285161832,7.90518583357844,23.4300432567633,0.180784167267941,23.0570185631007,23.5808366623475,0.00426304191948383,0.426304191948383,0.639955170809454,63.9955170809454,0.00345091630496977,0.0829433494396934,0.0338709215095972,5.72151432269488,219.588495377179,0.498427,20.81936828,103.652648,0.01579377,0.28092227,0.979963,1.000369,0,-1,347.56,355.456,1040.303,0,0,0
HRR(360) (kW/m²),,37,29.5773056129495,23.0373779649886,312.149480852785,0.0128388333333333,1.28388333333333,0.270302636904906,5.74925588982623,7.93623072517509,23.1335818761805,0.172282738770692,22.7540110325332,23.2619656986624,0.00400763515975544,0.400763515975544,0.644090509349073,64.4090509349073,0.00347037050478261,0.073813738160164,0.0306994875772852,5.75379952723833,214.492722302029,0.4862,20.83010012,100.996194,0.0160759,0.2579359,0.981226,1.000688,0,-1,347.388,355.143,1040.365,0,0,0
EHC(60) (MJ/kg),15.6335668882763,38,29.8453105698911,23.9644375862303,367.022510276315,0.012454,1.2454,0.286163724054962,5.54884262554485,7.96594203326651,23.414609206843,0.194283771493888,23.0166377636059,23.5269179089671,0.00457089834298121,0.457089834298121,0.648379776100442,64.8379776100442,0.00356388301938049,0.0691052860585353,0.0301855831181277,5.78424206258603,209.630053507013,0.464598,20.83352837,103.402957,0.01630269,0.24218175,0.979083,1.00101,0,-1,347.18,354.877,1040.286,0,0,0
EHC(120) (MJ/kg),16.7989753978253,39,29.2152449057315,0,0,-0.0546996666666667,-5.46996666666667,0,0,7.99547231100432,23.5945668883634,0.229619721662586,23.172158992663,23.681417390867,0.00543772046986641,0.543772046986641,0.653384085506866,65.3384085506866,0.00366183878547288,0.0618060975699545,0.0287312434924631,5.81370047589133,205.012110538572,0.47551,20.83999749,104.901735,0.01661194,0.22034127,0.974879,1.000735,0,-1,346.86,354.483,1040.405,0,0,0
EHC(180) (MJ/kg),16.5722616964538,40,28.4471759652715,0,0,-0.0900586666666666,-9.00586666666666,0,0,8.02430352143982,23.156174511926,0.199737106161564,22.7282399436502,23.2210208313789,0.004638099502977,0.4638099502977,0.658421995493287,65.8421995493287,0.00365615061428372,0.0544208702361659,0.027137032562829,5.84163461391897,200.607588035996,0.562355,20.84414232,100.980329,0.01689036,0.20261595,0.978106,1.000633,0,-1,346.656,354.172,1040.669,0,0,0
EHC(240) (MJ/kg),,41,29.3089587624659,5.7007549270619,63.7852735965764,0.0514124166666667,5.14124166666667,0.0748757825427538,1.00025183206904,8.05318158880369,23.9303761047358,0.136789058001268,23.4668585243608,23.9738112920854,0.00327935506334452,0.327935506334452,0.662380722776448,66.2380722776448,0.00384954493033079,0.0514253639619302,0.0272863885091607,5.86884632445497,196.419063141553,0.61186,20.84700913,107.747857,0.01719782,0.18937428,0.984909,1.000388,0,-1,346.342,353.824,1040.639,0,0,0
EHC(300) (MJ/kg),,42,29.7312041299796,2.18095155446568,26.6332273666766,0.136322166666667,13.6322166666667,0.0287028414870857,0.347784153495204,8.08270167024992,23.7180442729223,0.152972243293419,23.2444697067933,23.7343663254465,0.00363069925995132,0.363069925995132,0.665835749938096,66.5835749938096,0.00391283354100942,0.0474106893367987,0.0269589356154658,5.89596898651728,192.445277863093,0.474694,20.84733482,105.779785,0.01762265,0.17950083,0.983357,1.000656,0,-1,346.131,353.426,1040.983,0,0,0
EHC(360) (MJ/kg),,43,30.2355742106964,18.4599634963651,251.209283904308,0.016379,1.6379,0.237985593328551,2.59995221283472,8.11268505942025,23.2575197933,0.176955029678333,22.7718705126663,23.2519915853651,0.00411455686106864,0.411455686106864,0.669708377998606,66.9708377998606,0.00389796603312833,0.0425846172940197,0.0265272155059915,5.92271206207801,188.667094405122,0.391171,20.84697782,101.616976,0.01789433,0.16844961,0.980777,1.000763,0,-1,345.808,353.099,1041.117,0,0,0
MLR(60) (g/s),0.0795716493055555,44,31.3673012968465,0,0,-0.05461075,-5.461075,0,0,8.14348649717403,23.6384080078754,0.217685729415517,23.1266673202012,23.6052142524818,0.00513851828256105,0.513851828256105,0.674334915570421,67.4334915570421,0.00400828514608819,0.0403017225984952,0.0269163247056447,5.94943383218383,185.079238572137,0.432709,20.84715138,104.890327,0.01809766,0.1601523,0.976453,1.000988,0,-1,345.537,352.687,1041.117,0,0,0
MLR(120) (g/s),0.0418281628472222,45,31.2655939590697,0,0,-0.0202395833333333,-2.02395833333333,0,0,8.17480294480198,23.4742924012969,0.22400292852443,22.950684730477,23.4211237525656,0.0052464003099078,0.52464003099078,0.679527374866655,67.9527374866655,0.00406848713904875,0.0376636448686694,0.0264769260750259,5.97613045757416,181.662287662266,0.472528,20.84812508,103.369477,0.01848543,0.15354085,0.975636,1.000871,0,-1,345.305,352.383,1041.265,0,0,0
MLR(180) (g/s),0.02981299375,46,31.0674727495194,21.0096351583421,247.687818709813,0.01478725,1.478725,0.278746434779598,2.40528453084526,8.20596947815628,23.5226430822178,0.156245468252476,22.972648212871,23.4414587391314,0.00366262169721668,0.366262169721668,0.683981885870217,68.3981885870217,0.0041218932176946,0.0355675436787416,0.0260586508425124,6.00239824603293,178.390640829484,0.470221,20.84994442,103.681517,0.01868336,0.14745944,0.98322,1.00089,0,-1,344.925,351.964,1041.396,0,0,0
MLR(240) (g/s),,47,30.6745746363955,11.4337200217665,138.234463090092,0.0268281666666667,2.68281666666667,0.15481560788948,1.25924880615534,8.23684050184923,23.5593973643168,0.158118126558203,22.9964693509809,23.4544722707238,0.00370857721485818,0.370857721485818,0.687667485326255,68.7667485326255,0.00415341893106028,0.0337833368463364,0.0255600414052334,6.02820759215681,175.25192557126,0.448392,20.85201647,103.951199,0.01879346,0.14232022,0.982522,1.000393,0,-1,344.744,351.61,1041.503,0,0,0
MLR(300) (g/s),,48,30.1666409497688,7.17406417814733,87.4798014398914,0.0420495833333333,4.20495833333333,0.101618745047288,0.78704841807769,8.26726110964232,24.383909350183,0.151662370683319,23.7804992803449,24.2544619608452,0.00367848920063017,0.367848920063017,0.691361018533999,69.1361018533999,0.00427302588809468,0.033095058043326,0.0251937881072485,6.05358450691305,172.234606450882,0.417068,20.85669651,111.257287,0.01868426,0.1372716,0.98361,1.000764,0,-1,344.443,351.308,1041.598,0,0,0
MLR(360) (g/s),,49,27.4733075721228,6.42640447839943,107.353375825151,0.0427506666666667,4.27506666666667,0.0964336640645835,0.728462078593235,8.29608108390326,23.7846869504226,0.194165065498782,23.1842528705339,23.6367359578966,0.00458942838544241,0.458942838544241,0.695494977327035,69.5494977327035,0.00412260342787033,0.0311422395012465,0.0231908122541496,6.07777680709375,169.307777222516,0.369242,20.8619628,105.802202,0.01848682,0.13411862,0.978884,1.000793,0,-1,344.267,350.986,1041.691,0,0,0
SEA(60) (m²/kg),157.149678263388,50,27.7415981939048,0,0,-0.00359483333333337,-0.359483333333337,0,0,8.32368853678628,23.7907633626507,0.267249207128237,23.177107848715,23.6284266752036,0.00631467829463584,0.631467829463584,0.700947030667074,70.0947030667074,0.00408523364066069,0.0301740984250849,0.0231929520143091,6.10096868922798,166.473770735726,0.341616,20.8619772,105.796617,0.01831982,0.13141852,0.970543,1.000567,0,-1,344.073,350.773,1041.716,0,0,0
SEA(120) (m²/kg),184.473721526609,51,27.5218654899945,8.94498830979063,162.491987115586,0.0307679166666666,3.07679166666666,0.13108605701545,0.961409683542647,8.35132026862823,23.8995846914741,0.210837594160958,23.2658666264984,23.7127535934443,0.0049995399185734,0.49995399185734,0.706604139773679,70.6604139773679,0.00403324487841328,0.0295805730257665,0.0229482343477177,6.12403928240899,163.75137781624,0.357784,20.86330578,106.687552,0.01801404,0.12940412,0.976336,1.000087,0,-1,343.818,350.422,1041.753,0,0,0
SEA(180) (m²/kg),202.80979501574,52,25.9386229687031,4.4332642883717,63.3060559254287,0.0585090833333334,5.85090833333334,0.065307038076455,0.47393357936117,8.37805051285758,23.0527974880309,0.16204141379343,22.4324599697947,22.8582262702755,0.00370397930164557,0.370397930164557,0.710955899383789,71.0955899383789,0.00382105493306848,0.0277294192893077,0.0216142383526463,6.14632051875917,161.116356016492,0.282266,20.86535108,99.221251,0.01770325,0.1271115,0.982279,1.000593,0,-1,343.679,350.202,1041.738,0,0,0
SEA(240) (m²/kg),,53,25.2315252046945,0,0,-0.00997383333333331,-0.997383333333331,0,0,8.40363558694428,23.4840558058918,0.0947274807857894,22.8342268625972,23.2672932251262,0.00220405207192047,0.220405207192047,0.713909915070572,71.3909915070572,0.00380374311045656,0.0276426479026277,0.0211630330166204,6.1677091544438,158.559162017817,0.263657,20.86864859,102.887728,0.01731228,0.12541463,0.989735,1.000481,0,-1,343.41,349.923,1041.725,0,0,0
